family,src,target,w,h,p_H1,p_H2,slope_H1,slope_H2,t_H1,t_H2,found,rep
原材料 → 行业,chem,Mach,3,1,0.3766,0.0474,0.0494,-0.1729,0.8842,-1.9823,False,False
原材料 → 行业,chem,Mach,3,3,0.334,0.0348,0.1338,-0.4123,0.966,-2.1106,False,False
原材料 → 行业,chem,Mach,3,6,0.2696,0.0226,0.2595,-0.7796,1.1039,-2.28,False,False
原材料 → 行业,chem,Mach,6,1,0.472,0.0179,0.0203,-0.1131,0.7192,-2.3669,False,False
原材料 → 行业,chem,Mach,6,3,0.4301,0.0207,0.0588,-0.2756,0.789,-2.3126,False,False
原材料 → 行业,chem,Mach,6,6,0.4661,0.009,0.0814,-0.5356,0.7288,-2.6136,False,False
原材料 → 行业,chem,Meals,1,1,0.3518,0.3011,-0.2569,0.1689,-0.9311,1.0341,False,False
原材料 → 行业,chem,Meals,1,3,0.3156,0.1653,-0.777,0.5522,-1.0036,1.3873,False,False
原材料 → 行业,chem,Meals,1,6,0.3059,0.062,-1.4179,1.368,-1.0239,1.8665,False,False
原材料 → 行业,chem,Meals,3,1,0.429,0.1141,-0.0898,0.1121,-0.7909,1.58,False,False
原材料 → 行业,chem,Meals,3,3,0.3539,0.1452,-0.315,0.3024,-0.927,1.4567,False,False
原材料 → 行业,chem,Meals,3,6,0.4993,0.0499,-0.4035,0.8211,-0.6756,1.9609,False,False
原材料 → 行业,chem,Meals,6,1,0.6608,0.0518,-0.0345,0.0902,-0.4388,1.9451,False,False
原材料 → 行业,chem,Meals,6,3,0.4639,0.0357,-0.1387,0.3152,-0.7325,2.1008,False,False
原材料 → 行业,chem,Meals,6,6,0.9065,0.0193,-0.036,0.6587,-0.1175,2.3391,False,False
原材料 → 行业,chem,MedEq,1,1,0.3616,0.6569,-0.2641,-0.0828,-0.9124,-0.4442,False,False
原材料 → 行业,chem,MedEq,1,3,0.3117,0.65,-0.5313,0.164,-1.0116,0.4537,False,False
原材料 → 行业,chem,MedEq,1,6,0.1627,0.6456,-1.1679,0.2401,-1.3961,0.4599,False,False
原材料 → 行业,chem,MedEq,3,1,0.5378,0.4647,-0.0568,0.0577,-0.6161,0.7311,False,False
原材料 → 行业,chem,MedEq,3,3,0.109,0.3207,-0.2626,0.154,-1.6028,0.9931,False,False
原材料 → 行业,chem,MedEq,3,6,0.194,0.7389,-0.4608,0.0934,-1.299,0.3333,False,False
原材料 → 行业,chem,MedEq,6,1,0.2168,0.5239,-0.0425,0.0253,-1.235,0.6374,False,False
原材料 → 行业,chem,MedEq,6,3,0.1862,0.5688,-0.1388,0.0652,-1.3219,0.5699,False,False
原材料 → 行业,chem,MedEq,6,6,0.2527,0.8094,-0.2633,0.0505,-1.1439,0.2412,False,False
原材料 → 行业,chem,Mines,1,1,0.0461,0.0264,0.6074,-0.6823,1.9948,-2.2207,False,False
原材料 → 行业,chem,Mines,1,3,0.0081,0.0026,1.5824,-2.0007,2.6458,-3.0131,False,False
原材料 → 行业,chem,Mines,1,6,0.0013,0.0226,3.0405,-2.8242,3.2232,-2.2809,True,False
原材料 → 行业,chem,Mines,3,1,0.0307,0.0199,0.1943,-0.3254,2.1607,-2.3279,False,False
原材料 → 行业,chem,Mines,3,3,0.0046,0.0066,0.6524,-0.8241,2.8371,-2.7145,False,False
原材料 → 行业,chem,Mines,3,6,0.0037,0.0937,1.07,-0.9527,2.8997,-1.6762,False,False
原材料 → 行业,chem,Mines,6,1,0.015,0.0583,0.109,-0.1529,2.4315,-1.8933,False,False
原材料 → 行业,chem,Mines,6,3,0.0072,0.0918,0.3018,-0.3223,2.6874,-1.6862,False,False
原材料 → 行业,chem,Mines,6,6,0.0535,0.2824,0.3985,-0.4153,1.9307,-1.075,False,False
原材料 → 行业,chem,Oil,1,1,0.8764,0.6219,0.0487,0.1446,0.1555,0.4932,False,False
原材料 → 行业,chem,Oil,1,3,0.925,0.0102,0.0806,1.2445,0.0941,2.5702,False,False
原材料 → 行业,chem,Oil,1,6,0.4048,0.0,1.0885,3.6833,0.8331,4.9279,False,False
原材料 → 行业,chem,Oil,3,1,0.9146,0.0185,0.013,0.266,0.1073,2.3545,False,False
原材料 → 行业,chem,Oil,3,3,0.6641,0.0001,0.1453,1.0228,0.4343,4.0412,False,False
原材料 → 行业,chem,Oil,3,6,0.5087,0.0,0.3418,1.873,0.6609,4.7347,False,False
原材料 → 行业,chem,Oil,6,1,0.6562,0.0,0.0303,0.2549,0.4451,4.1785,False,False
原材料 → 行业,chem,Oil,6,3,0.5771,0.0,0.0981,0.702,0.5576,4.5812,False,False
原材料 → 行业,chem,Oil,6,6,0.8447,0.0002,0.047,1.1151,0.1959,3.6966,False,False
原材料 → 行业,chem,Paper,1,1,0.4868,0.0127,-0.143,0.3915,-0.6955,2.4927,False,False
原材料 → 行业,chem,Paper,1,3,0.2246,0.4447,-0.4914,0.2969,-1.2144,0.7642,False,False
原材料 → 行业,chem,Paper,1,6,0.2841,0.5222,-0.6946,-0.3612,-1.0712,-0.6399,False,False
原材料 → 行业,chem,Paper,3,1,0.2574,0.5396,-0.0746,0.0488,-1.1326,0.6134,False,False
原材料 → 行业,chem,Paper,3,3,0.2134,0.7282,-0.1854,-0.0646,-1.2443,-0.3476,False,False
原材料 → 行业,chem,Paper,3,6,0.1793,0.1526,-0.3215,-0.4085,-1.3429,-1.4303,False,False
原材料 → 行业,chem,Paper,6,1,0.2069,0.9008,-0.0371,-0.0064,-1.2623,-0.1247,False,False
原材料 → 行业,chem,Paper,6,3,0.1862,0.1876,-0.0981,-0.157,-1.3218,-1.3178,False,False
原材料 → 行业,chem,Paper,6,6,0.2065,0.0284,-0.1649,-0.4122,-1.2632,-2.1919,False,False
原材料 → 行业,chem,PerSv,1,1,0.6138,0.6638,0.1407,0.0911,0.5046,0.4347,False,False
原材料 → 行业,chem,PerSv,1,3,0.1957,0.1055,0.8394,0.8211,1.2939,1.6187,False,False
原材料 → 行业,chem,PerSv,1,6,0.1763,0.0954,1.3643,1.7988,1.3524,1.6675,False,False
原材料 → 行业,chem,PerSv,3,1,0.2882,0.1195,0.1177,0.1444,1.0621,1.5569,False,False
原材料 → 行业,chem,PerSv,3,3,0.2266,0.0375,0.3102,0.5494,1.2093,2.08,False,False
原材料 → 行业,chem,PerSv,3,6,0.1347,0.1513,0.5434,0.8133,1.496,1.435,False,False
原材料 → 行业,chem,PerSv,6,1,0.2841,0.0762,0.0571,0.0968,1.0711,1.773,False,False
原材料 → 行业,chem,PerSv,6,3,0.2046,0.1368,0.1564,0.2991,1.2685,1.4879,False,False
原材料 → 行业,chem,PerSv,6,6,0.1123,0.2154,0.2969,0.4322,1.5878,1.2387,False,False
原材料 → 行业,chem,RlEst,1,1,0.2291,0.5331,-0.4463,0.1549,-1.2028,0.6233,False,False
原材料 → 行业,chem,RlEst,1,3,0.425,0.8829,-0.6242,0.0785,-0.7978,0.1474,False,False
原材料 → 行业,chem,RlEst,1,6,0.2847,0.2433,-1.3837,-1.267,-1.0699,-1.1668,False,False
原材料 → 行业,chem,RlEst,3,1,0.2415,0.9969,-0.1438,0.0004,-1.1712,0.0039,False,False
原材料 → 行业,chem,RlEst,3,3,0.5135,0.4974,-0.1906,-0.189,-0.6534,-0.6787,False,False
原材料 → 行业,chem,RlEst,3,6,0.3117,0.1572,-0.4827,-0.8482,-1.0117,-1.4145,False,False
原材料 → 行业,chem,RlEst,6,1,0.1786,0.8073,-0.0714,-0.0151,-1.3449,-0.244,False,False
原材料 → 行业,chem,RlEst,6,3,0.3669,0.1566,-0.1283,-0.3055,-0.9022,-1.4167,False,False
原材料 → 行业,chem,RlEst,6,6,0.369,0.1014,-0.2136,-0.6051,-0.8984,-1.6381,False,False
原材料 → 行业,chem,Rtail,1,1,0.851,0.7612,-0.0505,-0.0596,-0.1878,-0.3039,False,False
原材料 → 行业,chem,Rtail,1,3,0.2221,0.3892,-0.7423,-0.4047,-1.221,-0.861,False,False
原材料 → 行业,chem,Rtail,1,6,0.0237,0.8637,-1.8253,0.1294,-2.2614,0.1716,False,False
原材料 → 行业,chem,Rtail,3,1,0.3011,0.8502,-0.0988,-0.0157,-1.0342,-0.1889,False,False
原材料 → 行业,chem,Rtail,3,3,0.0841,0.9376,-0.3872,-0.0165,-1.7273,-0.0783,False,False
原材料 → 行业,chem,Rtail,3,6,0.0211,0.5968,-0.8073,0.2253,-2.3058,0.529,False,False
原材料 → 行业,chem,Rtail,6,1,0.1251,0.8833,-0.0685,0.0075,-1.5336,0.1468,False,False
原材料 → 行业,chem,Rtail,6,3,0.0462,0.6329,-0.2276,0.0708,-1.9931,0.4776,False,False
原材料 → 行业,chem,Rtail,6,6,0.0744,0.6479,-0.3727,0.1435,-1.784,0.4567,False,False
原材料 → 行业,chem,Rubbr,1,1,0.6708,0.0688,-0.0899,0.3802,-0.4251,1.82,False,False
原材料 → 行业,chem,Rubbr,1,3,0.1639,0.4638,-0.6109,0.3731,-1.3919,0.7327,False,False
原材料 → 行业,chem,Rubbr,1,6,0.0224,0.3903,-1.5758,-0.6068,-2.2837,-0.8591,False,False
原材料 → 行业,chem,Rubbr,3,1,0.3573,0.7187,-0.0707,0.0353,-0.9204,0.3601,False,False
原材料 → 行业,chem,Rubbr,3,3,0.0976,0.5963,-0.2698,-0.1248,-1.6566,-0.5297,False,False
原材料 → 行业,chem,Rubbr,3,6,0.0809,0.0867,-0.6231,-0.5989,-1.7457,-1.7131,False,False
原材料 → 行业,chem,Rubbr,6,1,0.1439,0.6061,-0.0533,-0.0308,-1.4613,-0.5157,False,False
原材料 → 行业,chem,Rubbr,6,3,0.1306,0.1599,-0.1651,-0.2165,-1.5118,-1.4054,False,False
原材料 → 行业,chem,Rubbr,6,6,0.258,0.0479,-0.2545,-0.4556,-1.1312,-1.9783,False,False
原材料 → 行业,chem,Ships,1,1,0.9166,0.9132,-0.0357,-0.0309,-0.1048,-0.1089,False,False
原材料 → 行业,chem,Ships,1,3,0.7197,0.7813,0.2657,0.1623,0.3588,0.2776,False,False
原材料 → 行业,chem,Ships,1,6,0.7726,0.5869,0.4197,0.3524,0.289,0.5434,False,False
原材料 → 行业,chem,Ships,3,1,0.7502,0.9261,0.036,-0.0099,0.3183,-0.0927,False,False
原材料 → 行业,chem,Ships,3,3,0.74,0.5997,0.1049,0.1313,0.3319,0.5248,False,False
原材料 → 行业,chem,Ships,3,6,0.9991,0.9506,0.0006,-0.0204,0.0011,-0.062,False,False
原材料 → 行业,chem,Ships,6,1,0.8832,0.6018,0.0092,0.0301,0.1469,0.5219,False,False
原材料 → 行业,chem,Ships,6,3,0.9748,0.8642,-0.005,0.0222,-0.0316,0.171,False,False
原材料 → 行业,chem,Ships,6,6,0.4192,0.5943,-0.19,-0.1127,-0.8079,-0.5327,False,False
原材料 → 行业,chem,Smoke,1,1,0.0892,0.3149,0.5493,0.2585,1.6998,1.0049,False,False
原材料 → 行业,chem,Smoke,1,3,0.3616,0.1325,0.7727,0.8868,0.9123,1.5043,False,False
原材料 → 行业,chem,Smoke,1,6,0.5038,0.0444,1.0146,2.0823,0.6685,2.0104,False,False
原材料 → 行业,chem,Smoke,3,1,0.4005,0.1199,0.1057,0.1816,0.8407,1.5553,False,False
原材料 → 行业,chem,Smoke,3,3,0.5367,0.1352,0.2157,0.4598,0.6177,1.4938,False,False
原材料 → 行业,chem,Smoke,3,6,0.7648,0.0168,0.1872,1.2106,0.2992,2.3908,False,False
原材料 → 行业,chem,Smoke,6,1,0.6735,0.0654,0.0326,0.1304,0.4213,1.8427,False,False
原材料 → 行业,chem,Smoke,6,3,0.7455,0.0226,0.0664,0.443,0.3245,2.2803,False,False
原材料 → 行业,chem,Smoke,6,6,0.9331,0.0044,-0.0266,0.8737,-0.084,2.8471,False,False
原材料 → 行业,chem,Soda,1,1,0.6897,0.6904,-0.1617,0.1213,-0.3993,0.3984,False,False
原材料 → 行业,chem,Soda,1,3,0.104,0.9093,-1.4004,-0.0846,-1.6257,-0.1139,False,False
原材料 → 行业,chem,Soda,1,6,0.1178,0.9687,-2.5254,0.0412,-1.564,0.0392,False,False
原材料 → 行业,chem,Soda,3,1,0.3167,0.9791,-0.1416,-0.0033,-1.0014,-0.0262,False,False
原材料 → 行业,chem,Soda,3,3,0.2041,0.7694,-0.4773,-0.0874,-1.2698,-0.2931,False,False
原材料 → 行业,chem,Soda,3,6,0.1381,0.5624,-0.9621,0.2543,-1.483,0.5793,False,False
原材料 → 行业,chem,Soda,6,1,0.3364,0.8844,-0.0736,0.0098,-0.9612,0.1454,False,False
原材料 → 行业,chem,Soda,6,3,0.2084,0.6017,-0.2532,0.0811,-1.2581,0.522,False,False
原材料 → 行业,chem,Soda,6,6,0.1477,0.2212,-0.4879,0.3414,-1.4478,1.2234,False,False
原材料 → 行业,chem,Softw,1,1,0.492,0.292,-0.3422,-0.2484,-0.6871,-1.0537,False,False
原材料 → 行业,chem,Softw,1,3,0.88,0.6518,0.1991,-0.2278,0.151,-0.4513,False,False
原材料 → 行业,chem,Softw,1,6,0.9381,0.5089,-0.1849,-0.5337,-0.0777,-0.6605,False,False
原材料 → 行业,chem,Softw,3,1,0.9654,0.9974,0.0085,-0.0003,0.0434,-0.0033,False,False
原材料 → 行业,chem,Softw,3,3,0.9274,0.9054,0.0496,-0.0265,0.0911,-0.1189,False,False
原材料 → 行业,chem,Softw,3,6,0.9551,0.6211,0.0543,-0.2298,0.0563,-0.4943,False,False
原材料 → 行业,chem,Softw,6,1,0.9011,0.4922,0.0139,-0.0386,0.1243,-0.6869,False,False
原材料 → 行业,chem,Softw,6,3,0.862,0.5982,0.0535,-0.088,0.1739,-0.5271,False,False
原材料 → 行业,chem,Softw,6,6,0.6064,0.4769,0.2603,-0.2459,0.5153,-0.7113,False,False
原材料 → 行业,chem,Steel,1,1,0.3391,0.7884,0.2918,-0.1001,0.9559,-0.2684,False,False
原材料 → 行业,chem,Steel,1,3,0.1229,0.6112,0.9981,-0.4697,1.5426,-0.5084,False,False
原材料 → 行业,chem,Steel,1,6,0.0793,0.4315,1.7623,-1.2819,1.755,-0.7866,False,False
原材料 → 行业,chem,Steel,3,1,0.1491,0.4568,0.138,-0.1262,1.4428,-0.7441,False,False
原材料 → 行业,chem,Steel,3,3,0.0613,0.4517,0.4299,-0.3189,1.8713,-0.7526,False,False
原材料 → 行业,chem,Steel,3,6,0.1127,0.6237,0.5997,-0.4021,1.5863,-0.4906,False,False
原材料 → 行业,chem,Steel,6,1,0.1358,0.3778,0.0667,-0.0845,1.4915,-0.8819,False,False
原材料 → 行业,chem,Steel,6,3,0.1621,0.6063,0.1637,-0.1384,1.3979,-0.5154,False,False
原材料 → 行业,chem,Steel,6,6,0.2637,0.811,0.2107,-0.1306,1.1176,-0.2391,False,False
原材料 → 行业,chem,Telcm,1,1,0.7982,0.477,0.084,-0.1286,0.2557,-0.7112,False,False
原材料 → 行业,chem,Telcm,1,3,0.8971,0.9294,0.105,0.0321,0.1294,0.0887,False,False
原材料 → 行业,chem,Telcm,1,6,0.9246,0.6351,0.1436,0.387,0.0946,0.4746,False,False
原材料 → 行业,chem,Telcm,3,1,0.8571,0.4966,0.0207,0.0489,0.18,0.6799,False,False
原材料 → 行业,chem,Telcm,3,3,0.9041,0.7233,0.0438,0.0761,0.1205,0.3541,False,False
原材料 → 行业,chem,Telcm,3,6,0.9399,0.6522,0.0467,0.2149,0.0754,0.4507,False,False
原材料 → 行业,chem,Telcm,6,1,0.9877,0.629,-0.0012,0.0246,-0.0154,0.4831,False,False
原材料 → 行业,chem,Telcm,6,3,0.9792,0.6684,0.0054,0.0741,0.0261,0.4284,False,False
原材料 → 行业,chem,Telcm,6,6,0.8926,0.7491,-0.0428,0.1026,-0.135,0.3198,False,False
原材料 → 行业,chem,Toys,1,1,0.515,0.4334,-0.2414,-0.2094,-0.651,-0.7834,False,False
原材料 → 行业,chem,Toys,1,3,0.5798,0.189,-0.3447,-0.7678,-0.5536,-1.3134,False,False
原材料 → 行业,chem,Toys,1,6,0.3112,0.0537,-0.9642,-2.432,-1.0126,-1.9294,False,False
原材料 → 行业,chem,Toys,3,1,0.591,0.1481,-0.0529,-0.1573,-0.5373,-1.4463,False,False
原材料 → 行业,chem,Toys,3,3,0.6507,0.0838,-0.1114,-0.5542,-0.4528,-1.7288,False,False
原材料 → 行业,chem,Toys,3,6,0.2477,0.0499,-0.4168,-1.3894,-1.1559,-1.9608,False,False
原材料 → 行业,chem,Toys,6,1,0.5651,0.0597,-0.0302,-0.1519,-0.5753,-1.8833,False,False
原材料 → 行业,chem,Toys,6,3,0.4449,0.0589,-0.0952,-0.4995,-0.764,-1.8887,False,False
原材料 → 行业,chem,Toys,6,6,0.3889,0.0722,-0.1647,-0.9742,-0.8616,-1.7975,False,False
原材料 → 行业,chem,Trans,1,1,0.8077,0.0062,0.0441,0.4203,0.2434,2.7388,False,False
原材料 → 行业,chem,Trans,1,3,0.8542,0.0296,0.0599,0.8836,0.1838,2.1754,False,False
原材料 → 行业,chem,Trans,1,6,0.9501,0.4084,-0.0411,0.4921,-0.0626,0.8268,False,False
原材料 → 行业,chem,Trans,3,1,0.8872,0.0635,0.0078,0.1387,0.1418,1.8555,False,False
原材料 → 行业,chem,Trans,3,3,0.6583,0.2826,-0.0605,0.2156,-0.4423,1.0746,False,False
原材料 → 行业,chem,Trans,3,6,0.829,0.4598,-0.0611,0.1785,-0.216,0.7391,False,False
原材料 → 行业,chem,Trans,6,1,0.8773,0.4407,-0.0049,0.0301,-0.1544,0.771,False,False
原材料 → 行业,chem,Trans,6,3,0.8222,0.4523,-0.0199,0.0752,-0.2248,0.7517,False,False
原材料 → 行业,chem,Trans,6,6,0.9754,0.7295,0.0057,0.0435,0.0308,0.3459,False,False
原材料 → 行业,chem,Txtls,1,1,0.9788,0.2663,0.0066,0.45,0.0266,1.1116,False,False
原材料 → 行业,chem,Txtls,1,3,0.7627,0.7597,-0.1904,-0.2265,-0.3019,-0.3058,False,False
原材料 → 行业,chem,Txtls,1,6,0.291,0.0121,-0.9039,-2.2869,-1.0559,-2.5101,False,False
原材料 → 行业,chem,Txtls,3,1,0.757,0.5544,-0.0318,-0.095,-0.3095,-0.5912,False,False
原材料 → 行业,chem,Txtls,3,3,0.5447,0.0186,-0.1376,-0.6123,-0.6057,-2.3532,False,False
原材料 → 行业,chem,Txtls,3,6,0.2484,0.0008,-0.3552,-1.5371,-1.1541,-3.3458,False,False
原材料 → 行业,chem,Txtls,6,1,0.4358,0.1872,-0.0327,-0.0913,-0.7794,-1.319,False,False
原材料 → 行业,chem,Txtls,6,3,0.2957,0.0024,-0.1019,-0.5638,-1.0456,-3.0351,False,False
原材料 → 行业,chem,Txtls,6,6,0.5905,0.0002,-0.1013,-1.0641,-0.5381,-3.7731,False,False
原材料 → 行业,chem,Util,1,1,0.8431,0.0373,-0.0573,0.4492,-0.1979,2.0827,False,False
原材料 → 行业,chem,Util,1,3,0.783,0.0019,-0.243,1.1805,-0.2754,3.1121,False,False
原材料 → 行业,chem,Util,1,6,0.8416,0.0,0.2579,2.9681,0.1998,4.6053,False,False
原材料 → 行业,chem,Util,3,1,0.844,0.0165,-0.0253,0.2166,-0.1968,2.397,False,False
原材料 → 行业,chem,Util,3,3,0.9672,0.002,0.0147,0.6288,0.0411,3.0853,False,False
原材料 → 行业,chem,Util,3,6,0.6924,0.0,0.188,1.4106,0.3956,4.1807,False,False
原材料 → 行业,chem,Util,6,1,0.9158,0.0003,0.007,0.1653,0.1058,3.6136,False,False
原材料 → 行业,chem,Util,6,3,0.6779,0.0001,0.0684,0.5103,0.4153,4.0077,False,False
原材料 → 行业,chem,Util,6,6,0.6516,0.0,0.0984,0.9136,0.4515,5.248,False,False
原材料 → 行业,chem,Whlsl,1,1,0.5477,0.7609,0.0832,0.0392,0.6011,0.3044,False,False
原材料 → 行业,chem,Whlsl,1,3,0.0666,0.1736,0.4383,0.3867,1.8345,1.3608,False,False
原材料 → 行业,chem,Whlsl,1,6,0.0888,0.0762,0.7265,0.7924,1.7017,1.7734,False,False
原材料 → 行业,chem,Whlsl,3,1,0.103,0.1202,0.059,0.0822,1.6305,1.5537,False,False
原材料 → 行业,chem,Whlsl,3,3,0.0325,0.0435,0.1999,0.2184,2.1384,2.0193,False,False
原材料 → 行业,chem,Whlsl,3,6,0.0578,0.0217,0.3088,0.4686,1.8974,2.2963,False,False
原材料 → 行业,chem,Whlsl,6,1,0.1116,0.0839,0.0298,0.0463,1.5909,1.7285,False,False
原材料 → 行业,chem,Whlsl,6,3,0.0698,0.0132,0.09,0.1656,1.8135,2.4773,False,False
原材料 → 行业,chem,Whlsl,6,6,0.0554,0.0092,0.1622,0.3226,1.9159,2.6056,False,False
原材料 → 行业,crude,Aero,1,1,0.1331,0.7168,0.0445,-0.0089,1.5018,-0.3627,False,False
原材料 → 行业,crude,Aero,1,3,0.9914,0.7652,0.0007,0.0115,0.0108,0.2987,False,False
原材料 → 行业,crude,Aero,1,6,0.6787,0.4555,-0.0419,0.0343,-0.4143,0.7463,False,False
原材料 → 行业,crude,Aero,3,1,0.8819,0.573,0.0022,0.0061,0.1486,0.5637,False,False
原材料 → 行业,crude,Aero,3,3,0.3733,0.0654,-0.0325,0.035,-0.8904,1.8424,False,False
原材料 → 行业,crude,Aero,3,6,0.5672,0.2588,-0.0383,0.0371,-0.5722,1.1292,False,False
原材料 → 行业,crude,Aero,6,1,0.4096,0.485,-0.0091,0.0046,-0.8245,0.6983,False,False
原材料 → 行业,crude,Aero,6,3,0.4407,0.2431,-0.0229,0.0205,-0.7709,1.1673,False,False
原材料 → 行业,crude,Aero,6,6,0.8324,0.4639,0.011,0.0204,0.2116,0.7325,False,False
原材料 → 行业,crude,Agric,1,1,0.2578,0.8668,-0.0398,0.0058,-1.1315,0.1677,False,False
原材料 → 行业,crude,Agric,1,3,0.3448,0.9131,-0.0478,0.0058,-0.9447,0.1091,False,False
原材料 → 行业,crude,Agric,1,6,0.9484,0.9549,-0.0049,0.0037,-0.0647,0.0566,False,False
原材料 → 行业,crude,Agric,3,1,0.5341,0.7252,-0.0092,0.0055,-0.6218,0.3515,False,False
原材料 → 行业,crude,Agric,3,3,0.3047,0.9948,-0.0358,-0.0002,-1.0264,-0.0065,False,False
原材料 → 行业,crude,Agric,3,6,0.8026,0.7272,0.0147,0.0185,0.25,0.3488,False,False
原材料 → 行业,crude,Agric,6,1,0.9923,0.8479,-0.0001,0.002,-0.0096,0.1919,False,False
原材料 → 行业,crude,Agric,6,3,0.7357,0.7084,0.0095,0.0096,0.3375,0.3741,False,False
原材料 → 行业,crude,Agric,6,6,0.1217,0.5993,0.065,0.0297,1.5475,0.5255,False,False
原材料 → 行业,crude,Autos,1,1,0.0982,0.6682,-0.0625,-0.0162,-1.6537,-0.4286,False,False
原材料 → 行业,crude,Autos,1,3,0.1039,0.1225,-0.1389,-0.1224,-1.6262,-1.5443,False,False
原材料 → 行业,crude,Autos,1,6,0.0541,0.0112,-0.203,-0.2745,-1.9259,-2.5369,False,False
原材料 → 行业,crude,Autos,3,1,0.1366,0.0284,-0.0307,-0.0419,-1.4886,-2.1921,False,False
原材料 → 行业,crude,Autos,3,3,0.029,0.0152,-0.1042,-0.1152,-2.1839,-2.4279,False,False
原材料 → 行业,crude,Autos,3,6,0.1499,0.0042,-0.0978,-0.2235,-1.4399,-2.8654,False,False
原材料 → 行业,crude,Autos,6,1,0.0881,0.0041,-0.019,-0.0373,-1.7053,-2.8667,False,False
原材料 → 行业,crude,Autos,6,3,0.1521,0.002,-0.0427,-0.1161,-1.4322,-3.0836,False,False
原材料 → 行业,crude,Autos,6,6,0.2003,0.0134,-0.0652,-0.1823,-1.2806,-2.4733,False,False
原材料 → 行业,crude,Banks,1,1,0.5114,0.061,-0.0189,0.0395,-0.6566,1.8737,False,False
原材料 → 行业,crude,Banks,1,3,0.4344,0.0371,-0.0518,0.0882,-0.7817,2.0844,False,False
原材料 → 行业,crude,Banks,1,6,0.4067,0.0904,-0.0902,0.0927,-0.8298,1.6932,False,False
原材料 → 行业,crude,Banks,3,1,0.2791,0.0755,-0.0164,0.0204,-1.0824,1.7771,False,False
原材料 → 行业,crude,Banks,3,3,0.1606,0.0868,-0.0672,0.0415,-1.4029,1.7123,False,False
原材料 → 行业,crude,Banks,3,6,0.211,0.5698,-0.0831,0.02,-1.2507,0.5684,False,False
原材料 → 行业,crude,Banks,6,1,0.491,0.2307,-0.0078,0.0095,-0.6887,1.1986,False,False
原材料 → 行业,crude,Banks,6,3,0.4178,0.4636,-0.0253,0.0146,-0.8102,0.7329,False,False
原材料 → 行业,crude,Banks,6,6,0.7792,0.3583,-0.0132,-0.0231,-0.2804,-0.9186,False,False
原材料 → 行业,crude,Beer,1,1,0.504,0.7746,-0.0244,0.0065,-0.6683,0.2864,False,False
原材料 → 行业,crude,Beer,1,3,0.3243,0.2393,-0.0619,0.0459,-0.9857,1.1766,False,False
原材料 → 行业,crude,Beer,1,6,0.8998,0.1277,-0.0114,0.0756,-0.1259,1.5233,False,False
原材料 → 行业,crude,Beer,3,1,0.757,0.304,-0.0052,0.0106,-0.3094,1.0279,False,False
原材料 → 行业,crude,Beer,3,3,0.849,0.1047,-0.0074,0.0365,-0.1904,1.6223,False,False
原材料 → 行业,crude,Beer,3,6,0.5705,0.3671,-0.0351,0.0384,-0.5673,0.9019,False,False
原材料 → 行业,crude,Beer,6,1,0.9645,0.4026,-0.0004,0.0049,-0.0445,0.837,False,False
原材料 → 行业,crude,Beer,6,3,0.333,0.4122,-0.0253,0.0163,-0.9681,0.8201,False,False
原材料 → 行业,crude,Beer,6,6,0.1692,0.6299,-0.0611,0.0202,-1.3746,0.4819,False,False
原材料 → 行业,crude,BldMt,1,1,0.5105,0.6243,0.0122,-0.0105,0.658,-0.4897,False,False
原材料 → 行业,crude,BldMt,1,3,0.5778,0.3498,0.0172,-0.0319,0.5566,-0.935,False,False
原材料 → 行业,crude,BldMt,1,6,0.9765,0.0304,0.0013,-0.0926,0.0294,-2.1643,False,False
原材料 → 行业,crude,BldMt,3,1,0.9155,0.5216,0.0009,-0.007,0.106,-0.6409,False,False
原材料 → 行业,crude,BldMt,3,3,0.6088,0.1436,-0.0098,-0.0259,-0.5118,-1.4625,False,False
原材料 → 行业,crude,BldMt,3,6,0.3257,0.0053,-0.0329,-0.064,-0.9827,-2.7858,False,False
原材料 → 行业,crude,BldMt,6,1,0.4545,0.2528,-0.0038,-0.0076,-0.7479,-1.1436,False,False
原材料 → 行业,crude,BldMt,6,3,0.165,0.0137,-0.0181,-0.0276,-1.3885,-2.4656,False,False
原材料 → 行业,crude,BldMt,6,6,0.1282,0.0042,-0.0412,-0.0558,-1.5213,-2.8621,False,False
原材料 → 行业,crude,Books,1,1,0.8737,0.5212,0.0041,-0.0113,0.159,-0.6415,False,False
原材料 → 行业,crude,Books,1,3,0.9759,0.5204,-0.0015,-0.0206,-0.0302,-0.6427,False,False
原材料 → 行业,crude,Books,1,6,0.8043,0.7344,0.0183,-0.0166,0.2478,-0.3393,False,False
原材料 → 行业,crude,Books,3,1,0.8468,0.5201,0.0024,-0.0063,0.1932,-0.6432,False,False
原材料 → 行业,crude,Books,3,3,0.6186,0.9416,0.0147,-0.0014,0.4979,-0.0733,False,False
原材料 → 行业,crude,Books,3,6,0.7817,0.622,0.0142,-0.0185,0.277,-0.493,False,False
原材料 → 行业,crude,Books,6,1,0.4629,0.6803,0.0054,-0.0029,0.734,-0.4121,False,False
原材料 → 行业,crude,Books,6,3,0.5136,0.5614,0.0127,-0.011,0.6533,-0.5807,False,False
