family,src,target,w,h,half,slope,t,n,p,sign
上游股价,ガラス・土石製品,建設業,1,3,H1,-0.05849,-0.35358,119,0.72365,1
上游股价,ガラス・土石製品,建設業,1,3,H2,-0.16429,-0.96527,117,0.33441,1
上游股价,ガラス・土石製品,建設業,1,6,H1,-0.22437,-0.88941,119,0.37378,1
上游股价,ガラス・土石製品,建設業,1,6,H2,-0.05294,-0.18769,114,0.85112,1
上游股价,ガラス・土石製品,建設業,3,1,H1,-0.03598,-0.79228,119,0.4282,1
上游股价,ガラス・土石製品,建設業,3,1,H2,-0.03767,-0.63138,119,0.52779,1
上游股价,ガラス・土石製品,建設業,3,3,H1,-0.15485,-1.58934,119,0.11198,1
上游股价,ガラス・土石製品,建設業,3,3,H2,-0.09018,-0.60974,117,0.54203,1
上游股价,ガラス・土石製品,建設業,3,6,H1,-0.48684,-2.84291,119,0.00447,1
上游股价,ガラス・土石製品,建設業,3,6,H2,-0.06983,-0.28986,114,0.77192,1
上游股价,ガラス・土石製品,建設業,6,1,H1,-0.0576,-1.67542,119,0.09385,1
上游股价,ガラス・土石製品,建設業,6,1,H2,-0.02214,-0.40069,119,0.68865,1
上游股价,ガラス・土石製品,建設業,6,3,H1,-0.24719,-2.52252,119,0.01165,1
上游股价,ガラス・土石製品,建設業,6,3,H2,-0.09333,-0.62112,117,0.53452,1
上游股价,ガラス・土石製品,建設業,6,6,H1,-0.37451,-2.09761,119,0.03594,1
上游股价,ガラス・土石製品,建設業,6,6,H2,-0.12162,-0.58617,114,0.55776,1
上游股价,パルプ・紙,建設業,1,1,H1,0.08546,1.79531,119,0.0726,1
上游股价,パルプ・紙,建設業,1,1,H2,-0.0785,-1.39563,119,0.16283,1
上游股价,パルプ・紙,建設業,1,3,H1,0.03976,0.4429,119,0.65784,1
上游股价,パルプ・紙,建設業,1,3,H2,0.0334,0.40892,117,0.6826,1
上游股价,パルプ・紙,建設業,1,6,H1,0.13525,0.94301,119,0.34568,1
上游股价,パルプ・紙,建設業,1,6,H2,-0.13883,-1.08709,114,0.277,1
上游股价,パルプ・紙,建設業,3,1,H1,0.01569,0.4728,119,0.63636,1
上游股价,パルプ・紙,建設業,3,1,H2,0.01118,0.32053,119,0.74857,1
上游股价,パルプ・紙,建設業,3,3,H1,0.06143,0.80145,119,0.42287,1
上游股价,パルプ・紙,建設業,3,3,H2,0.02581,0.3687,117,0.71235,1
上游股价,パルプ・紙,建設業,3,6,H1,0.09779,0.81639,119,0.41428,1
上游股价,パルプ・紙,建設業,3,6,H2,-0.08923,-0.87412,114,0.38205,1
上游股价,パルプ・紙,建設業,6,1,H1,0.01996,0.88194,119,0.37781,1
上游股价,パルプ・紙,建設業,6,1,H2,-0.02771,-0.93234,119,0.35116,1
上游股价,パルプ・紙,建設業,6,3,H1,0.04014,0.74625,119,0.45552,1
上游股价,パルプ・紙,建設業,6,3,H2,-0.06946,-1.19262,117,0.23302,1
上游股价,パルプ・紙,建設業,6,6,H1,0.07088,0.96652,119,0.33378,1
上游股价,パルプ・紙,建設業,6,6,H2,-0.1839,-2.61382,114,0.00895,1
上游股价,卸売業,建設業,1,1,H1,-0.10694,-0.49735,119,0.61894,1
上游股价,卸売業,建設業,1,1,H2,-0.10728,-0.52909,119,0.59674,1
上游股价,卸売業,建設業,1,3,H1,-0.09361,-0.26826,119,0.7885,1
上游股价,卸売業,建設業,1,3,H2,0.13314,0.39041,117,0.69623,1
上游股价,卸売業,建設業,1,6,H1,0.18061,0.32326,119,0.7465,1
上游股价,卸売業,建設業,1,6,H2,-0.63701,-1.80199,114,0.07155,1
上游股价,卸売業,建設業,3,1,H1,-0.0093,-0.08347,119,0.93348,1
上游股价,卸売業,建設業,3,1,H2,0.01931,0.19839,119,0.84274,1
上游股价,卸売業,建設業,3,3,H1,0.03338,0.11617,119,0.90752,1
上游股价,卸売業,建設業,3,3,H2,-0.06127,-0.29517,117,0.76786,1
上游股价,卸売業,建設業,3,6,H1,0.09371,0.2707,119,0.78662,1
上游股价,卸売業,建設業,3,6,H2,-0.30057,-0.81176,114,0.41693,1
上游股价,卸売業,建設業,6,1,H1,0.00924,0.1083,119,0.91376,1
上游股价,卸売業,建設業,6,1,H2,-0.02228,-0.26013,119,0.79476,1
上游股价,卸売業,建設業,6,3,H1,0.0126,0.07294,119,0.94186,1
上游股价,卸売業,建設業,6,3,H2,-0.0199,-0.09799,117,0.92194,1
上游股价,卸売業,建設業,6,6,H1,-0.17268,-0.7478,119,0.45458,1
上游股价,卸売業,建設業,6,6,H2,-0.19894,-0.51415,114,0.60715,1
上游股价,小売業,建設業,1,1,H1,0.09494,0.76159,119,0.4463,1
上游股价,小売業,建設業,1,1,H2,-0.10442,-0.89754,119,0.36943,1
上游股价,小売業,建設業,1,3,H1,0.4264,2.0447,119,0.04088,1
上游股价,小売業,建設業,1,3,H2,-0.1111,-0.60962,117,0.54212,1
上游股价,小売業,建設業,1,6,H1,0.52187,2.17394,119,0.02971,1
上游股价,小売業,建設業,1,6,H2,-0.35756,-1.252,114,0.21057,1
上游股价,小売業,建設業,3,1,H1,0.13082,2.33033,119,0.01979,1
上游股价,小売業,建設業,3,1,H2,-0.07392,-0.98328,119,0.32547,1
上游股价,小売業,建設業,3,3,H1,0.22379,2.00361,119,0.04511,1
上游股价,小売業,建設業,3,3,H2,-0.17401,-0.90763,117,0.36407,1
上游股价,小売業,建設業,3,6,H1,0.271,2.16609,119,0.0303,1
上游股价,小売業,建設業,3,6,H2,-0.13006,-0.49152,114,0.62306,1
上游股价,小売業,建設業,6,1,H1,0.06494,2.04394,119,0.04096,1
上游股价,小売業,建設業,6,1,H2,-0.04756,-0.72355,119,0.46934,1
上游股价,小売業,建設業,6,3,H1,0.12791,1.98802,119,0.04681,1
上游股价,小売業,建設業,6,3,H2,0.02037,0.11591,117,0.90773,1
上游股价,小売業,建設業,6,6,H1,0.01917,0.17359,119,0.86219,1
上游股价,小売業,建設業,6,6,H2,0.12117,0.45829,114,0.64675,1
上游股价,サービス業,情報・通信業,1,1,H1,-0.00184,-0.0236,119,0.98117,1
上游股价,サービス業,情報・通信業,1,1,H2,0.08104,0.66103,119,0.50859,1
上游股价,サービス業,情報・通信業,1,3,H1,0.16533,1.09523,119,0.27341,1
上游股价,サービス業,情報・通信業,1,3,H2,0.10563,0.48885,117,0.62495,1
上游股价,サービス業,情報・通信業,1,6,H1,0.22868,0.96897,119,0.33256,1
上游股价,サービス業,情報・通信業,1,6,H2,0.12662,0.32739,114,0.74338,1
上游股价,サービス業,情報・通信業,3,1,H1,0.04281,1.04589,119,0.29561,1
上游股价,サービス業,情報・通信業,3,1,H2,0.05552,0.87762,119,0.38015,1
上游股价,サービス業,情報・通信業,3,3,H1,0.11582,1.1237,119,0.26114,1
上游股价,サービス業,情報・通信業,3,3,H2,0.0808,0.42793,117,0.6687,1
上游股价,サービス業,情報・通信業,3,6,H1,0.08285,0.47316,119,0.6361,1
上游股价,サービス業,情報・通信業,3,6,H2,0.14498,0.42423,114,0.6714,1
上游股价,サービス業,情報・通信業,6,1,H1,0.04004,1.08231,119,0.27912,1
上游股价,サービス業,情報・通信業,6,1,H2,0.01925,0.41548,119,0.67779,1
上游股价,サービス業,情報・通信業,6,3,H1,0.05701,0.62193,119,0.53398,1
上游股价,サービス業,情報・通信業,6,3,H2,0.05131,0.38457,117,0.70055,1
上游股价,サービス業,情報・通信業,6,6,H1,-0.01589,-0.11306,119,0.90998,1
上游股价,サービス業,情報・通信業,6,6,H2,0.19851,0.84118,114,0.40025,1
上游股价,不動産業,情報・通信業,1,1,H1,-0.01002,-0.305,119,0.76037,1
上游股价,不動産業,情報・通信業,1,1,H2,0.07169,0.56129,119,0.5746,1
上游股价,不動産業,情報・通信業,1,3,H1,0.04678,0.64764,119,0.51722,1
上游股价,不動産業,情報・通信業,1,3,H2,-0.13944,-0.77098,117,0.44072,1
上游股价,不動産業,情報・通信業,1,6,H1,0.03615,0.37535,119,0.7074,1
上游股价,不動産業,情報・通信業,1,6,H2,0.00191,0.0068,114,0.99457,1
上游股价,不動産業,情報・通信業,3,1,H1,0.00956,0.46587,119,0.64131,1
上游股价,不動産業,情報・通信業,3,1,H2,-0.02521,-0.38231,119,0.70223,1
上游股价,不動産業,情報・通信業,3,3,H1,0.04717,0.97631,119,0.32891,1
上游股价,不動産業,情報・通信業,3,3,H2,-0.06327,-0.42642,117,0.6698,1
上游股价,不動産業,情報・通信業,3,6,H1,0.01861,0.26062,119,0.79438,1
上游股价,不動産業,情報・通信業,3,6,H2,0.09708,0.41502,114,0.67813,1
上游股价,不動産業,情報・通信業,6,1,H1,0.00359,0.25916,119,0.79551,1
上游股价,不動産業,情報・通信業,6,1,H2,-0.01324,-0.30426,119,0.76093,1
上游股价,不動産業,情報・通信業,6,3,H1,0.00506,0.15869,119,0.87391,1
上游股价,不動産業,情報・通信業,6,3,H2,0.01069,0.09666,117,0.923,1
上游股价,不動産業,情報・通信業,6,6,H1,0.01165,0.23994,119,0.81037,1
上游股价,不動産業,情報・通信業,6,6,H2,0.12822,0.6849,114,0.49341,1
上游股价,その他製品,情報・通信業,1,1,H1,0.03612,0.30442,119,0.76081,1
上游股价,その他製品,情報・通信業,1,1,H2,0.08199,0.48826,119,0.62537,1
上游股价,その他製品,情報・通信業,1,3,H1,0.00503,0.02415,119,0.98073,1
上游股价,その他製品,情報・通信業,1,3,H2,0.4638,1.25124,117,0.21085,1
上游股价,その他製品,情報・通信業,1,6,H1,0.45133,1.89644,119,0.0579,1
上游股价,その他製品,情報・通信業,1,6,H2,1.06808,1.49984,114,0.13366,1
上游股价,その他製品,情報・通信業,3,1,H1,-0.01147,-0.1967,119,0.84407,1
上游股价,その他製品,情報・通信業,3,1,H2,0.14329,1.27163,119,0.2035,1
上游股价,その他製品,情報・通信業,3,3,H1,0.18285,1.49387,119,0.13521,1
上游股价,その他製品,情報・通信業,3,3,H2,0.50386,1.52992,117,0.12604,1
上游股价,その他製品,情報・通信業,3,6,H1,0.23759,1.30296,119,0.19259,1
上游股价,その他製品,情報・通信業,3,6,H2,0.87131,1.37222,114,0.17,1
上游股价,その他製品,情報・通信業,6,1,H1,0.05781,1.19452,119,0.23228,1
上游股价,その他製品,情報・通信業,6,1,H2,0.13039,1.45729,119,0.14504,1
上游股价,その他製品,情報・通信業,6,3,H1,0.10809,0.92118,119,0.35695,1
上游股价,その他製品,情報・通信業,6,3,H2,0.33693,1.36909,117,0.17097,1
上游股价,その他製品,情報・通信業,6,6,H1,-0.1251,-0.69305,119,0.48828,1
上游股价,その他製品,情報・通信業,6,6,H2,0.49779,1.09192,114,0.27487,1
上游股价,鉄鋼,機械,1,1,H1,0.12382,2.26584,119,0.02346,1
上游股价,鉄鋼,機械,1,1,H2,0.02966,0.50602,119,0.61284,1
上游股价,鉄鋼,機械,1,3,H1,0.16814,1.8086,119,0.07051,1
上游股价,鉄鋼,機械,1,3,H2,0.14824,1.57712,117,0.11477,1
上游股价,鉄鋼,機械,1,6,H1,0.02347,0.15896,119,0.8737,1
上游股价,鉄鋼,機械,1,6,H2,0.14697,1.21456,114,0.22453,1
上游股价,鉄鋼,機械,3,1,H1,0.04716,1.67873,119,0.0932,1
上游股价,鉄鋼,機械,3,1,H2,0.05174,1.64958,119,0.09903,1
上游股价,鉄鋼,機械,3,3,H1,0.09921,1.49237,119,0.1356,1
上游股价,鉄鋼,機械,3,3,H2,0.13432,2.28904,117,0.02208,1
上游股价,鉄鋼,機械,3,6,H1,-0.10065,-0.87308,119,0.38262,1
上游股价,鉄鋼,機械,3,6,H2,0.13465,1.27632,114,0.20184,1
上游股价,鉄鋼,機械,6,1,H1,-0.00015,-0.00551,119,0.9956,1
上游股价,鉄鋼,機械,6,1,H2,0.03828,1.50713,119,0.13178,1
上游股价,鉄鋼,機械,6,3,H1,-0.0622,-0.7823,119,0.43404,1
上游股价,鉄鋼,機械,6,3,H2,0.08511,1.35674,117,0.17486,1
上游股价,鉄鋼,機械,6,6,H1,-0.19406,-1.53449,119,0.12491,1
上游股价,鉄鋼,機械,6,6,H2,0.07319,0.70825,114,0.47879,1
上游股价,サービス業,機械,1,1,H1,-0.19198,-1.69746,119,0.08961,1
上游股价,サービス業,機械,1,1,H2,0.00858,0.09037,119,0.92799,1
上游股价,サービス業,機械,1,3,H1,-0.34213,-1.90488,119,0.0568,1
上游股价,サービス業,機械,1,3,H2,0.01491,0.12057,117,0.90403,1
上游股价,サービス業,機械,1,6,H1,-0.02213,-0.09053,119,0.92787,1
上游股价,サービス業,機械,1,6,H2,-0.00704,-0.03656,114,0.97083,1
上游股价,サービス業,機械,3,1,H1,-0.10534,-1.88273,119,0.05974,1
上游股价,サービス業,機械,3,1,H2,-0.01285,-0.34956,119,0.72667,1
上游股价,サービス業,機械,3,3,H1,-0.12996,-1.13581,119,0.25604,1
上游股价,サービス業,機械,3,3,H2,-0.05913,-0.59597,117,0.5512,1
上游股价,サービス業,機械,3,6,H1,0.17057,0.96125,119,0.33642,1
上游股价,サービス業,機械,3,6,H2,-0.07919,-0.43211,114,0.66566,1
上游股价,サービス業,機械,6,1,H1,-0.00668,-0.19229,119,0.84752,1
上游股价,サービス業,機械,6,1,H2,-0.00514,-0.17977,119,0.85733,1
上游股价,サービス業,機械,6,3,H1,0.08616,0.88934,119,0.37382,1
上游股价,サービス業,機械,6,3,H2,-0.03583,-0.45623,117,0.64823,1
上游股价,サービス業,機械,6,6,H1,0.27741,1.48637,119,0.13718,1
上游股价,サービス業,機械,6,6,H2,-0.16287,-1.34038,114,0.18012,1
上游股价,電気機器,機械,1,1,H1,0.11873,1.0996,119,0.2715,1
上游股价,電気機器,機械,1,1,H2,-0.0322,-0.4544,119,0.64954,1
上游股价,電気機器,機械,1,3,H1,0.23961,1.38186,119,0.16702,1
上游股价,電気機器,機械,1,3,H2,-0.09415,-0.74316,117,0.45739,1
上游股价,電気機器,機械,1,6,H1,0.03582,0.19279,119,0.84712,1
上游股价,電気機器,機械,1,6,H2,-0.14588,-1.00678,114,0.31404,1
上游股价,電気機器,機械,3,1,H1,0.06842,1.34249,119,0.17944,1
上游股价,電気機器,機械,3,1,H2,-0.01874,-0.42391,119,0.67163,1
上游股价,電気機器,機械,3,3,H1,-0.03231,-0.42046,119,0.67415,1
上游股价,電気機器,機械,3,3,H2,-0.01206,-0.12788,117,0.89824,1
上游股价,電気機器,機械,3,6,H1,-0.18748,-1.45828,119,0.14476,1
上游股价,電気機器,機械,3,6,H2,-0.08008,-0.47721,114,0.63321,1
上游股价,電気機器,機械,6,1,H1,-0.00788,-0.26547,119,0.79065,1
上游股价,電気機器,機械,6,1,H2,-0.04205,-1.32678,119,0.18458,1
上游股价,電気機器,機械,6,3,H1,-0.0953,-1.3872,119,0.16538,1
上游股价,電気機器,機械,6,3,H2,-0.06835,-0.86551,117,0.38676,1
上游股价,電気機器,機械,6,6,H1,-0.15181,-1.27781,119,0.20132,1
上游股价,電気機器,機械,6,6,H2,-0.26267,-2.36093,114,0.01823,1
上游股价,金属製品,機械,1,1,H1,0.23047,2.95528,119,0.00312,1
上游股价,金属製品,機械,1,1,H2,0.04103,0.43314,119,0.66491,1
上游股价,金属製品,機械,1,3,H1,0.0801,0.46344,119,0.64305,1
上游股价,金属製品,機械,1,3,H2,-0.06233,-0.3484,117,0.72754,1
上游股价,金属製品,機械,1,6,H1,-0.03162,-0.11871,119,0.90551,1
上游股价,金属製品,機械,1,6,H2,-0.00504,-0.02495,114,0.98009,1
上游股价,金属製品,機械,3,1,H1,0.03164,0.50549,119,0.61321,1
上游股价,金属製品,機械,3,1,H2,-0.01214,-0.19098,119,0.84854,1
上游股价,金属製品,機械,3,3,H1,-0.0909,-0.62639,119,0.53106,1
上游股价,金属製品,機械,3,3,H2,0.00088,0.00655,117,0.99478,1
上游股价,金属製品,機械,3,6,H1,-0.21902,-0.87499,119,0.38158,1
上游股价,金属製品,機械,3,6,H2,-0.09963,-0.5401,114,0.58913,1
上游股价,金属製品,機械,6,1,H1,-0.01868,-0.2831,119,0.7771,1
上游股价,金属製品,機械,6,1,H2,-0.01046,-0.27283,119,0.78498,1
上游股价,金属製品,機械,6,3,H1,-0.16296,-1.03384,119,0.30121,1
上游股价,金属製品,機械,6,3,H2,-0.06369,-0.68121,117,0.49574,1
上游股价,金属製品,機械,6,6,H1,-0.06069,-0.25854,119,0.79599,1
上游股价,金属製品,機械,6,6,H2,-0.1813,-1.27443,114,0.20251,1
上游股价,非鉄金属,機械,1,1,H1,0.00873,0.1153,119,0.9082,1
上游股价,非鉄金属,機械,1,1,H2,0.02502,0.36485,119,0.71522,1
上游股价,非鉄金属,機械,1,3,H1,0.05335,0.43874,119,0.66085,1
上游股价,非鉄金属,機械,1,3,H2,0.05417,0.55039,117,0.58205,1
上游股价,非鉄金属,機械,1,6,H1,-0.0427,-0.31863,119,0.75001,1
上游股价,非鉄金属,機械,1,6,H2,0.13798,0.79111,114,0.42888,1
上游股价,非鉄金属,機械,3,1,H1,0.01959,0.52542,119,0.59929,1
上游股价,非鉄金属,機械,3,1,H2,0.03605,1.51277,119,0.13034,1
上游股价,非鉄金属,機械,3,3,H1,0.02707,0.35595,119,0.72187,1
上游股价,非鉄金属,機械,3,3,H2,0.07388,1.34883,117,0.17739,1
上游股价,非鉄金属,機械,3,6,H1,-0.08823,-0.84804,119,0.39642,1
上游股价,非鉄金属,機械,3,6,H2,0.12696,1.04719,114,0.29501,1
上游股价,非鉄金属,機械,6,1,H1,-0.01618,-0.68325,119,0.49445,1
上游股价,非鉄金属,機械,6,1,H2,0.0166,1.06486,119,0.28694,1
上游股价,非鉄金属,機械,6,3,H1,-0.04895,-0.89016,119,0.37338,1
上游股价,非鉄金属,機械,6,3,H2,0.04403,1.04416,117,0.29641,1
上游股价,非鉄金属,機械,6,6,H1,-0.00548,-0.05419,119,0.95679,1
上游股价,非鉄金属,機械,6,6,H2,0.08464,1.08299,114,0.27881,1
上游股价,卸売業,機械,1,1,H1,-0.23014,-1.26807,119,0.20477,1
上游股价,卸売業,機械,1,1,H2,0.09684,0.5717,119,0.56752,1
上游股价,卸売業,機械,1,3,H1,0.0059,0.01807,119,0.98559,1
上游股价,卸売業,機械,1,3,H2,0.26996,0.9255,117,0.35471,1
上游股价,卸売業,機械,1,6,H1,0.01212,0.03172,119,0.9747,1
上游股价,卸売業,機械,1,6,H2,0.53108,1.5189,114,0.12879,1
上游股价,卸売業,機械,3,1,H1,-0.00641,-0.07371,119,0.94124,1
上游股价,卸売業,機械,3,1,H2,0.05699,0.67191,119,0.50164,1
上游股价,卸売業,機械,3,3,H1,0.0408,0.22105,119,0.82505,1
上游股价,卸売業,機械,3,3,H2,0.18011,0.92453,117,0.35521,1
上游股价,卸売業,機械,3,6,H1,0.11636,0.52508,119,0.59953,1
上游股价,卸売業,機械,3,6,H2,0.35024,1.15102,114,0.24973,1
上游股价,卸売業,機械,6,1,H1,0.00259,0.04728,119,0.96229,1
上游股价,卸売業,機械,6,1,H2,0.09776,1.52453,119,0.12738,1
上游股价,卸売業,機械,6,3,H1,0.06713,0.60288,119,0.54659,1
上游股价,卸売業,機械,6,3,H2,0.16799,1.21285,117,0.22519,1
上游股价,卸売業,機械,6,6,H1,0.02827,0.16388,119,0.86983,1
上游股价,卸売業,機械,6,6,H2,0.29182,1.28246,114,0.19968,1
上游股价,小売業,機械,1,1,H1,-0.17234,-1.87354,119,0.06099,1
上游股价,小売業,機械,1,1,H2,0.07891,0.73598,119,0.46174,1
上游股价,小売業,機械,1,3,H1,-0.34657,-1.79061,119,0.07336,1
上游股价,小売業,機械,1,3,H2,0.1162,0.68881,117,0.49094,1
上游股价,小売業,機械,1,6,H1,-0.13461,-0.58615,119,0.55777,1
上游股价,小売業,機械,1,6,H2,0.33599,1.53666,114,0.12438,1
上游股价,小売業,機械,3,1,H1,-0.09274,-2.11277,119,0.03462,1
上游股价,小売業,機械,3,1,H2,0.01524,0.25216,119,0.80092,1
上游股价,小売業,機械,3,3,H1,-0.12019,-1.24934,119,0.21154,1
上游股价,小売業,機械,3,3,H2,0.0531,0.41374,117,0.67906,1
上游股价,小売業,機械,3,6,H1,0.07166,0.44004,119,0.65991,1
上游股价,小売業,機械,3,6,H2,0.22198,0.96932,114,0.33239,1
上游股价,小売業,機械,6,1,H1,-0.0094,-0.27538,119,0.78302,1
上游股价,小売業,機械,6,1,H2,0.06644,1.36355,119,0.17271,1
上游股价,小売業,機械,6,3,H1,0.02776,0.32722,119,0.7435,1
上游股价,小売業,機械,6,3,H2,0.12178,1.02847,117,0.30373,1
上游股价,小売業,機械,6,6,H1,0.096,0.70988,119,0.47778,1
上游股价,小売業,機械,6,6,H2,0.28674,1.39749,114,0.16227,1
上游股价,ゴム製品,機械,1,1,H1,0.00091,0.01626,119,0.98702,1
上游股价,ゴム製品,機械,1,1,H2,-0.1327,-2.21854,119,0.02652,1
上游股价,ゴム製品,機械,1,3,H1,-0.22308,-2.10271,119,0.03549,1
上游股价,ゴム製品,機械,1,3,H2,-0.03063,-0.28524,117,0.77546,1
上游股价,ゴム製品,機械,1,6,H1,-0.23954,-2.1977,119,0.02797,1
上游股价,ゴム製品,機械,1,6,H2,0.05843,0.43662,114,0.66239,1
上游股价,ゴム製品,機械,3,1,H1,-0.07457,-2.31906,119,0.02039,1
上游股价,ゴム製品,機械,3,1,H2,-0.01551,-0.42635,119,0.66986,1
上游股价,ゴム製品,機械,3,3,H1,-0.21259,-3.63707,119,0.00028,1
上游股价,ゴム製品,機械,3,3,H2,0.05719,0.78834,117,0.4305,1
上游股价,ゴム製品,機械,3,6,H1,-0.14086,-1.77535,119,0.07584,1
上游股价,ゴム製品,機械,3,6,H2,0.16882,1.49132,114,0.13588,1
上游股价,ゴム製品,機械,6,1,H1,-0.04993,-2.17389,119,0.02971,1
上游股价,ゴム製品,機械,6,1,H2,0.01089,0.48716,119,0.62615,1
上游股价,ゴム製品,機械,6,3,H1,-0.0858,-2.10969,119,0.03488,1
上游股价,ゴム製品,機械,6,3,H2,0.08165,1.58067,117,0.11395,1
上游股价,ゴム製品,機械,6,6,H1,0.03219,0.30818,119,0.75795,1
上游股价,ゴム製品,機械,6,6,H2,0.16725,1.84152,114,0.06555,1
上游股价,食料品,水産・農林業,1,1,H1,0.19286,1.57423,119,0.11543,1
上游股价,食料品,水産・農林業,1,1,H2,-0.17203,-1.83295,119,0.06681,1
上游股价,食料品,水産・農林業,1,3,H1,0.19765,0.81729,119,0.41376,1
上游股价,食料品,水産・農林業,1,3,H2,-0.23447,-1.68463,117,0.09206,1
上游股价,食料品,水産・農林業,1,6,H1,0.20013,0.65129,119,0.51486,1
上游股价,食料品,水産・農林業,1,6,H2,-0.31113,-2.41717,114,0.01564,1
上游股价,食料品,水産・農林業,3,1,H1,0.0649,1.0176,119,0.30887,1
上游股价,食料品,水産・農林業,3,1,H2,-0.12335,-2.33187,119,0.01971,1
上游股价,食料品,水産・農林業,3,3,H1,0.1457,1.11557,119,0.26461,1
上游股价,食料品,水産・農林業,3,3,H2,-0.31386,-2.74641,117,0.00603,1
上游股价,食料品,水産・農林業,3,6,H1,-0.02215,-0.12673,119,0.89915,1
上游股价,食料品,水産・農林業,3,6,H2,-0.3141,-3.31174,114,0.00093,1
上游股价,食料品,水産・農林業,6,1,H1,0.02147,0.53005,119,0.59607,1
上游股价,食料品,水産・農林業,6,1,H2,-0.11682,-3.13333,119,0.00173,1
上游股价,食料品,水産・農林業,6,3,H1,-0.00673,-0.07489,119,0.9403,1
上游股价,食料品,水産・農林業,6,3,H2,-0.23321,-3.50748,117,0.00045,1
上游股价,食料品,水産・農林業,6,6,H1,-0.11704,-0.96799,119,0.33305,1
上游股价,食料品,水産・農林業,6,6,H2,-0.32257,-2.41414,114,0.01577,1
上游股价,卸売業,水産・農林業,1,1,H1,0.29278,1.14344,119,0.25286,1
上游股价,卸売業,水産・農林業,1,1,H2,-0.14261,-0.68372,119,0.49415,1
上游股价,卸売業,水産・農林業,1,3,H1,0.27426,0.5642,119,0.57262,1
上游股价,卸売業,水産・農林業,1,3,H2,-0.25215,-0.69573,117,0.4866,1
上游股价,卸売業,水産・農林業,1,6,H1,-0.14363,-0.24148,119,0.80918,1
上游股价,卸売業,水産・農林業,1,6,H2,-0.46024,-0.90985,114,0.3629,1
上游股价,卸売業,水産・農林業,3,1,H1,0.10359,0.75449,119,0.45056,1
上游股价,卸売業,水産・農林業,3,1,H2,-0.14423,-1.22598,119,0.2202,1
上游股价,卸売業,水産・農林業,3,3,H1,0.28975,1.04124,119,0.29777,1
上游股价,卸売業,水産・農林業,3,3,H2,-0.28343,-0.94124,117,0.34658,1
上游股价,卸売業,水産・農林業,3,6,H1,-0.3423,-0.62855,119,0.52964,1
上游股价,卸売業,水産・農林業,3,6,H2,-0.58805,-1.48367,114,0.1379,1
上游股价,卸売業,水産・農林業,6,1,H1,-0.03771,-0.49508,119,0.62055,1
上游股价,卸売業,水産・農林業,6,1,H2,-0.08699,-0.92915,119,0.35281,1
上游股价,卸売業,水産・農林業,6,3,H1,-0.16853,-0.6428,119,0.52036,1
上游股价,卸売業,水産・農林業,6,3,H2,-0.25569,-1.30166,117,0.19303,1
上游股价,卸売業,水産・農林業,6,6,H1,-0.18407,-0.40847,119,0.68293,1
上游股价,卸売業,水産・農林業,6,6,H2,-0.45471,-1.72043,114,0.08535,1
上游股价,小売業,水産・農林業,1,1,H1,0.24279,1.77211,119,0.07638,1
上游股价,小売業,水産・農林業,1,1,H2,-0.28949,-2.30856,119,0.02097,1
上游股价,小売業,水産・農林業,1,3,H1,0.39345,1.42174,119,0.1551,1
上游股价,小売業,水産・農林業,1,3,H2,-0.47298,-2.34625,117,0.01896,1
上游股价,小売業,水産・農林業,1,6,H1,0.18493,0.49639,119,0.61962,1
上游股价,小売業,水産・農林業,1,6,H2,-0.42407,-1.3837,114,0.16645,1
上游股价,小売業,水産・農林業,3,1,H1,0.10111,1.41424,119,0.15729,1
上游股价,小売業,水産・農林業,3,1,H2,-0.23476,-2.88656,119,0.00389,1
上游股价,小売業,水産・農林業,3,3,H1,0.15585,0.97114,119,0.33148,1
上游股价,小売業,水産・農林業,3,3,H2,-0.34011,-1.61085,117,0.10721,1
上游股价,小売業,水産・農林業,3,6,H1,-0.12333,-0.58438,119,0.55896,1
上游股价,小売業,水産・農林業,3,6,H2,-0.27771,-0.93594,114,0.34931,1
上游股价,小売業,水産・農林業,6,1,H1,-0.00043,-0.01059,119,0.99155,1
上游股价,小売業,水産・農林業,6,1,H2,-0.12233,-2.01406,119,0.044,1
上游股价,小売業,水産・農林業,6,3,H1,-0.05638,-0.58059,119,0.56152,1
上游股价,小売業,水産・農林業,6,3,H2,-0.11813,-0.69889,117,0.48462,1
上游股价,小売業,水産・農林業,6,6,H1,-0.21101,-0.92521,119,0.35486,1
上游股价,小売業,水産・農林業,6,6,H2,-0.04845,-0.16712,114,0.86728,1
上游股价,サービス業,水産・農林業,1,1,H1,0.44535,3.17167,119,0.00152,1
上游股价,サービス業,水産・農林業,1,1,H2,-0.14892,-1.42737,119,0.15347,1
上游股价,サービス業,水産・農林業,1,3,H1,0.35615,1.20775,119,0.22715,1
上游股价,サービス業,水産・農林業,1,3,H2,-0.19231,-0.96333,117,0.33538,1
上游股价,サービス業,水産・農林業,1,6,H1,0.48413,1.06936,119,0.28491,1
上游股价,サービス業,水産・農林業,1,6,H2,-0.12198,-0.41891,114,0.67528,1
上游股价,サービス業,水産・農林業,3,1,H1,0.12249,1.39729,119,0.16233,1
上游股价,サービス業,水産・農林業,3,1,H2,-0.07531,-1.27939,119,0.20076,1
上游股价,サービス業,水産・農林業,3,3,H1,0.27427,1.27029,119,0.20398,1
上游股价,サービス業,水産・農林業,3,3,H2,-0.04156,-0.27847,117,0.78065,1
