family,src,target,w,h,half,slope,t,n,p,sign
成本,25,半導体（日経225 半导体组）,3,6,H1,0.82642,0.2101,119,0.83359,-1
成本,25,半導体（日経225 半导体组）,3,6,H2,2.58318,1.81354,114,0.06975,-1
成本,25,半導体（日経225 半导体组）,6,1,H1,0.1391,0.22543,119,0.82164,-1
成本,25,半導体（日経225 半导体组）,6,1,H2,0.11036,0.53952,119,0.58953,-1
成本,25,半導体（日経225 半导体组）,6,3,H1,0.6848,0.42496,119,0.67087,-1
成本,25,半導体（日経225 半导体组）,6,3,H2,0.64837,1.45802,117,0.14484,-1
成本,25,半導体（日経225 半导体组）,6,6,H1,2.06776,0.96479,119,0.33465,-1
成本,25,半導体（日経225 半导体组）,6,6,H2,1.8919,2.2834,114,0.02241,-1
成本,46,半導体（日経225 半导体组）,1,1,H1,-0.45999,-2.05132,119,0.04024,-1
成本,46,半導体（日経225 半导体组）,1,1,H2,-0.29102,-0.82356,119,0.41019,-1
成本,46,半導体（日経225 半导体组）,1,3,H1,-0.68833,-1.4224,119,0.15491,-1
成本,46,半導体（日経225 半导体组）,1,3,H2,-1.3595,-2.19642,117,0.02806,-1
成本,46,半導体（日経225 半导体组）,1,6,H1,-0.63845,-0.94094,119,0.34674,-1
成本,46,半導体（日経225 半导体组）,1,6,H2,-0.72521,-0.90228,114,0.36691,-1
成本,46,半導体（日経225 半导体组）,3,1,H1,-0.15466,-1.19018,119,0.23397,-1
成本,46,半導体（日経225 半导体组）,3,1,H2,-0.28316,-1.94155,119,0.05219,-1
成本,46,半導体（日経225 半导体组）,3,3,H1,-0.25017,-1.01534,119,0.30994,-1
成本,46,半導体（日経225 半导体组）,3,3,H2,-0.3937,-1.54814,117,0.12159,-1
成本,46,半導体（日経225 半导体组）,3,6,H1,-0.04062,-0.10347,119,0.91759,-1
成本,46,半導体（日経225 半导体组）,3,6,H2,-0.44089,-1.04403,114,0.29647,-1
成本,46,半導体（日経225 半导体组）,6,1,H1,-0.05841,-0.70092,119,0.48335,-1
成本,46,半導体（日経225 半导体组）,6,1,H2,-0.08226,-1.1526,119,0.24907,-1
成本,46,半導体（日経225 半导体组）,6,3,H1,-0.00462,-0.02248,119,0.98206,-1
成本,46,半導体（日経225 半导体组）,6,3,H2,-0.19579,-1.0995,117,0.27155,-1
成本,46,半導体（日経225 半导体组）,6,6,H1,0.11978,0.33883,119,0.73474,-1
成本,46,半導体（日経225 半导体组）,6,6,H2,-0.20695,-0.85752,114,0.39116,-1
成本,28,半導体（日経225 半导体组）,1,1,H1,-1.61069,-1.41398,119,0.15737,-1
成本,28,半導体（日経225 半导体组）,1,1,H2,-1.67169,-1.01357,119,0.31079,-1
成本,28,半導体（日経225 半导体组）,1,3,H1,-4.12733,-1.87534,119,0.06075,-1
成本,28,半導体（日経225 半导体组）,1,3,H2,-0.86262,-0.44046,117,0.6596,-1
成本,28,半導体（日経225 半导体组）,1,6,H1,-7.55856,-1.57734,119,0.11472,-1
成本,28,半導体（日経225 半导体组）,1,6,H2,-5.03084,-1.30818,114,0.19081,-1
成本,28,半導体（日経225 半导体组）,3,1,H1,-0.83397,-1.62106,119,0.10501,-1
成本,28,半導体（日経225 半导体组）,3,1,H2,-0.11942,-0.24315,119,0.80789,-1
成本,28,半導体（日経225 半导体组）,3,3,H1,-2.61783,-1.52121,119,0.12821,-1
成本,28,半導体（日経225 半导体组）,3,3,H2,-1.75915,-1.32187,117,0.18621,-1
成本,28,半導体（日経225 半导体组）,3,6,H1,-2.81519,-0.82853,119,0.40737,-1
成本,28,半導体（日経225 半导体组）,3,6,H2,-2.56424,-0.87885,114,0.37948,-1
成本,28,半導体（日経225 半导体组）,6,1,H1,-0.47765,-1.1826,119,0.23697,-1
成本,28,半導体（日経225 半导体组）,6,1,H2,-0.34463,-1.07012,119,0.28456,-1
成本,28,半導体（日経225 半导体组）,6,3,H1,-0.9358,-0.78539,119,0.43222,-1
成本,28,半導体（日経225 半导体组）,6,3,H2,-0.87295,-0.85073,117,0.39492,-1
成本,28,半導体（日経225 半导体组）,6,6,H1,-0.22974,-0.11182,119,0.91097,-1
成本,28,半導体（日経225 半导体组）,6,6,H2,-0.95452,-0.55619,114,0.57808,-1
成本,22,半導体（日経225 半导体组）,1,1,H1,-2.40459,-1.39994,119,0.16153,-1
成本,22,半導体（日経225 半导体组）,1,1,H2,-1.6879,-0.82293,119,0.41055,-1
成本,22,半導体（日経225 半导体组）,1,3,H1,-3.19562,-0.88274,119,0.37738,-1
成本,22,半導体（日経225 半导体组）,1,3,H2,-9.18535,-2.97192,117,0.00296,-1
成本,22,半導体（日経225 半导体组）,1,6,H1,-4.70712,-0.80721,119,0.41955,-1
成本,22,半導体（日経225 半导体组）,1,6,H2,-9.8847,-1.73555,114,0.08264,-1
成本,22,半導体（日経225 半导体组）,3,1,H1,-0.25943,-0.45282,119,0.65068,-1
成本,22,半導体（日経225 半导体组）,3,1,H2,-1.34394,-3.34203,119,0.00083,-1
成本,22,半導体（日経225 半导体组）,3,3,H1,0.15829,0.10276,119,0.91815,-1
成本,22,半導体（日経225 半导体组）,3,3,H2,-3.57906,-2.05828,117,0.03956,-1
成本,22,半導体（日経225 半导体组）,3,6,H1,0.77498,0.27246,119,0.78527,-1
成本,22,半導体（日経225 半导体组）,3,6,H2,-3.17428,-0.98628,114,0.324,-1
成本,22,半導体（日経225 半导体组）,6,1,H1,0.00386,0.01048,119,0.99164,-1
成本,22,半導体（日経225 半导体组）,6,1,H2,-0.70646,-1.87696,119,0.06052,-1
成本,22,半導体（日経225 半导体组）,6,3,H1,0.39341,0.39563,119,0.69238,-1
成本,22,半導体（日経225 半导体组）,6,3,H2,-1.24796,-1.09966,117,0.27148,-1
成本,22,半導体（日経225 半导体组）,6,6,H1,0.77302,0.44453,119,0.65666,-1
成本,22,半導体（日経225 半导体组）,6,6,H2,-0.85963,-0.53592,114,0.59201,-1
成本,20,半導体（日経225 半导体组）,1,1,H1,-0.68886,-1.69238,119,0.09057,-1
成本,20,半導体（日経225 半导体组）,1,1,H2,-0.83222,-0.78089,119,0.43487,-1
成本,20,半導体（日経225 半导体组）,1,3,H1,-3.52747,-3.1845,119,0.00145,-1
成本,20,半導体（日経225 半导体组）,1,3,H2,-2.4204,-1.98155,117,0.04753,-1
成本,20,半導体（日経225 半导体组）,1,6,H1,-4.49991,-1.92828,119,0.05382,-1
成本,20,半導体（日経225 半导体组）,1,6,H2,-6.9796,-4.61649,114,0.0,-1
成本,20,半導体（日経225 半导体组）,3,1,H1,-0.71297,-3.00385,119,0.00267,-1
成本,20,半導体（日経225 半导体组）,3,1,H2,-0.28021,-0.96321,119,0.33544,-1
成本,20,半導体（日経225 半导体组）,3,3,H1,-1.64605,-2.8688,119,0.00412,-1
成本,20,半導体（日経225 半导体组）,3,3,H2,-1.15294,-1.98324,117,0.04734,-1
成本,20,半導体（日経225 半导体组）,3,6,H1,-1.9457,-1.78321,119,0.07455,-1
成本,20,半導体（日経225 半导体组）,3,6,H2,-3.44748,-5.76765,114,0.0,-1
成本,20,半導体（日経225 半导体组）,6,1,H1,-0.31232,-1.93959,119,0.05243,-1
成本,20,半導体（日経225 半导体组）,6,1,H2,-0.40882,-3.11294,119,0.00185,-1
成本,20,半導体（日経225 半导体组）,6,3,H1,-0.68981,-1.6678,119,0.09536,-1
成本,20,半導体（日経225 半导体组）,6,3,H2,-1.32766,-4.60182,117,0.0,-1
成本,20,半導体（日経225 半导体组）,6,6,H1,-1.01292,-1.5195,119,0.12864,-1
成本,20,半導体（日経225 半导体组）,6,6,H2,-2.6189,-4.3481,114,1e-05,-1
上游股价,パルプ・紙,その他製品,1,1,H1,-0.02049,-0.64989,119,0.51576,1
上游股价,パルプ・紙,その他製品,1,1,H2,-0.06111,-1.52539,119,0.12716,1
上游股价,パルプ・紙,その他製品,1,3,H1,0.06011,1.27822,119,0.20117,1
上游股价,パルプ・紙,その他製品,1,3,H2,-0.03641,-0.55,117,0.58232,1
上游股价,パルプ・紙,その他製品,1,6,H1,-0.00767,-0.11341,119,0.9097,1
上游股价,パルプ・紙,その他製品,1,6,H2,0.01651,0.17632,114,0.86004,1
上游股价,パルプ・紙,その他製品,3,1,H1,0.01958,0.99738,119,0.31858,1
上游股价,パルプ・紙,その他製品,3,1,H2,-0.01112,-0.45094,119,0.65204,1
上游股价,パルプ・紙,その他製品,3,3,H1,0.02459,0.50855,119,0.61106,1
上游股价,パルプ・紙,その他製品,3,3,H2,0.01047,0.15695,117,0.87529,1
上游股价,パルプ・紙,その他製品,3,6,H1,-0.01814,-0.2777,119,0.78124,1
上游股价,パルプ・紙,その他製品,3,6,H2,0.06657,0.68812,114,0.49138,1
上游股价,パルプ・紙,その他製品,6,1,H1,-0.00242,-0.21104,119,0.83285,1
上游股价,パルプ・紙,その他製品,6,1,H2,0.00028,0.01363,119,0.98913,1
上游股价,パルプ・紙,その他製品,6,3,H1,-0.01351,-0.44541,119,0.65602,1
上游股价,パルプ・紙,その他製品,6,3,H2,0.02935,0.5295,117,0.59646,1
上游股价,パルプ・紙,その他製品,6,6,H1,-0.02864,-0.57943,119,0.5623,1
上游股价,パルプ・紙,その他製品,6,6,H2,0.03141,0.43403,114,0.66427,1
上游股价,ゴム製品,その他製品,1,1,H1,-0.00857,-0.26538,119,0.79072,1
上游股价,ゴム製品,その他製品,1,1,H2,0.03255,0.79806,119,0.42484,1
上游股价,ゴム製品,その他製品,1,3,H1,-0.09735,-1.58379,119,0.11324,1
上游股价,ゴム製品,その他製品,1,3,H2,0.09037,1.29301,117,0.19601,1
上游股价,ゴム製品,その他製品,1,6,H1,-0.09297,-1.33916,119,0.18052,1
上游股价,ゴム製品,その他製品,1,6,H2,0.07878,0.79116,114,0.42885,1
上游股价,ゴム製品,その他製品,3,1,H1,-0.03325,-2.03696,119,0.04165,1
上游股价,ゴム製品,その他製品,3,1,H2,0.02513,1.0228,119,0.3064,1
上游股价,ゴム製品,その他製品,3,3,H1,-0.05983,-1.34241,119,0.17946,1
上游股价,ゴム製品,その他製品,3,3,H2,0.00442,0.06791,117,0.94586,1
上游股价,ゴム製品,その他製品,3,6,H1,-0.07972,-1.30878,119,0.19061,1
上游股价,ゴム製品,その他製品,3,6,H2,0.00972,0.10738,114,0.91449,1
上游股价,ゴム製品,その他製品,6,1,H1,-0.0252,-1.78756,119,0.07385,1
上游股价,ゴム製品,その他製品,6,1,H2,0.0037,0.23317,119,0.81563,1
上游股价,ゴム製品,その他製品,6,3,H1,-0.05395,-1.46577,119,0.14271,1
上游股价,ゴム製品,その他製品,6,3,H2,-0.0011,-0.02656,117,0.97881,1
上游股价,ゴム製品,その他製品,6,6,H1,-0.08316,-1.45853,119,0.14469,1
上游股价,ゴム製品,その他製品,6,6,H2,-0.01084,-0.15468,114,0.87707,1
上游股价,サービス業,その他製品,1,1,H1,0.02906,0.39072,119,0.69601,1
上游股价,サービス業,その他製品,1,1,H2,0.03562,0.59207,119,0.5538,1
上游股价,サービス業,その他製品,1,3,H1,0.05452,0.47962,119,0.6315,1
上游股价,サービス業,その他製品,1,3,H2,0.04679,0.46615,117,0.64111,1
上游股价,サービス業,その他製品,1,6,H1,-0.14875,-0.95554,119,0.33931,1
上游股价,サービス業,その他製品,1,6,H2,0.07175,0.44962,114,0.65299,1
上游股价,サービス業,その他製品,3,1,H1,0.01476,0.42751,119,0.66901,1
上游股价,サービス業,その他製品,3,1,H2,0.02196,0.67777,119,0.49792,1
上游股价,サービス業,その他製品,3,3,H1,0.03816,0.60105,119,0.5478,1
上游股价,サービス業,その他製品,3,3,H2,0.01596,0.23356,117,0.81532,1
上游股价,サービス業,その他製品,3,6,H1,-0.1604,-1.07284,119,0.28334,1
上游股价,サービス業,その他製品,3,6,H2,0.06641,0.60234,114,0.54695,1
上游股价,サービス業,その他製品,6,1,H1,-0.01786,-0.70501,119,0.48081,1
上游股价,サービス業,その他製品,6,1,H2,0.00992,0.51262,119,0.60822,1
上游股价,サービス業,その他製品,6,3,H1,-0.06684,-0.8852,119,0.37605,1
上游股价,サービス業,その他製品,6,3,H2,0.0161,0.31942,117,0.74941,1
上游股价,サービス業,その他製品,6,6,H1,-0.18943,-1.28591,119,0.19847,1
上游股价,サービス業,その他製品,6,6,H2,0.07236,0.79997,114,0.42373,1
上游股价,卸売業,その他製品,1,1,H1,0.10366,0.83054,119,0.40623,1
上游股价,卸売業,その他製品,1,1,H2,-0.08377,-0.64689,119,0.51771,1
上游股价,卸売業,その他製品,1,3,H1,-0.05356,-0.28996,119,0.77184,1
上游股价,卸売業,その他製品,1,3,H2,-0.14029,-0.6402,117,0.52204,1
上游股价,卸売業,その他製品,1,6,H1,-8e-05,-0.00042,119,0.99966,1
上游股价,卸売業,その他製品,1,6,H2,-0.34859,-1.03006,114,0.30298,1
上游股价,卸売業,その他製品,3,1,H1,-0.01935,-0.32382,119,0.74607,1
上游股价,卸売業,その他製品,3,1,H2,-0.02076,-0.29821,119,0.76554,1
上游股价,卸売業,その他製品,3,3,H1,-0.05282,-0.44476,119,0.65649,1
上游股价,卸売業,その他製品,3,3,H2,-0.11299,-0.64728,117,0.51745,1
上游股价,卸売業,その他製品,3,6,H1,-0.11538,-0.96877,119,0.33266,1
上游股价,卸売業,その他製品,3,6,H2,-0.36645,-1.00362,114,0.31556,1
上游股价,卸売業,その他製品,6,1,H1,0.00038,0.0106,119,0.99155,1
上游股价,卸売業,その他製品,6,1,H2,-0.05857,-1.04294,119,0.29698,1
上游股价,卸売業,その他製品,6,3,H1,-0.05164,-0.74358,119,0.45713,1
上游股价,卸売業,その他製品,6,3,H2,-0.16394,-0.96479,117,0.33465,1
上游股价,卸売業,その他製品,6,6,H1,-0.12558,-1.70259,119,0.08865,1
上游股价,卸売業,その他製品,6,6,H2,-0.33227,-1.12828,114,0.2592,1
上游股价,小売業,その他製品,1,1,H1,-0.04393,-0.6589,119,0.50996,1
上游股价,小売業,その他製品,1,1,H2,-0.04639,-0.69927,119,0.48438,1
上游股价,小売業,その他製品,1,3,H1,-0.10078,-0.80145,119,0.42287,1
上游股价,小売業,その他製品,1,3,H2,-0.05723,-0.51852,117,0.6041,1
上游股价,小売業,その他製品,1,6,H1,-0.23898,-1.36258,119,0.17301,1
上游股价,小売業,その他製品,1,6,H2,-0.20418,-1.21201,114,0.22551,1
上游股价,小売業,その他製品,3,1,H1,-0.03775,-1.15405,119,0.24848,1
上游股价,小売業,その他製品,3,1,H2,-8e-05,-0.0019,119,0.99849,1
上游股价,小売業,その他製品,3,3,H1,-0.12725,-2.12086,119,0.03393,1
上游股价,小売業,その他製品,3,3,H2,-0.08637,-0.91569,117,0.35983,1
上游股价,小売業,その他製品,3,6,H1,-0.2216,-2.46167,119,0.01383,1
上游股价,小売業,その他製品,3,6,H2,-0.17923,-1.20005,114,0.23012,1
上游股价,小売業,その他製品,6,1,H1,-0.03533,-1.89925,119,0.05753,1
上游股价,小売業,その他製品,6,1,H2,-0.03368,-1.26026,119,0.20758,1
上游股价,小売業,その他製品,6,3,H1,-0.09961,-2.39802,119,0.01648,1
上游股价,小売業,その他製品,6,3,H2,-0.1159,-1.72072,117,0.0853,1
上游股价,小売業,その他製品,6,6,H1,-0.17528,-2.50713,119,0.01217,1
上游股价,小売業,その他製品,6,6,H2,-0.22834,-2.04713,114,0.04065,1
上游股价,電気・ガス業,その他製品,1,1,H1,0.01039,0.28327,119,0.77697,1
上游股价,電気・ガス業,その他製品,1,1,H2,0.01792,0.39406,119,0.69353,1
上游股价,電気・ガス業,その他製品,1,3,H1,0.04121,0.71666,119,0.47358,1
上游股价,電気・ガス業,その他製品,1,3,H2,-0.00574,-0.07201,117,0.94259,1
上游股价,電気・ガス業,その他製品,1,6,H1,-0.00891,-0.09361,119,0.92542,1
上游股价,電気・ガス業,その他製品,1,6,H2,0.0457,0.40508,114,0.68542,1
上游股价,電気・ガス業,その他製品,3,1,H1,0.0069,0.35382,119,0.72348,1
上游股价,電気・ガス業,その他製品,3,1,H2,-0.00187,-0.0691,119,0.94491,1
上游股价,電気・ガス業,その他製品,3,3,H1,0.01339,0.29091,119,0.77112,1
上游股价,電気・ガス業,その他製品,3,3,H2,0.02459,0.5224,117,0.60139,1
上游股价,電気・ガス業,その他製品,3,6,H1,-0.02671,-0.367,119,0.71362,1
上游股价,電気・ガス業,その他製品,3,6,H2,-0.01237,-0.16461,114,0.86925,1
上游股价,電気・ガス業,その他製品,6,1,H1,-0.00554,-0.52809,119,0.59744,1
上游股价,電気・ガス業,その他製品,6,1,H2,0.00192,0.11081,119,0.91177,1
上游股价,電気・ガス業,その他製品,6,3,H1,-0.01787,-0.6256,119,0.53158,1
上游股价,電気・ガス業,その他製品,6,3,H2,-0.00499,-0.14141,117,0.88754,1
上游股价,電気・ガス業,その他製品,6,6,H1,-0.01016,-0.20321,119,0.83897,1
上游股价,電気・ガス業,その他製品,6,6,H2,-0.01936,-0.37493,114,0.70771,1
上游股价,サービス業,その他金融業,1,1,H1,-0.35314,-1.44315,119,0.14898,1
上游股价,サービス業,その他金融業,1,1,H2,0.21768,3.37069,119,0.00075,1
上游股价,サービス業,その他金融業,1,3,H1,-0.15722,-0.37504,119,0.70763,1
上游股价,サービス業,その他金融業,1,3,H2,0.32857,3.90283,117,0.0001,1
上游股价,サービス業,その他金融業,1,6,H1,0.17327,0.328,119,0.74291,1
上游股价,サービス業,その他金融業,1,6,H2,0.38779,3.07035,114,0.00214,1
上游股价,サービス業,その他金融業,3,1,H1,-0.05562,-0.38374,119,0.70117,1
上游股价,サービス業,その他金融業,3,1,H2,0.0939,2.77792,119,0.00547,1
上游股价,サービス業,その他金融業,3,3,H1,-0.09475,-0.2616,119,0.79363,1
上游股价,サービス業,その他金融業,3,3,H2,0.26147,4.97592,117,0.0,1
上游股价,サービス業,その他金融業,3,6,H1,0.38653,1.03201,119,0.30207,1
上游股价,サービス業,その他金融業,3,6,H2,0.29534,2.45384,114,0.01413,1
上游股价,サービス業,その他金融業,6,1,H1,0.03304,0.3862,119,0.69935,1
上游股价,サービス業,その他金融業,6,1,H2,0.04972,2.62622,119,0.00863,1
上游股价,サービス業,その他金融業,6,3,H1,0.20411,1.04166,119,0.29757,1
上游股价,サービス業,その他金融業,6,3,H2,0.12904,2.78448,117,0.00536,1
上游股价,サービス業,その他金融業,6,6,H1,0.50952,1.39975,119,0.16159,1
上游股价,サービス業,その他金融業,6,6,H2,0.21308,2.15115,114,0.03146,1
上游股价,情報・通信業,その他金融業,1,1,H1,-0.22823,-1.01769,119,0.30883,1
上游股价,情報・通信業,その他金融業,1,1,H2,0.12287,1.93217,119,0.05334,1
上游股价,情報・通信業,その他金融業,1,3,H1,0.14756,0.31565,119,0.75227,1
上游股价,情報・通信業,その他金融業,1,3,H2,0.24998,3.10447,117,0.00191,1
上游股价,情報・通信業,その他金融業,1,6,H1,1.15505,1.74766,119,0.08052,1
上游股价,情報・通信業,その他金融業,1,6,H2,0.31721,2.47779,114,0.01322,1
上游股价,情報・通信業,その他金融業,3,1,H1,0.06323,0.49127,119,0.62324,1
上游股价,情報・通信業,その他金融業,3,1,H2,0.06169,2.23495,119,0.02542,1
上游股价,情報・通信業,その他金融業,3,3,H1,0.45493,1.4828,119,0.13813,1
上游股价,情報・通信業,その他金融業,3,3,H2,0.16312,2.68284,117,0.0073,1
上游股价,情報・通信業,その他金融業,3,6,H1,0.99861,2.17963,119,0.02928,1
上游股价,情報・通信業,その他金融業,3,6,H2,0.16629,1.54265,114,0.12292,1
上游股价,情報・通信業,その他金融業,6,1,H1,0.15412,1.76623,119,0.07736,1
上游股价,情報・通信業,その他金融業,6,1,H2,0.02888,1.83753,119,0.06613,1
上游股价,情報・通信業,その他金融業,6,3,H1,0.50895,2.2278,119,0.02589,1
上游股价,情報・通信業,その他金融業,6,3,H2,0.07035,1.97186,117,0.04863,1
上游股价,情報・通信業,その他金融業,6,6,H1,0.65837,1.75965,119,0.07847,1
上游股价,情報・通信業,その他金融業,6,6,H2,0.12891,1.96887,114,0.04897,1
上游股价,不動産業,その他金融業,1,1,H1,0.06465,0.55089,119,0.58171,1
上游股价,不動産業,その他金融業,1,1,H2,0.11147,1.62465,119,0.10424,1
上游股价,不動産業,その他金融業,1,3,H1,0.24032,1.38469,119,0.16615,1
上游股价,不動産業,その他金融業,1,3,H2,0.0803,0.8026,117,0.4222,1
上游股价,不動産業,その他金融業,1,6,H1,0.27305,0.81121,119,0.41724,1
上游股价,不動産業,その他金融業,1,6,H2,0.23629,1.65815,114,0.09729,1
上游股价,不動産業,その他金融業,3,1,H1,0.06636,0.98948,119,0.32243,1
上游股价,不動産業,その他金融業,3,1,H2,0.02608,0.65147,119,0.51474,1
上游股价,不動産業,その他金融業,3,3,H1,0.05665,0.31733,119,0.75099,1
上游股价,不動産業,その他金融業,3,3,H2,0.14192,1.99959,117,0.04554,1
上游股价,不動産業,その他金融業,3,6,H1,0.27571,1.09591,119,0.27312,1
上游股价,不動産業,その他金融業,3,6,H2,0.24304,2.81651,114,0.00485,1
上游股价,不動産業,その他金融業,6,1,H1,0.0363,0.84445,119,0.39842,1
上游股价,不動産業,その他金融業,6,1,H2,0.05146,2.04338,119,0.04102,1
上游股价,不動産業,その他金融業,6,3,H1,0.1535,1.47402,119,0.14048,1
上游股价,不動産業,その他金融業,6,3,H2,0.12486,2.8509,117,0.00436,1
上游股价,不動産業,その他金融業,6,6,H1,0.26721,1.67053,119,0.09482,1
上游股价,不動産業,その他金融業,6,6,H2,0.12686,1.55655,114,0.11958,1
上游股价,その他製品,その他金融業,1,1,H1,0.19879,0.66553,119,0.50571,1
上游股价,その他製品,その他金融業,1,1,H2,0.03483,0.32585,119,0.74453,1
上游股价,その他製品,その他金融業,1,3,H1,0.38532,0.89162,119,0.37259,1
上游股价,その他製品,その他金融業,1,3,H2,0.29631,2.10566,117,0.03523,1
上游股价,その他製品,その他金融業,1,6,H1,-0.12377,-0.21952,119,0.82625,1
上游股价,その他製品,その他金融業,1,6,H2,0.21756,0.74643,114,0.45541,1
上游股价,その他製品,その他金融業,3,1,H1,0.07728,0.54015,119,0.58909,1
上游股价,その他製品,その他金融業,3,1,H2,0.07778,1.23698,119,0.21609,1
上游股价,その他製品,その他金融業,3,3,H1,-0.11405,-0.38639,119,0.69921,1
上游股价,その他製品,その他金融業,3,3,H2,0.17507,1.25354,117,0.21001,1
上游股价,その他製品,その他金融業,3,6,H1,-0.36046,-0.77985,119,0.43548,1
上游股价,その他製品,その他金融業,3,6,H2,0.20879,0.76097,114,0.44667,1
上游股价,その他製品,その他金融業,6,1,H1,-0.06356,-0.69179,119,0.48907,1
上游股价,その他製品,その他金融業,6,1,H2,0.02749,0.64318,119,0.52011,1
上游股价,その他製品,その他金融業,6,3,H1,-0.22904,-0.99965,119,0.31748,1
上游股价,その他製品,その他金融業,6,3,H2,0.08967,0.78462,117,0.43268,1
上游股价,その他製品,その他金融業,6,6,H1,-0.55627,-2.06387,119,0.03903,1
上游股价,その他製品,その他金融業,6,6,H2,0.10827,0.57191,114,0.56738,1
上游股价,サービス業,ガラス・土石製品,1,1,H1,-0.06198,-0.59184,119,0.55396,1
上游股价,サービス業,ガラス・土石製品,1,1,H2,-0.01494,-0.13991,119,0.88873,1
上游股价,サービス業,ガラス・土石製品,1,3,H1,-0.23074,-1.24517,119,0.21307,1
上游股价,サービス業,ガラス・土石製品,1,3,H2,-0.08483,-0.54972,117,0.58251,1
上游股价,サービス業,ガラス・土石製品,1,6,H1,0.18326,0.77121,119,0.44058,1
上游股价,サービス業,ガラス・土石製品,1,6,H2,0.02767,0.13327,114,0.89398,1
上游股价,サービス業,ガラス・土石製品,3,1,H1,-0.05524,-1.13995,119,0.25431,1
上游股价,サービス業,ガラス・土石製品,3,1,H2,-0.05719,-1.18779,119,0.23492,1
上游股价,サービス業,ガラス・土石製品,3,3,H1,-0.03132,-0.28009,119,0.77941,1
上游股价,サービス業,ガラス・土石製品,3,3,H2,-0.12558,-1.0147,117,0.31025,1
上游股价,サービス業,ガラス・土石製品,3,6,H1,0.28439,1.69892,119,0.08933,1
上游股价,サービス業,ガラス・土石製品,3,6,H2,-0.12126,-0.72508,114,0.4684,1
上游股价,サービス業,ガラス・土石製品,6,1,H1,0.0223,0.56449,119,0.57242,1
上游股价,サービス業,ガラス・土石製品,6,1,H2,-0.02091,-0.59735,119,0.55028,1
上游股价,サービス業,ガラス・土石製品,6,3,H1,0.12958,1.16299,119,0.24483,1
上游股价,サービス業,ガラス・土石製品,6,3,H2,-0.05788,-0.79637,117,0.42582,1
上游股价,サービス業,ガラス・土石製品,6,6,H1,0.2519,1.78606,119,0.07409,1
上游股价,サービス業,ガラス・土石製品,6,6,H2,-0.11843,-1.19109,114,0.23362,1
上游股价,電気・ガス業,ガラス・土石製品,1,1,H1,0.09753,2.75634,119,0.00585,1
上游股价,電気・ガス業,ガラス・土石製品,1,1,H2,-0.02475,-0.32746,119,0.74332,1
上游股价,電気・ガス業,ガラス・土石製品,1,3,H1,0.06619,0.87749,119,0.38022,1
上游股价,電気・ガス業,ガラス・土石製品,1,3,H2,0.23793,1.88652,117,0.05923,1
上游股价,電気・ガス業,ガラス・土石製品,1,6,H1,0.21156,2.12239,119,0.03381,1
上游股价,電気・ガス業,ガラス・土石製品,1,6,H2,0.05596,0.36683,114,0.71375,1
上游股价,電気・ガス業,ガラス・土石製品,3,1,H1,0.02155,1.14222,119,0.25336,1
上游股价,電気・ガス業,ガラス・土石製品,3,1,H2,0.07039,1.78802,119,0.07377,1
上游股价,電気・ガス業,ガラス・土石製品,3,3,H1,0.0603,1.37971,119,0.16768,1
上游股价,電気・ガス業,ガラス・土石製品,3,3,H2,0.11053,1.27888,117,0.20094,1
上游股价,電気・ガス業,ガラス・土石製品,3,6,H1,0.14922,2.46811,119,0.01358,1
上游股价,電気・ガス業,ガラス・土石製品,3,6,H2,-0.04089,-0.32153,114,0.74781,1
上游股价,電気・ガス業,ガラス・土石製品,6,1,H1,0.03105,2.49752,119,0.01251,1
上游股价,電気・ガス業,ガラス・土石製品,6,1,H2,0.01489,0.54192,119,0.58787,1
上游股价,電気・ガス業,ガラス・土石製品,6,3,H1,0.07571,2.84102,119,0.0045,1
上游股价,電気・ガス業,ガラス・土石製品,6,3,H2,-0.01395,-0.19279,117,0.84712,1
上游股价,電気・ガス業,ガラス・土石製品,6,6,H1,0.10732,2.20206,119,0.02766,1
上游股价,電気・ガス業,ガラス・土石製品,6,6,H2,-0.12632,-1.13474,114,0.25649,1
上游股价,鉱業,ガラス・土石製品,1,1,H1,-0.04338,-0.97434,119,0.32989,1
上游股价,鉱業,ガラス・土石製品,1,1,H2,0.01449,0.24006,119,0.81028,1
上游股价,鉱業,ガラス・土石製品,1,3,H1,0.06068,0.77337,119,0.43931,1
上游股价,鉱業,ガラス・土石製品,1,3,H2,0.09213,0.91204,117,0.36175,1
上游股价,鉱業,ガラス・土石製品,1,6,H1,-0.08468,-0.89158,119,0.37262,1
上游股价,鉱業,ガラス・土石製品,1,6,H2,-0.00723,-0.05311,114,0.95764,1
上游股价,鉱業,ガラス・土石製品,3,1,H1,0.01942,0.72305,119,0.46965,1
上游股价,鉱業,ガラス・土石製品,3,1,H2,0.0205,0.7896,119,0.42976,1
上游股价,鉱業,ガラス・土石製品,3,3,H1,0.02524,0.41465,119,0.6784,1
上游股价,鉱業,ガラス・土石製品,3,3,H2,0.06973,0.79175,117,0.4285,1
上游股价,鉱業,ガラス・土石製品,3,6,H1,-0.14249,-1.87025,119,0.06145,1
上游股价,鉱業,ガラス・土石製品,3,6,H2,-0.02811,-0.28244,114,0.77761,1
上游股价,鉱業,ガラス・土石製品,6,1,H1,-0.01365,-0.7625,119,0.44576,1
上游股价,鉱業,ガラス・土石製品,6,1,H2,0.02046,0.70934,119,0.47811,1
