run,data_end,pick,T0_A_H1_calmar,T0_A_H2_calmar,T0_B20_cagr,T0_B20_dd,T2_A_H1_calmar,T2_A_H2_calmar,T2_B20_cagr,T2_B20_dd,T3_A_H1_calmar,T3_A_H2_calmar,T3_B20_cagr,T3_B20_dd
2026-09-25,2026-09-24,T0,0.468,0.403,13.22,-35.0,0.351,0.391,14.99,-36.49,0.346,0.411,13.94,-34.78
