family,src,target,w,h,L,p_H1,p_H2,slope_H1,slope_H2,t_H1,t_H2,found,rep
外部需求 → 日本,us_ord_cap,T13,6,1,0,0.5861,0.5069,0.0196,0.0487,0.5446,0.6636,False,False
外部需求 → 日本,us_ord_cap,T13,6,1,3,0.1492,0.7585,0.0446,-0.0148,1.4423,-0.3075,False,False
外部需求 → 日本,us_ord_cap,T13,6,1,6,0.9831,0.5331,0.0004,0.0462,0.0211,0.6233,False,False
外部需求 → 日本,us_ord_cap,T13,6,3,0,0.6073,0.5667,0.0388,0.0698,0.5139,0.5729,False,False
外部需求 → 日本,us_ord_cap,T13,6,3,3,0.1285,0.5918,0.1244,0.0734,1.5201,0.5362,False,False
外部需求 → 日本,us_ord_cap,T13,6,3,6,0.9066,0.236,-0.0059,0.1865,-0.1173,1.185,False,False
外部需求 → 日本,us_ord_cap,T13,6,6,0,0.3007,0.3863,0.1508,0.1603,1.0349,0.8663,False,False
外部需求 → 日本,us_ord_cap,T13,6,6,3,0.3847,0.3775,0.1113,0.2449,0.8692,0.8824,False,False
外部需求 → 日本,us_ord_cap,T13,6,6,6,0.9252,0.3374,0.0081,0.2247,0.0938,0.9592,False,False
外部需求 → 日本,us_ord_cap,T2,1,1,0,0.8465,0.7463,-0.0085,0.0147,-0.1936,0.3235,False,False
外部需求 → 日本,us_ord_cap,T2,1,1,3,0.0975,0.7249,0.0725,0.0134,1.6571,0.3519,False,False
外部需求 → 日本,us_ord_cap,T2,1,1,6,0.0274,0.9651,0.0869,-0.0018,2.2063,-0.0437,False,False
外部需求 → 日本,us_ord_cap,T2,1,3,0,0.9747,0.836,-0.0028,-0.0149,-0.0318,-0.207,False,False
外部需求 → 日本,us_ord_cap,T2,1,3,3,0.4694,0.288,0.0575,-0.0519,0.7235,-1.0626,False,False
外部需求 → 日本,us_ord_cap,T2,1,3,6,0.8797,0.4894,0.0112,0.0468,0.1513,0.6913,False,False
外部需求 → 日本,us_ord_cap,T2,1,6,0,0.6224,0.1971,0.0695,-0.0898,0.4925,-1.2897,False,False
外部需求 → 日本,us_ord_cap,T2,1,6,3,0.3774,0.8874,0.0843,0.01,0.8827,0.1415,False,False
外部需求 → 日本,us_ord_cap,T2,1,6,6,0.4587,0.7094,0.0614,0.0257,0.741,0.3727,False,False
外部需求 → 日本,us_ord_cap,T2,3,1,0,0.9227,0.5851,0.0057,-0.0244,0.097,-0.5459,False,False
外部需求 → 日本,us_ord_cap,T2,3,1,3,0.3533,0.3369,0.0473,-0.0358,0.9282,-0.9603,False,False
外部需求 → 日本,us_ord_cap,T2,3,1,6,0.8068,0.3189,0.0114,0.0458,0.2446,0.9967,False,False
外部需求 → 日本,us_ord_cap,T2,3,3,0,0.2453,0.2788,0.1833,-0.0832,1.1619,-1.083,False,False
外部需求 → 日本,us_ord_cap,T2,3,3,3,0.406,0.0914,0.098,-0.1296,0.8309,-1.6881,False,False
外部需求 → 日本,us_ord_cap,T2,3,3,6,0.8229,0.4627,-0.0248,0.084,-0.2239,0.7345,False,False
外部需求 → 日本,us_ord_cap,T2,3,6,0,0.1826,0.017,0.2997,-0.2528,1.3328,-2.3858,False,False
外部需求 → 日本,us_ord_cap,T2,3,6,3,0.5636,0.8934,0.0835,-0.0178,0.5774,-0.134,False,False
外部需求 → 日本,us_ord_cap,T2,3,6,6,0.6093,0.6532,0.0742,-0.0618,0.5111,-0.4493,False,False
外部需求 → 日本,us_ord_cap,T2,6,1,0,0.5891,0.0779,0.0292,-0.0492,0.5402,-1.7632,False,False
外部需求 → 日本,us_ord_cap,T2,6,1,3,0.4221,0.6903,0.0316,0.0143,0.8027,0.3985,False,False
外部需求 → 日本,us_ord_cap,T2,6,1,6,0.587,0.5658,0.0199,0.0217,0.5432,0.5743,False,False
外部需求 → 日本,us_ord_cap,T2,6,3,0,0.1796,0.0181,0.1495,-0.1708,1.3419,-2.3637,False,False
外部需求 → 日本,us_ord_cap,T2,6,3,3,0.6891,0.7391,0.0369,-0.0303,0.4001,-0.3331,False,False
外部需求 → 日本,us_ord_cap,T2,6,3,6,0.6594,0.8601,0.0342,0.019,0.4408,0.1762,False,False
外部需求 → 日本,us_ord_cap,T2,6,6,0,0.1375,0.1211,0.2017,-0.2122,1.4851,-1.55,False,False
外部需求 → 日本,us_ord_cap,T2,6,6,3,0.5135,0.7627,0.0834,-0.0445,0.6534,-0.3019,False,False
外部需求 → 日本,us_ord_cap,T2,6,6,6,0.5219,0.9488,0.0552,-0.007,0.6405,-0.0643,False,False
外部需求 → 日本,us_ord_cap,T3,1,1,0,0.581,0.2367,0.0214,0.0803,0.552,1.1832,False,False
外部需求 → 日本,us_ord_cap,T3,1,1,3,0.1623,0.0688,-0.0549,0.113,-1.3973,1.8197,False,False
外部需求 → 日本,us_ord_cap,T3,1,1,6,0.2845,0.1193,-0.0387,-0.1046,-1.0702,-1.5578,False,False
外部需求 → 日本,us_ord_cap,T3,1,3,0,0.6287,0.9164,-0.0265,0.0117,-0.4835,0.105,False,False
外部需求 → 日本,us_ord_cap,T3,1,3,3,0.4583,0.6818,-0.0451,0.0311,-0.7416,0.41,False,False
外部需求 → 日本,us_ord_cap,T3,1,3,6,0.1472,0.3992,0.0728,-0.0907,1.4494,-0.843,False,False
外部需求 → 日本,us_ord_cap,T3,1,6,0,0.3286,0.4424,-0.0693,0.09,-0.9769,0.7681,False,False
外部需求 → 日本,us_ord_cap,T3,1,6,3,0.6614,0.2232,0.0255,-0.1397,0.438,-1.2181,False,False
外部需求 → 日本,us_ord_cap,T3,1,6,6,0.5888,0.5161,-0.0296,0.0836,-0.5406,0.6493,False,False
外部需求 → 日本,us_ord_cap,T3,3,1,0,0.5538,0.6786,-0.0211,0.039,-0.592,0.4144,False,False
外部需求 → 日本,us_ord_cap,T3,3,1,3,0.4202,0.6553,-0.0332,0.0264,-0.8061,0.4463,False,False
外部需求 → 日本,us_ord_cap,T3,3,1,6,0.122,0.2439,0.054,-0.0908,1.5464,-1.1654,False,False
外部需求 → 日本,us_ord_cap,T3,3,3,0,0.0568,0.0785,-0.1572,0.2319,-1.9052,1.7594,False,False
外部需求 → 日本,us_ord_cap,T3,3,3,3,0.588,0.0225,-0.0447,-0.2967,-0.5417,-2.2812,False,False
外部需求 → 日本,us_ord_cap,T3,3,3,6,0.301,0.2218,0.0619,0.1752,1.0342,1.2218,False,False
外部需求 → 日本,us_ord_cap,T3,3,6,0,0.0294,0.8472,-0.1951,-0.0365,-2.1777,-0.1927,False,False
外部需求 → 日本,us_ord_cap,T3,3,6,3,0.8279,0.5112,0.0171,-0.1265,0.2174,-0.6569,False,False
外部需求 → 日本,us_ord_cap,T3,3,6,6,0.089,0.0749,-0.1351,0.4535,-1.7006,1.7808,False,False
外部需求 → 日本,us_ord_cap,T3,6,1,0,0.3616,0.2538,-0.0288,0.0795,-0.9123,1.1412,False,False
外部需求 → 日本,us_ord_cap,T3,6,1,3,0.6579,0.6263,0.0125,-0.0371,0.4428,-0.487,False,False
外部需求 → 日本,us_ord_cap,T3,6,1,6,0.3434,0.5062,-0.017,0.048,-0.9474,0.6647,False,False
外部需求 → 日本,us_ord_cap,T3,6,3,0,0.0516,0.8726,-0.1141,-0.0213,-1.9462,-0.1604,False,False
外部需求 → 日本,us_ord_cap,T3,6,3,3,0.7539,0.6744,0.0153,-0.059,0.3135,-0.4201,False,False
外部需求 → 日本,us_ord_cap,T3,6,3,6,0.081,0.1022,-0.08,0.2937,-1.745,1.6342,False,False
外部需求 → 日本,us_ord_cap,T3,6,6,0,0.1527,0.7873,-0.0953,-0.0635,-1.4299,-0.2698,False,False
外部需求 → 日本,us_ord_cap,T3,6,6,3,0.3025,0.3442,-0.0621,0.2834,-1.0312,0.9459,False,False
外部需求 → 日本,us_ord_cap,T3,6,6,6,0.0011,0.1907,-0.1638,0.3515,-3.2543,1.3085,True,False
外部需求 → 日本,us_ord_cap,T4,1,1,0,0.3721,0.9965,0.0321,0.0001,0.8925,0.0044,False,False
外部需求 → 日本,us_ord_cap,T4,1,1,3,0.9311,0.0579,-0.003,0.0657,-0.0864,1.8962,False,False
外部需求 → 日本,us_ord_cap,T4,1,1,6,0.3861,0.1067,-0.033,-0.0531,-0.8668,-1.6132,False,False
外部需求 → 日本,us_ord_cap,T4,1,3,0,0.7972,0.4165,0.0123,-0.0394,0.2569,-0.8125,False,False
外部需求 → 日本,us_ord_cap,T4,1,3,3,0.2561,0.0865,0.055,0.0727,1.1357,1.7142,False,False
外部需求 → 日本,us_ord_cap,T4,1,3,6,0.694,0.0737,0.021,-0.091,0.3935,-1.7886,False,False
外部需求 → 日本,us_ord_cap,T4,1,6,0,0.2316,0.1843,0.0684,0.0634,1.1963,1.3275,False,False
外部需求 → 日本,us_ord_cap,T4,1,6,3,0.2341,0.4434,0.0703,-0.0399,1.1898,-0.7665,False,False
外部需求 → 日本,us_ord_cap,T4,1,6,6,0.6086,0.6311,-0.0326,-0.0211,-0.5121,-0.4801,False,False
外部需求 → 日本,us_ord_cap,T4,3,1,0,0.8011,0.6342,0.0085,-0.0196,0.2519,-0.4758,False,False
外部需求 → 日本,us_ord_cap,T4,3,1,3,0.1758,0.0696,0.0414,0.0631,1.3539,1.8143,False,False
外部需求 → 日本,us_ord_cap,T4,3,1,6,0.7032,0.0177,0.0117,-0.0825,0.381,-2.3722,False,False
外部需求 → 日本,us_ord_cap,T4,3,3,0,0.7538,0.4151,0.0239,0.0467,0.3136,0.815,False,False
外部需求 → 日本,us_ord_cap,T4,3,3,3,0.3312,0.5467,0.0688,0.036,0.9717,0.6027,False,False
外部需求 → 日本,us_ord_cap,T4,3,3,6,0.8313,0.7848,-0.0135,-0.0163,-0.213,-0.2731,False,False
外部需求 → 日本,us_ord_cap,T4,3,6,0,0.3987,0.1433,0.0958,0.1131,0.844,1.4636,False,False
外部需求 → 日本,us_ord_cap,T4,3,6,3,0.5949,0.8478,0.0544,0.0138,0.5317,0.1919,False,False
外部需求 → 日本,us_ord_cap,T4,3,6,6,0.2811,0.3602,-0.12,0.0766,-1.0779,0.915,False,False
外部需求 → 日本,us_ord_cap,T4,6,1,0,0.3142,0.1385,0.0292,0.0441,1.0065,1.4814,False,False
外部需求 → 日本,us_ord_cap,T4,6,1,3,0.2494,0.7777,0.0273,-0.0092,1.1519,-0.2824,False,False
外部需求 → 日本,us_ord_cap,T4,6,1,6,0.6059,0.5607,-0.0098,-0.0163,-0.516,-0.5817,False,False
外部需求 → 日本,us_ord_cap,T4,6,3,0,0.4884,0.12,0.0464,0.08,0.6928,1.5548,False,False
外部需求 → 日本,us_ord_cap,T4,6,3,3,0.6278,0.7403,0.0282,0.0204,0.4848,0.3315,False,False
外部需求 → 日本,us_ord_cap,T4,6,3,6,0.2403,0.698,-0.0635,0.0233,-1.1743,0.388,False,False
外部需求 → 日本,us_ord_cap,T4,6,6,0,0.4602,0.1228,0.0758,0.1219,0.7385,1.5431,False,False
外部需求 → 日本,us_ord_cap,T4,6,6,3,0.6965,0.4637,-0.0374,0.074,-0.39,0.7328,False,False
外部需求 → 日本,us_ord_cap,T4,6,6,6,0.0848,0.9527,-0.1493,0.006,-1.7236,0.0593,False,False
外部需求 → 日本,us_ord_cap,T5,1,1,0,0.514,0.5582,-0.0212,0.0261,-0.6526,0.5856,False,False
外部需求 → 日本,us_ord_cap,T5,1,1,3,0.6903,0.0367,-0.0135,0.0793,-0.3984,2.0895,False,False
外部需求 → 日本,us_ord_cap,T5,1,1,6,0.4563,0.9584,0.0232,0.0018,0.745,0.0521,False,False
外部需求 → 日本,us_ord_cap,T5,1,3,0,0.447,0.2352,-0.0318,-0.065,-0.7605,-1.1872,False,False
外部需求 → 日本,us_ord_cap,T5,1,3,3,0.7369,0.4966,0.0166,0.0424,0.3359,0.6799,False,False
外部需求 → 日本,us_ord_cap,T5,1,3,6,0.5603,0.658,0.0238,0.0218,0.5824,0.4427,False,False
外部需求 → 日本,us_ord_cap,T5,1,6,0,0.9542,0.9273,-0.0038,-0.0047,-0.0574,-0.0912,False,False
外部需求 → 日本,us_ord_cap,T5,1,6,3,0.3747,0.454,0.0506,0.0333,0.8876,0.7487,False,False
外部需求 → 日本,us_ord_cap,T5,1,6,6,0.9239,0.0934,-0.0047,0.0987,-0.0955,1.6778,False,False
外部需求 → 日本,us_ord_cap,T5,3,1,0,0.4057,0.3589,-0.0244,-0.0392,-0.8316,-0.9175,False,False
外部需求 → 日本,us_ord_cap,T5,3,1,3,0.5393,0.3406,0.0203,0.0399,0.6139,0.953,False,False
外部需求 → 日本,us_ord_cap,T5,3,1,6,0.4753,0.907,0.0185,-0.0039,0.7139,-0.1168,False,False
外部需求 → 日本,us_ord_cap,T5,3,3,0,0.8463,0.5431,0.0116,-0.0432,0.1939,-0.6081,False,False
外部需求 → 日本,us_ord_cap,T5,3,3,3,0.437,0.9268,0.0479,-0.0058,0.7773,-0.0919,False,False
外部需求 → 日本,us_ord_cap,T5,3,3,6,0.9888,0.8445,0.0006,-0.0167,0.0141,-0.1962,False,False
外部需求 → 日本,us_ord_cap,T5,3,6,0,0.5896,0.7057,0.0579,-0.0289,0.5394,-0.3776,False,False
外部需求 → 日本,us_ord_cap,T5,3,6,3,0.6179,0.7191,0.0482,-0.0241,0.4989,-0.3597,False,False
外部需求 → 日本,us_ord_cap,T5,3,6,6,0.9824,0.4115,0.0014,0.0794,0.0221,0.8212,False,False
外部需求 → 日本,us_ord_cap,T5,6,1,0,0.7901,0.972,-0.0067,0.0014,-0.2662,0.0351,False,False
外部需求 → 日本,us_ord_cap,T5,6,1,3,0.1677,0.2636,0.0268,0.0385,1.3798,1.1178,False,False
外部需求 → 日本,us_ord_cap,T5,6,1,6,0.9772,0.1653,0.0006,0.0471,0.0285,1.3875,False,False
外部需求 → 日本,us_ord_cap,T5,6,3,0,0.6186,0.5153,0.0271,-0.0401,0.4978,-0.6506,False,False
外部需求 → 日本,us_ord_cap,T5,6,3,3,0.5516,0.7405,0.0286,-0.022,0.5954,-0.3311,False,False
外部需求 → 日本,us_ord_cap,T5,6,3,6,0.8502,0.3503,-0.0058,0.0683,-0.1888,0.934,False,False
外部需求 → 日本,us_ord_cap,T5,6,6,0,0.5694,0.55,0.0548,-0.0466,0.5689,-0.5978,False,False
外部需求 → 日本,us_ord_cap,T5,6,6,3,0.7764,0.4692,0.0216,0.074,0.284,0.7237,False,False
外部需求 → 日本,us_ord_cap,T5,6,6,6,0.7784,0.939,0.0156,-0.0083,0.2814,-0.0766,False,False
外部需求 → 日本,us_ord_cap,T6,1,1,0,0.4147,0.3322,-0.0347,0.03,-0.8156,0.9697,False,False
外部需求 → 日本,us_ord_cap,T6,1,1,3,0.6117,0.0405,0.0197,0.0668,0.5077,2.0491,False,False
外部需求 → 日本,us_ord_cap,T6,1,1,6,0.1683,0.8747,-0.0546,0.0055,-1.3777,0.1578,False,False
外部需求 → 日本,us_ord_cap,T6,1,3,0,0.3953,0.2566,-0.0553,-0.0523,-0.8501,-1.1345,False,False
外部需求 → 日本,us_ord_cap,T6,1,3,3,0.13,0.3648,0.1041,0.0381,1.514,0.9063,False,False
外部需求 → 日本,us_ord_cap,T6,1,3,6,0.4922,0.8495,-0.0418,0.0075,-0.6869,0.1898,False,False
外部需求 → 日本,us_ord_cap,T6,1,6,0,0.6254,0.8785,0.0509,0.0076,0.4882,0.1528,False,False
外部需求 → 日本,us_ord_cap,T6,1,6,3,0.4832,0.3357,0.0629,0.0397,0.7011,0.9627,False,False
外部需求 → 日本,us_ord_cap,T6,1,6,6,0.4015,0.3088,0.0683,0.0587,0.839,1.0176,False,False
外部需求 → 日本,us_ord_cap,T6,3,1,0,0.4005,0.387,-0.0422,-0.0271,-0.8407,-0.8651,False,False
外部需求 → 日本,us_ord_cap,T6,3,1,3,0.0616,0.0823,0.0775,0.0485,1.8693,1.7372,False,False
外部需求 → 日本,us_ord_cap,T6,3,1,6,0.3342,0.9753,-0.0306,-0.001,-0.9657,-0.031,False,False
外部需求 → 日本,us_ord_cap,T6,3,3,0,0.9806,0.8828,0.003,-0.0091,0.0244,-0.1474,False,False
外部需求 → 日本,us_ord_cap,T6,3,3,3,0.523,0.8926,0.0621,0.0079,0.6387,0.1351,False,False
外部需求 → 日本,us_ord_cap,T6,3,3,6,0.4346,0.2094,0.0554,0.0512,0.7813,1.2551,False,False
外部需求 → 日本,us_ord_cap,T6,3,6,0,0.7112,0.9855,0.0704,-0.0017,0.3702,-0.0182,False,False
外部需求 → 日本,us_ord_cap,T6,3,6,3,0.4207,0.1857,0.1254,0.0837,0.8052,1.3235,False,False
外部需求 → 日本,us_ord_cap,T6,3,6,6,0.0828,0.6679,0.2416,0.0331,1.7345,0.4291,False,False
外部需求 → 日本,us_ord_cap,T6,6,1,0,0.6572,0.2838,0.0171,0.027,0.4437,1.0717,False,False
外部需求 → 日本,us_ord_cap,T6,6,1,3,0.4578,0.2495,0.0237,0.0349,0.7424,1.1515,False,False
外部需求 → 日本,us_ord_cap,T6,6,1,6,0.3514,0.3617,0.0241,0.0353,0.9319,0.9122,False,False
外部需求 → 日本,us_ord_cap,T6,6,3,0,0.8231,0.7471,0.0229,0.0207,0.2236,0.3225,False,False
外部需求 → 日本,us_ord_cap,T6,6,3,3,0.4098,0.4703,0.0622,0.0416,0.8242,0.7221,False,False
外部需求 → 日本,us_ord_cap,T6,6,3,6,0.0247,0.5051,0.1265,0.0386,2.2455,0.6665,False,False
外部需求 → 日本,us_ord_cap,T6,6,6,0,0.5587,0.4482,0.0922,0.0828,0.5848,0.7584,False,False
外部需求 → 日本,us_ord_cap,T6,6,6,3,0.1299,0.3709,0.1946,0.0985,1.5146,0.8947,False,False
外部需求 → 日本,us_ord_cap,T6,6,6,6,0.1412,0.5111,0.1934,-0.0633,1.4713,-0.6571,False,False
外部需求 → 日本,us_ord_cap,T7,1,1,0,0.3509,0.4573,-0.1008,-0.0522,-0.9329,-0.7433,False,False
外部需求 → 日本,us_ord_cap,T7,1,1,3,0.0535,0.3176,-0.1797,0.0736,-1.9306,0.9994,False,False
外部需求 → 日本,us_ord_cap,T7,1,1,6,0.2008,0.2,-0.1077,0.0957,-1.2794,1.2817,False,False
外部需求 → 日本,us_ord_cap,T7,1,3,0,0.6614,0.4876,-0.0587,-0.0716,-0.438,-0.6942,False,False
外部需求 → 日本,us_ord_cap,T7,1,3,3,0.2524,0.5559,-0.1433,-0.079,-1.1444,-0.5889,False,False
外部需求 → 日本,us_ord_cap,T7,1,3,6,0.683,0.7448,0.0526,0.0391,0.4084,0.3255,False,False
外部需求 → 日本,us_ord_cap,T7,1,6,0,0.1841,0.1995,-0.2084,-0.1563,-1.3282,-1.2829,False,False
外部需求 → 日本,us_ord_cap,T7,1,6,3,0.4478,0.3275,-0.1061,-0.089,-0.7591,-0.9791,False,False
外部需求 → 日本,us_ord_cap,T7,1,6,6,0.4134,0.6228,-0.1129,0.0558,-0.818,0.4919,False,False
外部需求 → 日本,us_ord_cap,T7,3,1,0,0.6405,0.3138,-0.0382,-0.0773,-0.467,-1.0072,False,False
外部需求 → 日本,us_ord_cap,T7,3,1,3,0.1022,0.2146,-0.0985,-0.1038,-1.6345,-1.2411,False,False
外部需求 → 日本,us_ord_cap,T7,3,1,6,0.7931,0.5384,0.0201,0.0524,0.2623,0.6153,False,False
外部需求 → 日本,us_ord_cap,T7,3,3,0,0.1395,0.5933,-0.2301,-0.0801,-1.4776,-0.5341,False,False
外部需求 → 日本,us_ord_cap,T7,3,3,3,0.2496,0.4068,-0.1772,-0.1023,-1.1513,-0.8296,False,False
外部需求 → 日本,us_ord_cap,T7,3,3,6,0.8666,0.9813,0.0259,-0.0037,0.168,-0.0234,False,False
外部需求 → 日本,us_ord_cap,T7,3,6,0,0.0339,0.3956,-0.3937,-0.149,-2.1209,-0.8494,False,False
外部需求 → 日本,us_ord_cap,T7,3,6,3,0.5541,0.4598,-0.1476,-0.1408,-0.5917,-0.7391,False,False
外部需求 → 日本,us_ord_cap,T7,3,6,6,0.0766,0.6337,-0.3769,0.0774,-1.7705,0.4766,False,False
外部需求 → 日本,us_ord_cap,T7,6,1,0,0.1593,0.1094,-0.0735,-0.1344,-1.4074,-1.6007,False,False
外部需求 → 日本,us_ord_cap,T7,6,1,3,0.2996,0.4737,-0.0437,-0.0447,-1.0372,-0.7165,False,False
外部需求 → 日本,us_ord_cap,T7,6,1,6,0.5861,0.1707,-0.0286,0.0869,-0.5445,1.3701,False,False
外部需求 → 日本,us_ord_cap,T7,6,3,0,0.0693,0.1963,-0.2028,-0.1628,-1.8162,-1.2922,False,False
外部需求 → 日本,us_ord_cap,T7,6,3,3,0.5658,0.5126,-0.067,-0.0821,-0.5743,-0.6547,False,False
外部需求 → 日本,us_ord_cap,T7,6,3,6,0.1073,0.6626,-0.1676,0.0495,-1.6104,0.4364,False,False
外部需求 → 日本,us_ord_cap,T7,6,6,0,0.1337,0.1545,-0.2603,-0.2462,-1.4996,-1.4238,False,False
外部需求 → 日本,us_ord_cap,T7,6,6,3,0.0437,0.9187,-0.2437,-0.0179,-2.0171,-0.1021,False,False
外部需求 → 日本,us_ord_cap,T7,6,6,6,0.0104,0.8637,-0.6957,0.0306,-2.5619,0.1716,False,False
外部需求 → 日本,us_ord_cap,T8,1,1,0,0.0604,0.5417,0.0586,-0.0294,1.8779,-0.6102,False,False
外部需求 → 日本,us_ord_cap,T8,1,1,3,0.2715,0.461,-0.0312,0.028,-1.0996,0.7371,False,False
外部需求 → 日本,us_ord_cap,T8,1,1,6,0.0606,0.5767,0.0561,0.0363,1.8763,0.5583,False,False
外部需求 → 日本,us_ord_cap,T8,1,3,0,0.2524,0.323,0.0474,-0.0588,1.1446,-0.9884,False,False
外部需求 → 日本,us_ord_cap,T8,1,3,3,0.109,0.9596,-0.0563,0.0047,-1.6026,0.0507,False,False
外部需求 → 日本,us_ord_cap,T8,1,3,6,0.234,0.7375,0.0415,-0.0226,1.1902,-0.3352,False,False
外部需求 → 日本,us_ord_cap,T8,1,6,0,0.7562,0.4767,-0.0145,-0.0699,-0.3105,-0.7117,False,False
外部需求 → 日本,us_ord_cap,T8,1,6,3,0.7385,0.8984,-0.016,0.0125,-0.3338,0.1277,False,False
外部需求 → 日本,us_ord_cap,T8,1,6,6,0.2322,0.1097,0.0676,-0.1491,1.1946,-1.5996,False,False
外部需求 → 日本,us_ord_cap,T8,3,1,0,0.1651,0.0354,0.0302,-0.0778,1.3881,-2.1043,False,False
外部需求 → 日本,us_ord_cap,T8,3,1,3,0.0533,0.8749,-0.0401,-0.0107,-1.9321,-0.1575,False,False
外部需求 → 日本,us_ord_cap,T8,3,1,6,0.2742,0.9572,0.0259,0.0026,1.0934,0.0536,False,False
外部需求 → 日本,us_ord_cap,T8,3,3,0,0.5913,0.1134,-0.0289,-0.1056,-0.5369,-1.5832,False,False
外部需求 → 日本,us_ord_cap,T8,3,3,3,0.6979,0.9085,0.0197,-0.0136,0.3881,-0.1149,False,False
外部需求 → 日本,us_ord_cap,T8,3,3,6,0.918,0.4749,-0.0054,-0.0912,-0.1029,-0.7145,False,False
外部需求 → 日本,us_ord_cap,T8,3,6,0,0.8752,0.2764,-0.012,-0.1396,-0.157,-1.0885,False,False
外部需求 → 日本,us_ord_cap,T8,3,6,3,0.904,0.4813,0.0094,-0.108,0.1206,-0.7041,False,False
外部需求 → 日本,us_ord_cap,T8,3,6,6,0.6143,0.1087,-0.0352,-0.3307,-0.5039,-1.6042,False,False
外部需求 → 日本,us_ord_cap,T8,6,1,0,0.7765,0.1676,-0.0047,-0.0636,-0.2839,-1.38,False,False
外部需求 → 日本,us_ord_cap,T8,6,1,3,0.5726,0.6079,-0.0076,-0.0199,-0.5642,-0.513,False,False
外部需求 → 日本,us_ord_cap,T8,6,1,6,0.388,0.0647,0.02,-0.1178,0.8632,-1.8474,False,False
外部需求 → 日本,us_ord_cap,T8,6,3,0,0.9859,0.3058,0.0007,-0.097,0.0176,-1.024,False,False
外部需求 → 日本,us_ord_cap,T8,6,3,3,0.9164,0.2475,0.0045,-0.1174,0.105,-1.1565,False,False
外部需求 → 日本,us_ord_cap,T8,6,3,6,0.5116,0.121,-0.0254,-0.2247,-0.6564,-1.5505,False,False
外部需求 → 日本,us_ord_cap,T8,6,6,0,0.9881,0.1302,0.0011,-0.2356,0.0149,-1.5132,False,False
外部需求 → 日本,us_ord_cap,T8,6,6,3,0.7297,0.1372,-0.024,-0.3664,-0.3455,-1.4863,False,False
外部需求 → 日本,us_ord_cap,T8,6,6,6,0.5119,0.1527,-0.0373,-0.2898,-0.6559,-1.43,False,False
外部需求 → 日本,us_ord_cap,T9,1,1,0,0.9753,0.2536,-0.0019,0.1086,-0.031,1.1417,False,False
外部需求 → 日本,us_ord_cap,T9,1,1,3,0.1422,0.0742,-0.0966,0.1847,-1.4675,1.7852,False,False
外部需求 → 日本,us_ord_cap,T9,1,1,6,0.534,0.8955,0.0394,0.0127,0.6219,0.1313,False,False
外部需求 → 日本,us_ord_cap,T9,1,3,0,0.9608,0.5438,0.0054,-0.068,0.0491,-0.6071,False,False
外部需求 → 日本,us_ord_cap,T9,1,3,3,0.1673,0.3319,-0.1771,0.1087,-1.3809,0.9703,False,False
外部需求 → 日本,us_ord_cap,T9,1,3,6,0.7597,0.9059,-0.0321,-0.0122,-0.3058,-0.1183,False,False
外部需求 → 日本,us_ord_cap,T9,1,6,0,0.3624,0.5497,-0.1667,0.0965,-0.9107,0.5982,False,False
外部需求 → 日本,us_ord_cap,T9,1,6,3,0.1826,0.8408,-0.2041,0.0273,-1.3327,0.2009,False,False
外部需求 → 日本,us_ord_cap,T9,1,6,6,0.1362,0.6386,-0.1951,0.0609,-1.4901,0.4697,False,False
外部需求 → 日本,us_ord_cap,T9,3,1,0,0.961,0.8809,0.0032,-0.0124,0.0489,-0.1499,False,False
外部需求 → 日本,us_ord_cap,T9,3,1,3,0.038,0.3029,-0.1251,0.1157,-2.0751,1.0302,False,False
外部需求 → 日本,us_ord_cap,T9,3,1,6,0.5817,0.4444,-0.0311,-0.0765,-0.551,-0.7648,False,False
外部需求 → 日本,us_ord_cap,T9,3,3,0,0.3569,0.4857,-0.1816,0.0922,-0.9213,0.6972,False,False
外部需求 → 日本,us_ord_cap,T9,3,3,3,0.2696,0.7272,-0.1808,0.06,-1.1039,0.3488,False,False
外部需求 → 日本,us_ord_cap,T9,3,3,6,0.1881,0.7749,-0.1837,0.0427,-1.3161,0.286,False,False
外部需求 → 日本,us_ord_cap,T9,3,6,0,0.2606,0.213,-0.36,0.245,-1.1249,1.2454,False,False
外部需求 → 日本,us_ord_cap,T9,3,6,3,0.1362,0.8637,-0.3681,0.0438,-1.4902,0.1717,False,False
外部需求 → 日本,us_ord_cap,T9,3,6,6,0.0137,0.6019,-0.4966,0.1219,-2.4649,0.5216,False,False
外部需求 → 日本,us_ord_cap,T9,6,1,0,0.2868,0.2482,-0.0604,0.0836,-1.0651,1.1547,False,False
外部需求 → 日本,us_ord_cap,T9,6,1,3,0.125,0.6886,-0.0741,0.0331,-1.5343,0.4008,False,False
外部需求 → 日本,us_ord_cap,T9,6,1,6,0.0518,0.8461,-0.0764,0.0151,-1.9451,0.194,False,False
外部需求 → 日本,us_ord_cap,T9,6,3,0,0.2387,0.3906,-0.1795,0.1048,-1.1782,0.8586,False,False
外部需求 → 日本,us_ord_cap,T9,6,3,3,0.1357,0.6774,-0.1861,0.0761,-1.492,0.416,False,False
外部需求 → 日本,us_ord_cap,T9,6,3,6,0.0042,0.9469,-0.267,0.0093,-2.8648,0.0666,False,False
外部需求 → 日本,us_ord_cap,T9,6,6,0,0.1192,0.5104,-0.3662,0.2086,-1.5582,0.6582,False,False
外部需求 → 日本,us_ord_cap,T9,6,6,3,0.0134,0.6686,-0.4593,0.1434,-2.4723,0.428,False,False
