family,src,target,w,h,L,p_H1,p_H2,slope_H1,slope_H2,t_H1,t_H2,found,rep
外部需求 → 日本,jp_exp,保険業,6,3,0,0.1726,0.0341,0.1048,-0.0916,1.3638,-2.1186,False,False
外部需求 → 日本,jp_exp,保険業,6,3,3,0.7545,0.4918,0.0178,0.0385,0.3127,0.6874,False,False
外部需求 → 日本,jp_exp,保険業,6,3,6,0.2912,0.4905,0.0503,0.046,1.0555,0.6895,False,False
外部需求 → 日本,jp_exp,保険業,6,6,0,0.2484,0.5993,0.132,-0.0401,1.1542,-0.5254,False,False
外部需求 → 日本,jp_exp,保険業,6,6,3,0.403,0.3738,0.0695,0.0849,0.8363,0.8894,False,False
外部需求 → 日本,jp_exp,保険業,6,6,6,0.1069,0.9061,0.1266,0.0131,1.6123,0.118,False,False
外部需求 → 日本,jp_exp,化学,1,1,0,0.043,0.7064,0.0572,0.0144,2.024,0.3767,False,False
外部需求 → 日本,jp_exp,化学,1,1,3,0.8305,0.5666,-0.007,-0.0227,-0.2141,-0.5731,False,False
外部需求 → 日本,jp_exp,化学,1,1,6,0.663,0.8689,0.0161,0.0064,0.4358,0.1651,False,False
外部需求 → 日本,jp_exp,化学,1,3,0,0.0917,0.263,0.0767,0.0604,1.6865,1.1193,False,False
外部需求 → 日本,jp_exp,化学,1,3,3,0.2175,0.23,-0.0764,-0.0703,-1.2332,-1.2003,False,False
外部需求 → 日本,jp_exp,化学,1,3,6,0.6407,0.863,-0.0256,0.0099,-0.4667,0.1726,False,False
外部需求 → 日本,jp_exp,化学,1,6,0,0.9991,0.5631,0.0001,-0.0357,0.0011,-0.5783,False,False
外部需求 → 日本,jp_exp,化学,1,6,3,0.233,0.1512,-0.1008,-0.0591,-1.1928,-1.4352,False,False
外部需求 → 日本,jp_exp,化学,1,6,6,0.9894,0.6846,0.0011,0.0236,0.0133,0.4062,False,False
外部需求 → 日本,jp_exp,化学,3,1,0,0.1907,0.3677,0.0157,0.0173,1.3087,0.9008,False,False
外部需求 → 日本,jp_exp,化学,3,1,3,0.1212,0.0682,-0.0197,-0.0356,-1.5498,-1.8236,False,False
外部需求 → 日本,jp_exp,化学,3,1,6,0.6594,0.7352,-0.0053,0.0062,-0.4407,0.3382,False,False
外部需求 → 日本,jp_exp,化学,3,3,0,0.6383,0.9164,0.0162,0.0036,0.4701,0.1049,False,False
外部需求 → 日本,jp_exp,化学,3,3,3,0.0934,0.249,-0.0472,-0.0314,-1.6777,-1.1527,False,False
外部需求 → 日本,jp_exp,化学,3,3,6,0.8998,0.1068,-0.0036,0.045,-0.1259,1.6126,False,False
外部需求 → 日本,jp_exp,化学,3,6,0,0.4769,0.2912,-0.0324,-0.0379,-0.7113,-1.0554,False,False
外部需求 → 日本,jp_exp,化学,3,6,3,0.2033,0.6512,-0.0511,0.0118,-1.2723,0.4521,False,False
外部需求 → 日本,jp_exp,化学,3,6,6,0.8073,0.1561,0.0099,0.049,0.244,1.4183,False,False
外部需求 → 日本,jp_exp,化学,6,1,0,0.7622,0.6455,-0.0022,-0.0067,-0.3026,-0.46,False,False
外部需求 → 日本,jp_exp,化学,6,1,3,0.1269,0.3277,-0.0108,-0.0119,-1.5263,-0.9788,False,False
外部需求 → 日本,jp_exp,化学,6,1,6,0.7606,0.2771,-0.0021,0.0131,-0.3046,1.0869,False,False
外部需求 → 日本,jp_exp,化学,6,3,0,0.38,0.6693,-0.0158,-0.0116,-0.8779,-0.4272,False,False
外部需求 → 日本,jp_exp,化学,6,3,3,0.125,0.4654,-0.0239,0.0121,-1.5339,0.73,False,False
外部需求 → 日本,jp_exp,化学,6,3,6,0.9942,0.1789,-0.0001,0.0312,-0.0073,1.3443,False,False
外部需求 → 日本,jp_exp,化学,6,6,0,0.1238,0.8506,-0.0405,-0.0061,-1.539,-0.1884,False,False
外部需求 → 日本,jp_exp,化学,6,6,3,0.4188,0.1135,-0.0233,0.0456,-0.8085,1.5824,False,False
外部需求 → 日本,jp_exp,化学,6,6,6,0.915,0.1645,0.0028,0.0523,0.1067,1.3903,False,False
外部需求 → 日本,jp_exp,医薬品,1,1,0,0.0079,0.4418,0.1971,-0.0673,2.6574,-0.7692,False,False
外部需求 → 日本,jp_exp,医薬品,1,1,3,0.4389,0.3091,-0.0578,-0.1007,-0.774,-1.0171,False,False
外部需求 → 日本,jp_exp,医薬品,1,1,6,0.9109,0.1512,-0.0103,0.1588,-0.1119,1.4352,False,False
外部需求 → 日本,jp_exp,医薬品,1,3,0,0.4315,0.7456,0.1382,-0.0449,0.7866,-0.3244,False,False
外部需求 → 日本,jp_exp,医薬品,1,3,3,0.0188,0.6494,-0.2974,-0.0621,-2.3495,-0.4546,False,False
外部需求 → 日本,jp_exp,医薬品,1,3,6,0.0998,0.0024,0.219,0.3133,1.6457,3.0419,False,False
外部需求 → 日本,jp_exp,医薬品,1,6,0,0.5124,0.7263,-0.1498,-0.0674,-0.6552,-0.35,False,False
外部需求 → 日本,jp_exp,医薬品,1,6,3,0.6653,0.0787,-0.0848,0.258,-0.4326,1.7585,False,False
外部需求 → 日本,jp_exp,医薬品,1,6,6,0.0072,0.3804,0.587,0.13,2.6886,0.8772,False,False
外部需求 → 日本,jp_exp,医薬品,3,1,0,0.276,0.4449,0.0432,-0.0399,1.0893,-0.7639,False,False
外部需求 → 日本,jp_exp,医薬品,3,1,3,0.0263,0.8062,-0.0716,-0.0143,-2.2225,-0.2454,False,False
外部需求 → 日本,jp_exp,医薬品,3,1,6,0.1475,0.041,0.0494,0.0903,1.4483,2.0431,False,False
外部需求 → 日本,jp_exp,医薬品,3,3,0,0.8222,0.7217,-0.0213,-0.0501,-0.2247,-0.3561,False,False
外部需求 → 日本,jp_exp,医薬品,3,3,3,0.0267,0.1862,-0.1485,0.1226,-2.2158,1.3218,False,False
外部需求 → 日本,jp_exp,医薬品,3,3,6,0.0124,0.0781,0.2357,0.1327,2.5014,1.7617,False,False
外部需求 → 日本,jp_exp,医薬品,3,6,0,0.2069,0.4042,-0.1649,0.1079,-1.2621,0.8341,False,False
外部需求 → 日本,jp_exp,医薬品,3,6,3,0.4775,0.0514,0.0892,0.2641,0.7104,1.9485,False,False
外部需求 → 日本,jp_exp,医薬品,3,6,6,0.0049,0.9135,0.3732,0.0126,2.8133,0.1087,False,False
外部需求 → 日本,jp_exp,医薬品,6,1,0,0.8127,0.4764,-0.0063,-0.0322,-0.237,-0.712,False,False
外部需求 → 日本,jp_exp,医薬品,6,1,3,0.7655,0.0478,-0.0052,0.051,-0.2983,1.9794,False,False
外部需求 → 日本,jp_exp,医薬品,6,1,6,0.0199,0.4788,0.0587,0.0225,2.3276,0.7082,False,False
外部需求 → 日本,jp_exp,医薬品,6,3,0,0.2721,0.7355,-0.0635,0.0294,-1.0982,0.3379,False,False
外部需求 → 日本,jp_exp,医薬品,6,3,3,0.5014,0.0146,0.0356,0.1479,0.6723,2.4429,False,False
外部需求 → 日本,jp_exp,医薬品,6,3,6,0.0094,0.82,0.1581,0.0185,2.5978,0.2275,False,False
外部需求 → 日本,jp_exp,医薬品,6,6,0,0.7503,0.1014,-0.025,0.2024,-0.3182,1.6381,False,False
外部需求 → 日本,jp_exp,医薬品,6,6,3,0.0761,0.2221,0.1963,0.1613,1.7738,1.2209,False,False
外部需求 → 日本,jp_exp,医薬品,6,6,6,0.0461,0.9879,0.1672,-0.0016,1.9944,-0.0151,False,False
外部需求 → 日本,jp_exp,卸売業,1,1,0,0.4183,0.2126,0.0402,-0.0429,0.8093,-1.2465,False,False
外部需求 → 日本,jp_exp,卸売業,1,1,3,0.0585,0.0191,-0.0706,0.0792,-1.8921,2.3436,False,False
外部需求 → 日本,jp_exp,卸売業,1,1,6,0.8438,0.0391,0.006,0.0623,0.197,2.063,False,False
外部需求 → 日本,jp_exp,卸売業,1,3,0,0.2583,0.0002,0.0971,-0.1613,1.1305,-3.6654,False,False
外部需求 → 日本,jp_exp,卸売業,1,3,3,0.0645,0.317,-0.1142,0.0593,-1.8487,1.0007,False,False
外部需求 → 日本,jp_exp,卸売業,1,3,6,0.0415,0.0211,0.1242,0.0939,2.0384,2.3054,False,False
外部需求 → 日本,jp_exp,卸売業,1,6,0,0.8954,0.2079,-0.013,-0.0794,-0.1314,-1.2593,False,False
外部需求 → 日本,jp_exp,卸売業,1,6,3,0.8851,0.0089,0.0139,0.1558,0.1444,2.6145,False,False
外部需求 → 日本,jp_exp,卸売業,1,6,6,0.0002,0.2887,0.2917,0.053,3.7587,1.061,True,False
外部需求 → 日本,jp_exp,卸売業,3,1,0,0.3182,0.0003,0.0212,-0.0683,0.9981,-3.6281,False,False
外部需求 → 日本,jp_exp,卸売業,3,1,3,0.0135,0.1968,-0.028,0.0283,-2.4694,1.2907,False,False
外部需求 → 日本,jp_exp,卸売業,3,1,6,0.0504,0.0057,0.0308,0.0336,1.9568,2.7666,False,False
外部需求 → 日本,jp_exp,卸売業,3,3,0,0.9002,0.0625,0.0061,-0.0623,0.1254,-1.8627,False,False
外部需求 → 日本,jp_exp,卸売業,3,3,3,0.3444,0.144,-0.0322,0.0533,-0.9455,1.4612,False,False
外部需求 → 日本,jp_exp,卸売業,3,3,6,0.0,0.0011,0.1091,0.0636,4.1044,3.2555,True,True
外部需求 → 日本,jp_exp,卸売業,3,6,0,0.671,0.9683,-0.0245,-0.0018,-0.4248,-0.0398,False,False
外部需求 → 日本,jp_exp,卸売業,3,6,3,0.15,0.0012,0.0779,0.1177,1.4396,3.2305,False,False
外部需求 → 日本,jp_exp,卸売業,3,6,6,0.0,0.2713,0.1741,0.0389,4.9274,1.1,True,False
外部需求 → 日本,jp_exp,卸売業,6,1,0,0.8741,0.0689,-0.002,-0.0184,-0.1584,-1.8191,False,False
外部需求 → 日本,jp_exp,卸売業,6,1,3,0.9682,0.0036,0.0004,0.0362,0.0399,2.9084,False,False
外部需求 → 日本,jp_exp,卸売業,6,1,6,0.0004,0.1139,0.0262,0.0154,3.5669,1.5807,True,False
外部需求 → 日本,jp_exp,卸売業,6,3,0,0.6957,0.9193,-0.0107,-0.0021,-0.3911,-0.1014,False,False
外部需求 → 日本,jp_exp,卸売業,6,3,3,0.2539,0.0002,0.03,0.0682,1.1409,3.672,False,False
外部需求 → 日本,jp_exp,卸売業,6,3,6,0.0,0.1678,0.0691,0.0284,5.1663,1.3793,True,False
外部需求 → 日本,jp_exp,卸売業,6,6,0,0.6112,0.0266,0.0204,0.0713,0.5084,2.2172,False,False
外部需求 → 日本,jp_exp,卸売業,6,6,3,0.0024,0.0013,0.1004,0.0937,3.0399,3.218,True,True
外部需求 → 日本,jp_exp,卸売業,6,6,6,0.0003,0.0338,0.0847,0.0622,3.658,2.1227,True,True
外部需求 → 日本,jp_exp,小売業,1,1,0,0.0348,0.0756,0.1168,-0.104,2.111,-1.7766,False,False
外部需求 → 日本,jp_exp,小売業,1,1,3,0.4542,0.0547,-0.0431,0.1054,-0.7484,1.9215,False,False
外部需求 → 日本,jp_exp,小売業,1,1,6,0.37,0.0569,-0.0509,0.1044,-0.8964,1.904,False,False
外部需求 → 日本,jp_exp,小売業,1,3,0,0.8121,0.0001,0.0356,-0.2803,0.2377,-3.8205,False,False
外部需求 → 日本,jp_exp,小売業,1,3,3,0.0734,0.3991,-0.185,0.0928,-1.7902,0.8432,False,False
外部需求 → 日本,jp_exp,小売業,1,3,6,0.127,0.2171,0.209,0.0932,1.5259,1.2342,False,False
外部需求 → 日本,jp_exp,小売業,1,6,0,0.3985,0.1327,-0.1237,-0.1574,-0.8443,-1.5035,False,False
外部需求 → 日本,jp_exp,小売業,1,6,3,0.932,0.1021,0.0164,0.1779,0.0853,1.6345,False,False
外部需求 → 日本,jp_exp,小売業,1,6,6,0.0293,0.9346,0.4154,-0.0071,2.1798,-0.0821,False,False
外部需求 → 日本,jp_exp,小売業,3,1,0,0.7072,0.0005,0.0117,-0.0983,0.3756,-3.4639,False,False
外部需求 → 日本,jp_exp,小売業,3,1,3,0.045,0.3929,-0.0415,0.0294,-2.0043,0.8543,False,False
外部需求 → 日本,jp_exp,小売業,3,1,6,0.2288,0.1782,0.0453,0.0334,1.2035,1.3464,False,False
外部需求 → 日本,jp_exp,小売業,3,3,0,0.4739,0.018,-0.0528,-0.1101,-0.7162,-2.3657,False,False
外部需求 → 日本,jp_exp,小売業,3,3,3,0.1238,0.2611,-0.0891,0.0715,-1.5389,1.1238,False,False
外部需求 → 日本,jp_exp,小売業,3,3,6,0.0447,0.9256,0.1787,0.0039,2.0077,0.0933,False,False
外部需求 → 日本,jp_exp,小売業,3,6,0,0.0307,0.624,-0.1381,-0.0305,-2.1604,-0.4902,False,False
外部需求 → 日本,jp_exp,小売業,3,6,3,0.5267,0.3136,0.0878,0.0754,0.6331,1.0077,False,False
外部需求 → 日本,jp_exp,小売業,3,6,6,0.0583,0.2901,0.2456,-0.0724,1.8935,-1.0578,False,False
外部需求 → 日本,jp_exp,小売業,6,1,0,0.5569,0.1092,-0.0108,-0.0348,-0.5874,-1.6018,False,False
外部需求 → 日本,jp_exp,小売業,6,1,3,0.9973,0.1022,-0.0001,0.036,-0.0033,1.6344,False,False
外部需求 → 日本,jp_exp,小売業,6,1,6,0.1044,0.8433,0.0363,0.0036,1.6239,0.1977,False,False
外部需求 → 日本,jp_exp,小売業,6,3,0,0.1484,0.5308,-0.0552,-0.0231,-1.4451,-0.6268,False,False
外部需求 → 日本,jp_exp,小売業,6,3,3,0.5974,0.2949,0.0337,0.0448,0.5282,1.0475,False,False
外部需求 → 日本,jp_exp,小売業,6,3,6,0.0679,0.3403,0.1048,-0.0407,1.8255,-0.9536,False,False
外部需求 → 日本,jp_exp,小売業,6,6,0,0.7405,0.5933,-0.0208,0.0275,-0.3312,0.5341,False,False
外部需求 → 日本,jp_exp,小売業,6,6,3,0.2414,0.9665,0.1364,0.003,1.1716,0.0419,False,False
外部需求 → 日本,jp_exp,小売業,6,6,6,0.2634,0.2402,0.0764,-0.0594,1.1184,-1.1744,False,False
外部需求 → 日本,jp_exp,建設業,1,1,0,0.7751,0.7587,0.0191,-0.0163,0.2857,-0.3072,False,False
外部需求 → 日本,jp_exp,建設業,1,1,3,0.4918,0.8084,-0.0588,0.0166,-0.6874,0.2425,False,False
外部需求 → 日本,jp_exp,建設業,1,1,6,0.254,0.9853,-0.1002,0.0011,-1.1406,0.0184,False,False
外部需求 → 日本,jp_exp,建設業,1,3,0,0.3521,0.6248,0.1154,-0.0501,0.9306,-0.489,False,False
外部需求 → 日本,jp_exp,建設業,1,3,3,0.4357,0.0443,0.1339,0.1491,0.7794,2.0116,False,False
外部需求 → 日本,jp_exp,建設業,1,3,6,0.8586,0.1486,0.0306,-0.0984,0.1782,-1.4446,False,False
外部需求 → 日本,jp_exp,建設業,1,6,0,0.2202,0.4798,0.2778,0.0938,1.2261,0.7066,False,False
外部需求 → 日本,jp_exp,建設業,1,6,3,0.6851,0.4692,0.1294,0.0692,0.4055,0.7238,False,False
外部需求 → 日本,jp_exp,建設業,1,6,6,0.4261,0.4786,0.1678,-0.0753,0.7958,-0.7085,False,False
外部需求 → 日本,jp_exp,建設業,3,1,0,0.42,0.5454,0.0219,-0.0192,0.8064,-0.6047,False,False
外部需求 → 日本,jp_exp,建設業,3,1,3,0.4452,0.393,0.0259,0.0265,0.7634,0.8541,False,False
外部需求 → 日本,jp_exp,建設業,3,1,6,0.9804,0.4156,0.0009,-0.0216,0.0246,-0.8141,False,False
外部需求 → 日本,jp_exp,建設業,3,3,0,0.2591,0.7137,0.0773,-0.0367,1.1286,-0.3668,False,False
外部需求 → 日本,jp_exp,建設業,3,3,3,0.4062,0.1798,0.0903,0.0739,0.8306,1.3415,False,False
外部需求 → 日本,jp_exp,建設業,3,3,6,0.466,0.2146,0.0558,-0.0551,0.729,-1.241,False,False
外部需求 → 日本,jp_exp,建設業,3,6,0,0.2326,0.5215,0.1706,0.0715,1.1936,0.6411,False,False
外部需求 → 日本,jp_exp,建設業,3,6,3,0.4542,0.8115,0.1277,0.0217,0.7485,0.2385,False,False
外部需求 → 日本,jp_exp,建設業,3,6,6,0.1786,0.2408,0.1434,-0.0754,1.345,-1.1729,False,False
外部需求 → 日本,jp_exp,建設業,6,1,0,0.1246,0.7852,0.0239,0.0067,1.5359,0.2725,False,False
外部需求 → 日本,jp_exp,建設業,6,1,3,0.5738,0.9005,0.0155,0.003,0.5624,0.125,False,False
外部需求 → 日本,jp_exp,建設業,6,1,6,0.432,0.8189,0.0151,-0.0037,0.7858,-0.229,False,False
外部需求 → 日本,jp_exp,建設業,6,3,0,0.114,0.8446,0.0779,0.0147,1.5803,0.196,False,False
外部需求 → 日本,jp_exp,建設業,6,3,3,0.3389,0.8067,0.0668,0.0129,0.9564,0.2447,False,False
外部需求 → 日本,jp_exp,建設業,6,3,6,0.203,0.1734,0.0617,-0.0376,1.2731,-1.3615,False,False
外部需求 → 日本,jp_exp,建設業,6,6,0,0.1979,0.6444,0.137,0.0481,1.2875,0.4616,False,False
外部需求 → 日本,jp_exp,建設業,6,6,3,0.2304,0.6868,0.1179,-0.0286,1.1992,-0.4032,False,False
外部需求 → 日本,jp_exp,建設業,6,6,6,0.0673,0.8539,0.1285,-0.0097,1.8297,-0.1841,False,False
外部需求 → 日本,jp_exp,情報・通信業,1,1,0,0.4525,0.8854,0.0403,-0.0111,0.7513,-0.1441,False,False
外部需求 → 日本,jp_exp,情報・通信業,1,1,3,0.7535,0.7248,-0.0133,-0.0282,-0.3141,-0.352,False,False
外部需求 → 日本,jp_exp,情報・通信業,1,1,6,0.6166,0.5996,-0.0254,0.0375,-0.5007,0.525,False,False
外部需求 → 日本,jp_exp,情報・通信業,1,3,0,0.5363,0.1492,0.0731,-0.1962,0.6184,-1.4423,False,False
外部需求 → 日本,jp_exp,情報・通信業,1,3,3,0.2313,0.6068,-0.0998,-0.0597,-1.197,-0.5147,False,False
外部需求 → 日本,jp_exp,情報・通信業,1,3,6,0.3989,0.2583,0.0709,0.1549,0.8437,1.1305,False,False
外部需求 → 日本,jp_exp,情報・通信業,1,6,0,0.8679,0.249,-0.0308,-0.2145,-0.1664,-1.1528,False,False
外部需求 → 日本,jp_exp,情報・通信業,1,6,3,0.816,0.5632,-0.0256,0.0916,-0.2326,0.5781,False,False
外部需求 → 日本,jp_exp,情報・通信業,1,6,6,0.0774,0.6288,0.2009,0.0795,1.7661,0.4835,False,False
外部需求 → 日本,jp_exp,情報・通信業,3,1,0,0.3555,0.0113,0.0218,-0.0867,0.9239,-2.5329,False,False
外部需求 → 日本,jp_exp,情報・通信業,3,1,3,0.3196,0.8717,-0.0239,0.0065,-0.9952,0.1615,False,False
外部需求 → 日本,jp_exp,情報・通信業,3,1,6,0.5533,0.132,0.0119,0.0615,0.5928,1.5064,False,False
外部需求 → 日本,jp_exp,情報・通信業,3,3,0,0.6823,0.0003,0.0255,-0.2321,0.4093,-3.6619,False,False
外部需求 → 日本,jp_exp,情報・通信業,3,3,3,0.2224,0.4252,-0.0631,0.0604,-1.2201,0.7973,False,False
外部需求 → 日本,jp_exp,情報・通信業,3,3,6,0.039,0.5579,0.0852,0.0468,2.0642,0.5859,False,False
外部需求 → 日本,jp_exp,情報・通信業,3,6,0,0.718,0.0805,-0.0382,-0.1657,-0.3611,-1.7476,False,False
外部需求 → 日本,jp_exp,情報・通信業,3,6,3,0.7133,0.3055,0.0213,0.1073,0.3674,1.0246,False,False
外部需求 → 日本,jp_exp,情報・通信業,3,6,6,0.1711,0.8788,0.1026,0.0196,1.3688,0.1525,False,False
外部需求 → 日本,jp_exp,情報・通信業,6,1,0,0.8625,0.0404,0.003,-0.0524,0.1732,-2.0493,False,False
外部需求 → 日本,jp_exp,情報・通信業,6,1,3,0.5688,0.1897,-0.0063,0.0394,-0.5698,1.3115,False,False
外部需求 → 日本,jp_exp,情報・通信業,6,1,6,0.1214,0.4209,0.0173,0.0189,1.5489,0.8048,False,False
外部需求 → 日本,jp_exp,情報・通信業,6,3,0,0.7944,0.0586,-0.0114,-0.099,-0.2606,-1.8911,False,False
外部需求 → 日本,jp_exp,情報・通信業,6,3,3,0.7715,0.2145,0.0063,0.0692,0.2904,1.2414,False,False
外部需求 → 日本,jp_exp,情報・通信業,6,3,6,0.1756,0.7296,0.0452,0.0234,1.3543,0.3456,False,False
外部需求 → 日本,jp_exp,情報・通信業,6,6,0,0.9232,0.7435,-0.0057,-0.0245,-0.0964,-0.3272,False,False
外部需求 → 日本,jp_exp,情報・通信業,6,6,3,0.2112,0.3982,0.0506,0.0896,1.2503,0.8448,False,False
外部需求 → 日本,jp_exp,情報・通信業,6,6,6,0.5364,0.5907,0.0217,-0.0718,0.6183,-0.5378,False,False
外部需求 → 日本,jp_exp,機械,1,1,0,0.133,0.1267,-0.0965,0.0812,-1.5022,1.5271,False,False
外部需求 → 日本,jp_exp,機械,1,1,3,0.4508,0.184,0.0455,-0.0729,0.754,-1.3285,False,False
外部需求 → 日本,jp_exp,機械,1,1,6,0.3374,0.0607,-0.05,-0.1046,-0.9592,-1.8758,False,False
外部需求 → 日本,jp_exp,機械,1,3,0,0.9039,0.0275,0.0206,0.2194,0.1207,2.2039,False,False
外部需求 → 日本,jp_exp,機械,1,3,3,0.1608,0.0649,0.1446,-0.1822,1.4025,-1.846,False,False
外部需求 → 日本,jp_exp,機械,1,3,6,0.0059,0.0275,-0.2446,-0.1732,-2.7556,-2.2038,False,False
外部需求 → 日本,jp_exp,機械,1,6,0,0.5403,0.9497,0.153,-0.0074,0.6123,-0.0631,False,False
外部需求 → 日本,jp_exp,機械,1,6,3,0.4836,0.0004,-0.0993,-0.3439,-0.7005,-3.5374,False,False
外部需求 → 日本,jp_exp,機械,1,6,6,0.0003,0.4856,-0.5606,-0.0814,-3.6481,-0.6974,True,False
外部需求 → 日本,jp_exp,機械,3,1,0,0.942,0.0172,0.0027,0.0709,0.0727,2.3822,False,False
外部需求 → 日本,jp_exp,機械,3,1,3,0.394,0.0164,0.0236,-0.0671,0.8525,-2.3999,False,False
外部需求 → 日本,jp_exp,機械,3,1,6,0.0323,0.0286,-0.0573,-0.0631,-2.1405,-2.1892,False,False
外部需求 → 日本,jp_exp,機械,3,3,0,0.4416,0.3395,0.0738,0.0522,0.7695,0.9552,False,False
外部需求 → 日本,jp_exp,機械,3,3,3,0.6581,0.0009,0.0295,-0.1688,0.4426,-3.311,False,False
外部需求 → 日本,jp_exp,機械,3,3,6,0.002,0.0698,-0.1899,-0.0779,-3.0858,-1.813,True,True
外部需求 → 日本,jp_exp,機械,3,6,0,0.4896,0.0693,0.1006,-0.1255,0.6909,-1.8168,False,False
外部需求 → 日本,jp_exp,機械,3,6,3,0.0587,0.0,-0.161,-0.2443,-1.8907,-4.6669,False,False
外部需求 → 日本,jp_exp,機械,3,6,6,0.002,0.5961,-0.3305,-0.0374,-3.0857,-0.53,True,False
外部需求 → 日本,jp_exp,機械,6,1,0,0.7044,0.8198,0.0081,0.0036,0.3794,0.2278,False,False
外部需求 → 日本,jp_exp,機械,6,1,3,0.3347,0.0019,-0.0134,-0.0697,-0.9648,-3.1098,False,False
外部需求 → 日本,jp_exp,機械,6,1,6,0.0112,0.2035,-0.0503,-0.0206,-2.5362,-1.2717,False,False
外部需求 → 日本,jp_exp,機械,6,3,0,0.5517,0.0908,0.0338,-0.0609,0.5952,-1.691,False,False
外部需求 → 日本,jp_exp,機械,6,3,3,0.0698,0.0,-0.0671,-0.1392,-1.8129,-4.3767,False,False
外部需求 → 日本,jp_exp,機械,6,3,6,0.0068,0.4583,-0.1338,-0.0241,-2.7052,-0.7417,False,False
外部需求 → 日本,jp_exp,機械,6,6,0,0.6324,0.0001,-0.0346,-0.2051,-0.4784,-4.0215,False,False
外部需求 → 日本,jp_exp,機械,6,6,3,0.0136,0.0012,-0.2016,-0.1618,-2.4682,-3.2482,False,False
外部需求 → 日本,jp_exp,機械,6,6,6,0.0911,0.9976,-0.1375,0.0002,-1.6898,0.0029,False,False
外部需求 → 日本,jp_exp,水産・農林業,1,1,0,0.0208,0.0113,0.202,-0.2077,2.3112,-2.5326,False,False
外部需求 → 日本,jp_exp,水産・農林業,1,1,3,0.0825,0.012,0.1628,0.1823,1.7361,2.5122,False,False
外部需求 → 日本,jp_exp,水産・農林業,1,1,6,0.2257,0.1361,0.0928,0.1254,1.2115,1.4903,False,False
外部需求 → 日本,jp_exp,水産・農林業,1,3,0,0.2194,0.0926,0.2679,-0.2157,1.2282,-1.6821,False,False
外部需求 → 日本,jp_exp,水産・農林業,1,3,3,0.3543,0.1365,0.1662,0.1937,0.9263,1.4888,False,False
外部需求 → 日本,jp_exp,水産・農林業,1,3,6,0.9404,0.5312,0.0116,0.0868,0.0747,0.6262,False,False
外部需求 → 日本,jp_exp,水産・農林業,1,6,0,0.16,0.7704,0.483,0.0481,1.4052,0.2919,False,False
外部需求 → 日本,jp_exp,水産・農林業,1,6,3,0.3694,0.0168,0.179,0.2666,0.8976,2.3915,False,False
外部需求 → 日本,jp_exp,水産・農林業,1,6,6,0.5913,0.1792,0.1274,0.1773,0.5369,1.3432,False,False
外部需求 → 日本,jp_exp,水産・農林業,3,1,0,0.1508,0.1574,0.0773,-0.0752,1.4369,-1.4139,False,False
外部需求 → 日本,jp_exp,水産・農林業,3,1,3,0.3783,0.2163,0.0402,0.0568,0.8811,1.2365,False,False
外部需求 → 日本,jp_exp,水産・農林業,3,1,6,0.9126,0.6086,0.0041,0.0246,0.1098,0.5121,False,False
外部需求 → 日本,jp_exp,水産・農林業,3,3,0,0.3502,0.3493,0.1368,0.0838,0.9343,0.936,False,False
外部需求 → 日本,jp_exp,水産・農林業,3,3,3,0.5044,0.2378,0.0694,0.115,0.6676,1.1804,False,False
外部需求 → 日本,jp_exp,水産・農林業,3,3,6,0.561,0.4618,0.0463,0.053,0.5814,0.7359,False,False
外部需求 → 日本,jp_exp,水産・農林業,3,6,0,0.1769,0.0092,0.2302,0.2457,1.3503,2.6036,False,False
外部需求 → 日本,jp_exp,水産・農林業,3,6,3,0.3695,0.0868,0.116,0.1681,0.8975,1.7126,False,False
外部需求 → 日本,jp_exp,水産・農林業,3,6,6,0.518,0.209,0.0909,0.1313,0.6465,1.2563,False,False
外部需求 → 日本,jp_exp,水産・農林業,6,1,0,0.1238,0.9331,0.0494,0.0031,1.539,0.0839,False,False
外部需求 → 日本,jp_exp,水産・農林業,6,1,3,0.519,0.1969,0.0168,0.0485,0.6448,1.2904,False,False
外部需求 → 日本,jp_exp,水産・農林業,6,1,6,0.3909,0.2036,0.0209,0.0357,0.8579,1.2714,False,False
外部需求 → 日本,jp_exp,水産・農林業,6,3,0,0.2756,0.1138,0.0905,0.117,1.0902,1.5811,False,False
外部需求 → 日本,jp_exp,水産・農林業,6,3,3,0.4815,0.1191,0.0442,0.0934,0.7039,1.5587,False,False
外部需求 → 日本,jp_exp,水産・農林業,6,3,6,0.538,0.1804,0.0407,0.0675,0.6158,1.3394,False,False
外部需求 → 日本,jp_exp,水産・農林業,6,6,0,0.1311,0.0184,0.147,0.2362,1.5096,2.3581,False,False
外部需求 → 日本,jp_exp,水産・農林業,6,6,3,0.3548,0.0758,0.0844,0.1584,0.9254,1.7756,False,False
外部需求 → 日本,jp_exp,水産・農林業,6,6,6,0.9489,0.0613,-0.0062,0.1811,-0.0641,1.8711,False,False
外部需求 → 日本,jp_exp,海運業,1,1,0,0.7279,0.3767,-0.0506,0.1661,-0.348,0.884,False,False
外部需求 → 日本,jp_exp,海運業,1,1,3,0.0807,0.8093,0.2623,0.0499,1.7466,0.2413,False,False
外部需求 → 日本,jp_exp,海運業,1,1,6,0.2294,0.569,0.1509,0.1131,1.202,0.5696,False,False
外部需求 → 日本,jp_exp,海運業,1,3,0,0.5437,0.5796,0.1519,0.1716,0.6072,0.554,False,False
