factor,ticker,k,sign,r_disc,t_disc,replicated
vix,7762.T,4,-1.0,-0.1421,-3.13,False
vix,7821.T,26,-1.0,-0.1504,-3.17,False
vix,7826.T,11,-1.0,-0.1541,-3.38,True
vix,7860.T,24,-1.0,-0.1407,-3.03,False
vix,7864.T,6,1.0,0.1504,3.31,False
vix,7947.T,15,1.0,0.1493,3.26,False
vix,7981.T,6,1.0,0.1649,3.64,False
vix,7995.T,23,-1.0,-0.1672,-3.62,False
vix,8016.T,1,-1.0,-0.1801,-4.01,False
vix,8051.T,2,1.0,0.1518,3.36,False
vix,8057.T,2,1.0,0.1958,4.37,False
vix,8130.T,6,1.0,0.1595,3.52,False
vix,8133.T,13,1.0,0.1457,3.18,False
vix,8153.T,2,1.0,0.1702,3.78,False
vix,8160.T,2,1.0,0.204,4.56,False
vix,8179.T,2,1.0,0.2194,4.92,False
vix,8194.T,2,1.0,0.1589,3.52,False
vix,8278.T,2,1.0,0.1367,3.02,False
vix,8361.T,2,1.0,0.164,3.63,False
vix,8367.T,15,1.0,0.1514,3.3,False
vix,8388.T,2,1.0,0.1528,3.38,False
vix,8425.T,1,-1.0,-0.1403,-3.1,True
vix,8511.T,19,-1.0,-0.1502,-3.26,False
vix,8600.T,2,1.0,0.137,3.02,False
vix,8706.T,1,-1.0,-0.1635,-3.63,False
vix,8848.T,13,1.0,0.2138,4.73,False
vix,9511.T,2,1.0,0.154,3.41,False
vix,9543.T,2,1.0,0.1705,3.78,False
vix,9601.T,15,1.0,0.1398,3.04,False
vix,9605.T,15,1.0,0.1403,3.06,False
vix,9869.T,6,1.0,0.1907,4.23,False
vix,9882.T,11,-1.0,-0.1647,-3.62,False
vix,9887.T,2,1.0,0.1592,3.53,False
vix,9889.T,10,-1.0,-0.1458,-3.2,False
vix,9900.T,2,1.0,0.15,3.32,False
vix,9956.T,6,1.0,0.1418,3.12,False
