factor,ticker,k,sign,r_disc,t_disc,replicated
pall,9511.T,6,-1.0,-0.2235,-3.98,False
pall,9692.T,17,1.0,0.1899,3.3,False
pall,9793.T,14,-1.0,-0.1804,-3.15,False
natgas,2802.T,13,-1.0,-0.1525,-3.23,False
natgas,3659.T,25,-1.0,-0.2073,-3.06,False
natgas,4004.T,5,-1.0,-0.1475,-3.15,False
natgas,4661.T,12,-1.0,-0.1519,-3.22,False
natgas,4689.T,12,-1.0,-0.1459,-3.09,False
natgas,5201.T,23,-1.0,-0.162,-3.4,False
natgas,5711.T,1,-1.0,-0.151,-3.24,False
natgas,5714.T,26,-1.0,-0.1722,-3.6,False
natgas,5801.T,26,1.0,0.1665,3.48,False
natgas,5802.T,24,-1.0,-0.1668,-3.5,False
natgas,6302.T,1,-1.0,-0.1439,-3.09,False
natgas,6504.T,6,1.0,0.1535,3.28,False
natgas,7832.T,12,-1.0,-0.1422,-3.01,False
natgas,7911.T,11,-1.0,-0.1631,-3.47,False
natgas,8001.T,19,-1.0,-0.1572,-3.31,False
natgas,8015.T,24,-1.0,-0.1506,-3.15,False
natgas,8035.T,23,-1.0,-0.1446,-3.02,False
natgas,8354.T,2,1.0,0.1654,3.55,True
natgas,8630.T,8,-1.0,-0.1774,-3.11,False
natgas,8801.T,3,1.0,0.1678,3.6,False
natgas,9983.T,23,1.0,0.145,3.03,False
natgas,1333.T,1,-1.0,-0.3337,-3.32,False
natgas,1951.T,2,1.0,0.1446,3.1,False
natgas,2229.T,13,-1.0,-0.2097,-3.38,False
natgas,3349.T,13,-1.0,-0.164,-3.48,False
natgas,4118.T,9,-1.0,-0.1671,-3.56,False
natgas,4401.T,14,-1.0,-0.1464,-3.09,False
natgas,4403.T,4,1.0,0.1701,3.65,True
natgas,4665.T,12,-1.0,-0.1972,-4.21,False
natgas,4676.T,6,-1.0,-0.1601,-3.42,False
natgas,4684.T,22,1.0,0.1443,3.02,False
natgas,5393.T,5,-1.0,-0.1706,-3.66,False
natgas,5471.T,5,-1.0,-0.1438,-3.07,False
natgas,6728.T,4,1.0,0.1478,3.16,False
natgas,7189.T,2,1.0,0.1409,3.01,False
natgas,7240.T,1,-1.0,-0.1413,-3.03,False
natgas,7550.T,6,-1.0,-0.165,-3.53,False
natgas,7616.T,13,-1.0,-0.1514,-3.2,False
natgas,7729.T,24,1.0,0.144,3.01,False
natgas,8377.T,7,1.0,0.1421,3.03,False
natgas,8418.T,2,1.0,0.1418,3.03,True
natgas,8424.T,2,1.0,0.1452,3.11,False
natgas,8439.T,4,1.0,0.1452,3.1,False
natgas,8593.T,9,-1.0,-0.1625,-3.46,False
natgas,8595.T,3,1.0,0.1407,3.01,False
natgas,8876.T,25,-1.0,-0.1791,-3.16,False
natgas,9404.T,12,-1.0,-0.1502,-3.18,False
natgas,9449.T,9,-1.0,-0.1611,-3.43,False
natgas,9508.T,21,1.0,0.1519,3.19,False
natgas,9509.T,21,1.0,0.1536,3.22,False
natgas,9934.T,21,1.0,0.1767,3.72,False
natgas,2001.T,12,-1.0,-0.164,-3.48,False
natgas,2590.T,12,-1.0,-0.1717,-3.65,False
natgas,2685.T,5,-1.0,-0.1408,-3.0,False
natgas,2726.T,13,-1.0,-0.1956,-4.17,False
natgas,3034.T,26,-1.0,-0.1753,-3.47,False
natgas,3636.T,19,1.0,0.1816,3.33,False
natgas,3863.T,19,-1.0,-0.3103,-3.86,False
natgas,4565.T,13,-1.0,-0.1452,-3.07,False
natgas,4617.T,1,-1.0,-0.1535,-3.3,True
natgas,4722.T,4,1.0,0.1488,3.18,True
natgas,4985.T,12,-1.0,-0.1528,-3.24,False
natgas,5302.T,23,-1.0,-0.1751,-3.68,False
natgas,5331.T,18,-1.0,-0.1448,-3.05,False
natgas,5726.T,25,-1.0,-0.1561,-3.26,False
natgas,6055.T,9,-1.0,-0.2102,-3.09,False
natgas,6254.T,26,-1.0,-0.1444,-3.01,False
natgas,6287.T,26,1.0,0.1533,3.2,False
natgas,6376.T,16,-1.0,-0.1546,-3.26,False
natgas,6395.T,2,1.0,0.1616,3.47,False
natgas,6407.T,5,-1.0,-0.1529,-3.27,False
natgas,6508.T,9,-1.0,-0.1549,-3.3,False
natgas,6768.T,4,1.0,0.1405,3.0,False
natgas,6871.T,2,1.0,0.1836,3.96,False
natgas,6966.T,1,-1.0,-0.1467,-3.15,False
natgas,7224.T,17,1.0,0.1882,3.99,False
natgas,7513.T,2,1.0,0.1498,3.21,False
natgas,7575.T,2,1.0,0.1417,3.03,False
natgas,7630.T,12,-1.0,-0.1477,-3.13,False
natgas,7839.T,2,1.0,0.1464,3.07,False
natgas,8074.T,5,-1.0,-0.1429,-3.05,False
natgas,8130.T,21,1.0,0.1633,3.43,False
natgas,8133.T,21,1.0,0.1513,3.17,False
natgas,8200.T,13,-1.0,-0.1632,-3.46,False
natgas,8613.T,17,1.0,0.1548,3.26,False
natgas,8616.T,8,-1.0,-0.1429,-3.04,False
natgas,8892.T,18,-1.0,-0.1491,-3.14,False
natgas,8897.T,2,1.0,0.163,3.5,False
natgas,9119.T,12,1.0,0.1536,3.26,False
natgas,9603.T,4,1.0,0.1622,3.47,False
natgas,9605.T,12,-1.0,-0.1419,-3.0,True
natgas,9722.T,22,1.0,0.1479,3.1,False
natgas,9746.T,12,-1.0,-0.1509,-3.2,False
natgas,9830.T,20,1.0,0.1444,3.03,False
natgas,9869.T,12,-1.0,-0.1837,-3.92,False
gasoline,1605.T,2,1.0,0.1626,3.31,False
gasoline,1803.T,2,-1.0,-0.1806,-3.69,False
gasoline,1808.T,14,1.0,0.2154,4.37,False
gasoline,1963.T,16,-1.0,-0.1576,-3.15,False
gasoline,2269.T,15,1.0,0.1727,3.28,False
gasoline,2502.T,19,1.0,0.1593,3.17,False
gasoline,2914.T,23,1.0,0.1558,3.09,False
gasoline,3086.T,17,1.0,0.1532,3.06,True
gasoline,3099.T,4,1.0,0.1714,3.49,False
gasoline,3659.T,18,-1.0,-0.2216,-3.28,False
gasoline,4061.T,21,-1.0,-0.1634,-3.25,False
gasoline,4063.T,7,1.0,0.1876,3.82,False
gasoline,4502.T,23,1.0,0.1929,3.85,False
gasoline,4503.T,23,1.0,0.1668,3.31,False
gasoline,4523.T,19,1.0,0.1529,3.04,False
gasoline,4568.T,12,1.0,0.1914,3.87,False
gasoline,4755.T,19,1.0,0.1595,3.18,False
gasoline,4902.T,4,1.0,0.1556,3.16,False
gasoline,5019.T,9,-1.0,-0.1601,-3.23,False
gasoline,5101.T,8,1.0,0.1656,3.35,False
gasoline,5108.T,4,1.0,0.1587,3.22,False
gasoline,5214.T,16,-1.0,-0.2001,-4.03,False
gasoline,5406.T,14,1.0,0.1776,3.57,False
gasoline,543A.T,2,1.0,0.1735,3.54,False
gasoline,5706.T,23,-1.0,-0.1916,-3.82,False
gasoline,5711.T,4,1.0,0.1903,3.89,False
gasoline,5801.T,14,1.0,0.1726,3.47,False
gasoline,6103.T,16,-1.0,-0.1569,-3.14,False
gasoline,6326.T,6,-1.0,-0.2073,-4.24,False
gasoline,6501.T,8,1.0,0.1955,3.98,False
gasoline,6504.T,22,-1.0,-0.1661,-3.3,False
gasoline,6701.T,24,-1.0,-0.1706,-3.38,False
gasoline,6752.T,1,1.0,0.1622,3.31,False
gasoline,6770.T,22,-1.0,-0.1717,-3.42,False
gasoline,6841.T,8,1.0,0.1759,3.56,False
gasoline,6861.T,5,1.0,0.2195,4.51,False
gasoline,6902.T,2,1.0,0.1698,3.46,False
gasoline,6954.T,9,-1.0,-0.1506,-3.04,False
gasoline,6971.T,3,-1.0,-0.1812,-3.7,False
gasoline,6976.T,8,1.0,0.184,3.73,False
gasoline,6981.T,11,-1.0,-0.1535,-3.09,False
gasoline,6988.T,23,-1.0,-0.1591,-3.15,False
gasoline,7013.T,8,1.0,0.1924,3.91,False
gasoline,7201.T,1,1.0,0.1561,3.18,False
gasoline,7261.T,18,-1.0,-0.1583,-3.16,False
gasoline,7267.T,2,1.0,0.2046,4.2,True
gasoline,7731.T,2,1.0,0.1517,3.08,True
gasoline,8035.T,23,-1.0,-0.202,-4.04,False
gasoline,8053.T,13,-1.0,-0.1519,-3.05,False
gasoline,8058.T,21,-1.0,-0.157,-3.12,False
gasoline,8253.T,11,1.0,0.1611,3.24,False
gasoline,8304.T,5,-1.0,-0.1763,-3.59,False
gasoline,8306.T,3,1.0,0.158,3.21,False
gasoline,8308.T,8,-1.0,-0.1637,-3.31,False
gasoline,8309.T,3,1.0,0.184,3.76,False
gasoline,8331.T,8,-1.0,-0.1604,-3.24,False
gasoline,8411.T,3,1.0,0.1651,3.36,False
gasoline,8591.T,14,1.0,0.1642,3.3,False
gasoline,8725.T,8,-1.0,-0.2254,-4.62,False
gasoline,8766.T,8,-1.0,-0.1981,-4.03,False
gasoline,8795.T,14,1.0,0.1938,3.91,False
gasoline,8830.T,23,-1.0,-0.1586,-3.14,False
gasoline,9432.T,9,-1.0,-0.1768,-3.58,False
gasoline,9531.T,2,-1.0,-0.1587,-3.23,False
gasoline,9532.T,23,1.0,0.1671,3.32,False
gasoline,9602.T,21,1.0,0.1743,3.47,False
gasoline,9735.T,1,-1.0,-0.1582,-3.22,True
gasoline,1878.T,12,1.0,0.1511,3.03,False
gasoline,2127.T,11,1.0,0.1681,3.39,False
gasoline,2327.T,22,1.0,0.1641,3.26,False
gasoline,2607.T,23,1.0,0.1708,3.39,False
gasoline,2670.T,19,1.0,0.1524,3.03,True
gasoline,2810.T,23,1.0,0.174,3.46,False
gasoline,2811.T,23,1.0,0.1552,3.08,False
gasoline,2875.T,23,1.0,0.1865,3.71,False
gasoline,2897.T,23,1.0,0.1776,3.53,False
gasoline,3105.T,23,-1.0,-0.1573,-3.12,False
gasoline,3107.T,22,1.0,0.1889,3.77,False
gasoline,3116.T,4,1.0,0.2126,4.36,False
gasoline,3391.T,23,1.0,0.1579,3.13,False
gasoline,4062.T,16,-1.0,-0.1504,-3.0,False
gasoline,4114.T,14,1.0,0.1534,3.07,False
gasoline,4118.T,9,-1.0,-0.1513,-3.05,False
gasoline,4202.T,7,1.0,0.2018,4.12,False
gasoline,4203.T,9,-1.0,-0.18,-3.65,False
gasoline,4403.T,8,-1.0,-0.1683,-3.41,False
gasoline,4666.T,9,-1.0,-0.1682,-3.4,False
gasoline,4732.T,10,1.0,0.2055,4.18,False
gasoline,4967.T,19,1.0,0.1652,3.29,False
gasoline,5105.T,11,1.0,0.1956,3.96,False
gasoline,5334.T,25,1.0,0.1649,3.26,False
gasoline,5463.T,8,-1.0,-0.1621,-3.28,False
gasoline,5938.T,6,-1.0,-0.1511,-3.06,False
gasoline,6136.T,6,-1.0,-0.1555,-3.15,False
gasoline,6268.T,2,1.0,0.1764,3.6,False
gasoline,6269.T,14,1.0,0.1595,3.2,False
gasoline,6370.T,3,-1.0,-0.1531,-3.11,False
gasoline,6436.T,9,-1.0,-0.1738,-3.52,False
gasoline,6707.T,1,1.0,0.1493,3.04,False
gasoline,6754.T,19,-1.0,-0.1522,-3.03,False
gasoline,6806.T,6,-1.0,-0.1764,-3.58,False
gasoline,6856.T,25,-1.0,-0.1661,-3.29,False
gasoline,6923.T,2,1.0,0.1794,3.67,False
gasoline,6952.T,4,1.0,0.1884,3.85,False
gasoline,7189.T,8,-1.0,-0.1523,-3.07,False
gasoline,7240.T,24,-1.0,-0.1585,-3.14,False
gasoline,7259.T,2,1.0,0.1816,3.71,False
gasoline,7276.T,4,1.0,0.1962,4.01,False
gasoline,7282.T,22,-1.0,-0.2133,-4.28,False
gasoline,7616.T,23,1.0,0.1536,3.04,False
gasoline,7729.T,19,-1.0,-0.1757,-3.51,False
gasoline,7747.T,12,1.0,0.1506,3.02,False
gasoline,7956.T,23,1.0,0.1593,3.16,False
gasoline,7988.T,6,1.0,0.1683,3.41,False
gasoline,8111.T,26,-1.0,-0.1669,-3.3,False
gasoline,8129.T,20,-1.0,-0.1858,-3.71,False
gasoline,8136.T,23,1.0,0.1571,3.11,False
gasoline,8227.T,21,1.0,0.1536,3.05,False
gasoline,8282.T,20,-1.0,-0.2027,-4.07,False
gasoline,8334.T,8,-1.0,-0.1511,-3.05,False
gasoline,8341.T,8,-1.0,-0.1747,-3.54,False
gasoline,8359.T,8,-1.0,-0.1723,-3.49,False
gasoline,8418.T,23,1.0,0.1711,3.4,False
gasoline,8595.T,23,-1.0,-0.2243,-4.51,False
gasoline,9533.T,23,1.0,0.1707,3.39,False
gasoline,9684.T,16,1.0,0.1662,3.33,False
gasoline,9962.T,5,1.0,0.1574,3.19,False
gasoline,9989.T,16,1.0,0.1743,3.5,False
gasoline,1301.T,23,1.0,0.1737,3.45,False
gasoline,1870.T,8,-1.0,-0.2078,-4.24,False
gasoline,1979.T,23,1.0,0.1632,3.24,False
gasoline,2001.T,23,1.0,0.1591,3.15,False
gasoline,2109.T,21,1.0,0.1846,3.68,False
gasoline,2146.T,11,1.0,0.2023,4.11,False
gasoline,2154.T,19,1.0,0.1556,3.1,False
gasoline,2270.T,7,1.0,0.1901,3.87,False
gasoline,2602.T,23,1.0,0.1622,3.22,False
gasoline,2664.T,9,-1.0,-0.1564,-3.16,False
gasoline,3036.T,14,1.0,0.18,3.62,False
gasoline,3050.T,12,1.0,0.169,3.4,False
gasoline,3167.T,17,1.0,0.1691,3.38,False
gasoline,3387.T,2,-1.0,-0.2105,-4.33,False
gasoline,3433.T,26,-1.0,-0.1637,-3.24,False
gasoline,3636.T,11,1.0,0.2072,3.82,False
gasoline,3778.T,13,-1.0,-0.1581,-3.17,False
gasoline,4008.T,23,1.0,0.1828,3.64,False
gasoline,4044.T,6,-1.0,-0.1815,-3.69,False
gasoline,4046.T,2,-1.0,-0.164,-3.34,False
gasoline,4078.T,4,1.0,0.1685,3.43,False
gasoline,4368.T,14,1.0,0.1945,3.93,False
gasoline,4547.T,19,1.0,0.1687,3.37,True
gasoline,4634.T,25,1.0,0.1669,3.3,False
gasoline,4686.T,13,-1.0,-0.1584,-3.18,False
gasoline,4776.T,8,1.0,0.1492,3.01,False
gasoline,4914.T,2,-1.0,-0.2085,-4.29,True
gasoline,4919.T,24,1.0,0.1536,3.04,False
gasoline,4928.T,23,1.0,0.1667,3.31,False
gasoline,4971.T,1,1.0,0.1544,3.15,False
gasoline,5331.T,2,-1.0,-0.1747,-3.57,False
gasoline,547A.T,11,1.0,0.2021,4.1,False
gasoline,5563.T,10,1.0,0.1631,3.29,False
gasoline,5703.T,22,-1.0,-0.1578,-3.13,False
gasoline,6104.T,22,-1.0,-0.1544,-3.06,False
gasoline,6222.T,15,-1.0,-0.1624,-3.25,False
gasoline,6371.T,22,-1.0,-0.1698,-3.38,False
gasoline,6458.T,25,-1.0,-0.1622,-3.21,False
gasoline,6508.T,26,-1.0,-0.2011,-4.0,False
gasoline,6516.T,1,1.0,0.152,3.09,False
gasoline,6630.T,18,-1.0,-0.1719,-3.03,False
gasoline,6651.T,25,1.0,0.1691,3.35,False
gasoline,6652.T,14,1.0,0.1659,3.33,False
gasoline,6727.T,20,-1.0,-0.1568,-3.12,True
gasoline,6744.T,1,-1.0,-0.1487,-3.03,False
gasoline,6810.T,9,-1.0,-0.2058,-4.19,False
gasoline,6859.T,21,1.0,0.165,3.28,False
gasoline,6866.T,10,1.0,0.1906,3.86,False
gasoline,6908.T,1,1.0,0.1497,3.05,False
gasoline,6995.T,4,1.0,0.1756,3.58,False
gasoline,7148.T,20,1.0,0.1865,3.14,True
gasoline,7173.T,1,1.0,0.3756,3.19,False
gasoline,7220.T,4,1.0,0.1671,3.4,False
gasoline,7246.T,8,1.0,0.1901,3.86,False
gasoline,7278.T,8,1.0,0.1866,3.79,False
gasoline,7280.T,4,1.0,0.1563,3.17,False
gasoline,7283.T,5,1.0,0.1522,3.08,False
gasoline,7296.T,13,-1.0,-0.1795,-3.62,False
gasoline,7419.T,13,-1.0,-0.1699,-3.42,False
gasoline,7433.T,16,1.0,0.1616,3.23,False
gasoline,7456.T,15,-1.0,-0.1764,-3.54,False
gasoline,7513.T,19,1.0,0.1554,3.09,False
gasoline,7516.T,21,1.0,0.1572,3.12,False
gasoline,7545.T,21,1.0,0.1545,3.07,False
gasoline,7552.T,23,1.0,0.1527,3.02,False
gasoline,7581.T,23,1.0,0.17,3.38,False
gasoline,7595.T,21,1.0,0.1725,3.44,False
gasoline,7734.T,24,1.0,0.1722,3.42,False
gasoline,7821.T,10,-1.0,-0.1823,-3.69,False
gasoline,7826.T,11,1.0,0.2428,4.97,False
gasoline,7947.T,22,1.0,0.1629,3.24,False
gasoline,7966.T,4,1.0,0.1559,3.16,True
gasoline,7981.T,2,-1.0,-0.1683,-3.43,False
gasoline,7995.T,10,1.0,0.1596,3.22,False
gasoline,8008.T,2,-1.0,-0.1625,-3.31,False
gasoline,8016.T,10,1.0,0.1508,3.03,False
gasoline,8057.T,2,-1.0,-0.1936,-3.97,False
gasoline,8061.T,23,1.0,0.1659,3.29,False
gasoline,8153.T,23,1.0,0.2071,4.14,False
gasoline,8160.T,23,1.0,0.1918,3.82,False
gasoline,8179.T,2,-1.0,-0.2079,-4.27,False
gasoline,8194.T,2,-1.0,-0.1516,-3.08,False
gasoline,8200.T,2,-1.0,-0.1562,-3.18,False
gasoline,8276.T,6,-1.0,-0.1648,-3.34,False
gasoline,8278.T,23,1.0,0.185,3.68,False
gasoline,8360.T,8,-1.0,-0.1655,-3.35,False
gasoline,8361.T,23,1.0,0.1595,3.16,False
gasoline,8381.T,8,-1.0,-0.1621,-3.28,False
gasoline,8399.T,24,1.0,0.2078,4.15,False
gasoline,8425.T,14,1.0,0.1869,3.77,False
gasoline,8522.T,8,-1.0,-0.196,-3.99,False
gasoline,8544.T,23,1.0,0.2013,4.02,False
gasoline,8706.T,1,1.0,0.1962,4.03,False
gasoline,9412.T,23,1.0,0.166,3.3,False
gasoline,9413.T,25,1.0,0.1759,3.49,False
gasoline,9418.T,9,1.0,0.4568,3.67,False
gasoline,9605.T,15,-1.0,-0.1628,-3.26,False
gasoline,9682.T,11,1.0,0.1652,3.33,False
gasoline,9699.T,5,1.0,0.1626,3.3,False
gasoline,9746.T,13,-1.0,-0.1631,-3.28,False
gasoline,9793.T,4,1.0,0.1809,3.69,False
gasoline,9830.T,7,1.0,0.1762,3.58,False
gasoline,9842.T,14,1.0,0.1901,3.83,False
gasoline,9900.T,23,1.0,0.1664,3.3,False
gasoline,9936.T,23,1.0,0.1626,3.23,False
gasoline,9956.T,23,1.0,0.1656,3.29,False
broad,1605.T,1,-1.0,-0.141,-3.12,False
broad,1801.T,8,-1.0,-0.1536,-3.38,False
broad,2502.T,19,1.0,0.1399,3.03,False
broad,2801.T,9,1.0,0.1563,3.43,False
broad,3405.T,8,1.0,0.1631,3.59,False
broad,3659.T,18,-1.0,-0.2491,-3.71,False
broad,4004.T,2,1.0,0.1444,3.19,True
broad,4061.T,21,-1.0,-0.1693,-3.68,False
broad,4452.T,23,1.0,0.1395,3.01,False
broad,5233.T,18,-1.0,-0.145,-3.15,False
broad,5406.T,14,1.0,0.145,3.16,False
broad,543A.T,2,1.0,0.1493,3.3,False
broad,5801.T,14,1.0,0.1489,3.25,False
broad,6103.T,16,-1.0,-0.142,-3.09,False
broad,6361.T,16,-1.0,-0.1602,-3.5,False
broad,6501.T,24,-1.0,-0.1544,-3.34,False
broad,6723.T,20,-1.0,-0.141,-3.06,False
broad,6841.T,8,1.0,0.1819,4.02,False
broad,6861.T,5,1.0,0.1608,3.55,False
broad,6976.T,16,-1.0,-0.1584,-3.45,False
broad,7267.T,2,1.0,0.1692,3.75,False
broad,7270.T,4,1.0,0.1477,3.26,False
broad,7532.T,21,1.0,0.1556,3.38,False
broad,7731.T,7,1.0,0.1436,3.16,False
broad,8035.T,23,-1.0,-0.1625,-3.52,False
broad,8053.T,13,-1.0,-0.1665,-3.65,False
broad,8252.T,22,-1.0,-0.1603,-3.48,False
broad,8304.T,2,1.0,0.1623,3.58,True
broad,8309.T,8,-1.0,-0.1463,-3.21,True
broad,8316.T,8,-1.0,-0.1461,-3.21,True
broad,8411.T,3,1.0,0.1447,3.19,False
broad,8591.T,14,1.0,0.1582,3.46,False
broad,8725.T,8,-1.0,-0.2019,-4.13,False
broad,8766.T,8,-1.0,-0.1884,-4.17,False
broad,8795.T,14,1.0,0.1771,3.88,False
broad,8830.T,23,-1.0,-0.1481,-3.2,False
broad,9107.T,14,1.0,0.1536,3.36,False
broad,9532.T,23,1.0,0.146,3.15,False
broad,1820.T,13,1.0,0.1624,3.56,False
broad,2607.T,21,1.0,0.1573,3.41,False
broad,2670.T,23,1.0,0.159,3.44,False
broad,2810.T,23,1.0,0.1478,3.2,False
broad,3105.T,23,-1.0,-0.2162,-4.73,False
broad,3107.T,22,1.0,0.1948,4.25,False
broad,3116.T,4,1.0,0.1618,3.58,False
broad,3941.T,6,-1.0,-0.1396,-3.07,False
broad,4114.T,20,-1.0,-0.1553,-3.37,False
broad,4118.T,26,1.0,0.1487,3.2,False
broad,4403.T,14,-1.0,-0.1488,-3.25,False
broad,4544.T,26,1.0,0.1634,3.53,False
broad,4680.T,13,-1.0,-0.1407,-3.07,False
broad,4681.T,2,-1.0,-0.1394,-3.08,False
broad,4732.T,10,1.0,0.1406,3.08,False
broad,5105.T,11,1.0,0.1566,3.43,False
broad,5232.T,18,-1.0,-0.1485,-3.23,False
broad,5938.T,6,-1.0,-0.1597,-3.52,False
broad,6269.T,13,-1.0,-0.1446,-3.16,False
broad,6323.T,25,-1.0,-0.1422,-3.07,False
broad,6436.T,9,-1.0,-0.1466,-3.22,False
broad,6460.T,23,1.0,0.141,3.05,False
broad,6707.T,19,1.0,0.1437,3.12,False
broad,6849.T,22,1.0,0.1514,3.28,False
broad,6856.T,25,-1.0,-0.1552,-3.35,False
broad,6923.T,2,1.0,0.1676,3.72,False
broad,7240.T,24,-1.0,-0.1408,-3.04,False
broad,7550.T,6,-1.0,-0.1861,-4.12,False
broad,7747.T,11,-1.0,-0.142,-3.11,False
broad,7956.T,17,1.0,0.1582,3.45,False
broad,8012.T,26,1.0,0.1424,3.07,False
broad,8111.T,20,-1.0,-0.1427,-3.09,False
broad,8129.T,20,-1.0,-0.1431,-3.1,False
broad,8242.T,21,1.0,0.1494,3.24,False
broad,8334.T,26,1.0,0.1503,3.24,False
broad,8359.T,8,-1.0,-0.1418,-3.11,False
broad,8593.T,11,1.0,0.1373,3.0,False
broad,8876.T,25,-1.0,-0.1739,-3.07,False
broad,9987.T,26,1.0,0.1578,3.4,True
broad,1515.T,13,-1.0,-0.1547,-3.38,False
broad,1833.T,1,-1.0,-0.1659,-3.68,False
broad,1870.T,8,-1.0,-0.169,-3.72,False
broad,1975.T,26,1.0,0.1401,3.01,False
broad,2109.T,21,1.0,0.1901,4.15,False
broad,2146.T,11,1.0,0.1998,4.42,False
broad,2175.T,19,1.0,0.162,3.3,False
broad,2270.T,7,1.0,0.1405,3.09,False
broad,2337.T,25,-1.0,-0.1589,-3.43,False
broad,2681.T,6,-1.0,-0.1378,-3.03,False
broad,2815.T,26,1.0,0.1404,3.02,False
broad,3167.T,17,1.0,0.1615,3.52,False
broad,3186.T,17,-1.0,-0.2636,-3.03,False
broad,3387.T,13,-1.0,-0.2051,-4.53,False
broad,3433.T,26,-1.0,-0.1628,-3.51,False
broad,3661.T,13,1.0,0.2164,3.1,False
broad,3765.T,25,-1.0,-0.169,-3.66,False
broad,4044.T,6,-1.0,-0.1874,-4.15,False
broad,4095.T,26,1.0,0.1404,3.02,False
broad,4109.T,20,-1.0,-0.1717,-3.74,False
broad,4212.T,6,-1.0,-0.1688,-3.73,False
broad,4216.T,6,-1.0,-0.1404,-3.09,False
broad,4369.T,25,-1.0,-0.1477,-3.12,False
broad,4471.T,6,-1.0,-0.1769,-3.91,False
broad,4617.T,16,-1.0,-0.1446,-3.15,False
broad,4722.T,5,1.0,0.1734,3.84,False
broad,4914.T,2,-1.0,-0.1593,-3.53,False
broad,4971.T,8,1.0,0.1401,3.07,False
broad,4985.T,23,1.0,0.1458,3.15,False
broad,5192.T,6,-1.0,-0.1427,-3.14,False
broad,5310.T,5,-1.0,-0.1457,-3.21,False
broad,5331.T,23,1.0,0.1494,3.23,False
broad,547A.T,14,1.0,0.1638,3.59,False
broad,5480.T,10,1.0,0.167,3.67,False
broad,5563.T,10,1.0,0.1624,3.57,False
broad,5857.T,13,-1.0,-0.1446,-3.16,False
broad,5970.T,5,1.0,0.1545,3.41,False
broad,6140.T,26,1.0,0.145,3.12,False
broad,6277.T,8,1.0,0.1476,3.24,False
broad,6363.T,5,1.0,0.1507,3.32,False
broad,6371.T,3,1.0,0.1396,3.08,False
broad,6376.T,24,-1.0,-0.1504,-3.25,False
broad,6395.T,6,-1.0,-0.1391,-3.06,False
broad,6407.T,24,-1.0,-0.1396,-3.01,False
broad,6419.T,23,1.0,0.1434,3.1,False
broad,6454.T,4,-1.0,-0.1627,-3.6,False
broad,6458.T,25,-1.0,-0.1553,-3.35,False
broad,6652.T,18,1.0,0.1615,3.52,True
broad,6744.T,23,1.0,0.1562,3.38,False
broad,6768.T,24,-1.0,-0.1514,-3.27,False
broad,6804.T,9,-1.0,-0.1377,-3.02,False
broad,6810.T,9,-1.0,-0.1495,-3.08,False
broad,6866.T,10,1.0,0.1823,4.02,False
broad,6908.T,17,-1.0,-0.1575,-3.43,False
broad,7220.T,4,1.0,0.1421,3.13,False
broad,7224.T,17,1.0,0.1716,3.75,False
broad,7239.T,3,1.0,0.1689,3.74,False
broad,7241.T,13,1.0,0.1466,3.2,False
broad,7278.T,8,1.0,0.1654,3.64,False
broad,7296.T,13,-1.0,-0.1653,-3.62,False
broad,7421.T,15,1.0,0.1419,3.09,False
broad,7513.T,24,-1.0,-0.143,-3.08,False
broad,7516.T,21,1.0,0.1453,3.15,False
broad,7545.T,8,1.0,0.1524,3.35,False
broad,7581.T,23,1.0,0.1527,3.3,False
broad,7595.T,21,1.0,0.1509,3.27,False
broad,7611.T,6,-1.0,-0.1429,-3.14,False
broad,7740.T,20,-1.0,-0.15,-3.25,False
broad,7826.T,11,1.0,0.1848,4.07,False
broad,7915.T,19,1.0,0.1894,4.14,False
broad,7965.T,12,-1.0,-0.1406,-3.07,False
broad,8057.T,2,-1.0,-0.1487,-3.29,False
broad,8061.T,23,1.0,0.15,3.24,False
broad,8074.T,4,1.0,0.1432,3.16,False
broad,8130.T,4,-1.0,-0.1417,-3.12,False
broad,8133.T,21,1.0,0.1391,3.01,False
broad,8160.T,23,1.0,0.1456,3.15,False
broad,8179.T,2,-1.0,-0.1474,-3.26,False
broad,8200.T,23,1.0,0.1403,3.03,False
broad,8336.T,6,-1.0,-0.1396,-3.07,False
broad,8360.T,8,-1.0,-0.1376,-3.02,True
broad,8367.T,26,1.0,0.1432,3.08,False
broad,8368.T,26,1.0,0.1412,3.04,False
broad,8386.T,26,1.0,0.1714,3.71,False
broad,8425.T,14,1.0,0.1712,3.75,False
broad,8522.T,8,-1.0,-0.1387,-3.04,False
broad,8616.T,20,-1.0,-0.1474,-3.2,False
broad,8706.T,11,1.0,0.1687,3.71,False
broad,8714.T,6,-1.0,-0.1659,-3.66,False
broad,8848.T,13,-1.0,-0.1511,-3.3,False
broad,8850.T,25,-1.0,-0.1815,-3.94,False
broad,8892.T,25,-1.0,-0.1422,-3.07,False
broad,9119.T,12,1.0,0.1387,3.03,False
broad,9412.T,23,1.0,0.1578,3.42,False
broad,9418.T,9,1.0,0.402,3.14,False
broad,9603.T,15,-1.0,-0.1481,-3.23,False
broad,9682.T,26,1.0,0.1594,3.44,False
broad,9793.T,8,1.0,0.1528,3.36,False
broad,9830.T,6,-1.0,-0.144,-3.17,False
broad,9900.T,23,1.0,0.1613,3.49,False
broad,9948.T,26,1.0,0.1638,3.54,True
