family,src,target,w,h,L,p_H1,p_H2,slope_H1,slope_H2,t_H1,t_H2,found,rep
日本价格 → 行业 / 主题,jp:coal,T8,3,6,0,0.0287,0.8004,0.1469,0.032,2.1875,0.2528,False,False
日本价格 → 行业 / 主题,jp:coal,T8,3,6,3,0.4076,0.3776,-0.0428,0.1271,-0.8281,0.8822,False,False
日本价格 → 行业 / 主题,jp:coal,T8,3,6,6,0.3058,0.868,-0.0506,0.0189,-1.0241,0.1662,False,False
日本价格 → 行业 / 主题,jp:coal,T8,6,1,0,0.0188,0.6802,0.0271,0.0057,2.3497,0.4122,False,False
日本价格 → 行业 / 主题,jp:coal,T8,6,1,3,0.6979,0.5903,0.0047,0.0079,0.3881,0.5384,False,False
日本价格 → 行业 / 主题,jp:coal,T8,6,1,6,0.1006,0.6236,-0.0155,0.0072,-1.6422,0.4907,False,False
日本价格 → 行业 / 主题,jp:coal,T8,6,3,0,0.0366,0.7966,0.0593,0.01,2.0906,0.2578,False,False
日本价格 → 行业 / 主题,jp:coal,T8,6,3,3,0.6143,0.4228,-0.0118,0.0361,-0.5039,0.8016,False,False
日本价格 → 行业 / 主题,jp:coal,T8,6,3,6,0.3763,0.8956,-0.0217,0.0048,-0.8848,0.1313,False,False
日本价格 → 行业 / 主题,jp:coal,T8,6,6,0,0.3232,0.5809,0.0471,0.0466,0.9879,0.5521,False,False
日本价格 → 行业 / 主题,jp:coal,T8,6,6,3,0.288,0.5898,-0.0334,0.0436,-1.0626,0.5391,False,False
日本价格 → 行业 / 主题,jp:coal,T8,6,6,6,0.9089,0.5325,-0.004,-0.0362,-0.1144,-0.6242,False,False
日本价格 → 行业 / 主题,jp:coal,T9,1,1,0,0.0155,0.0734,-0.2932,-0.2141,-2.4197,-1.7902,False,False
日本价格 → 行业 / 主题,jp:coal,T9,1,1,3,0.0002,0.1304,-0.5397,-0.2147,-3.7473,-1.5126,True,False
日本价格 → 行业 / 主题,jp:coal,T9,1,1,6,0.308,0.9046,0.1278,-0.0152,1.0195,-0.1199,False,False
日本价格 → 行业 / 主题,jp:coal,T9,1,3,0,0.0018,0.0255,-1.1111,-0.4461,-3.1134,-2.2343,True,True
日本价格 → 行业 / 主题,jp:coal,T9,1,3,3,0.0027,0.0004,-1.0378,-0.7217,-3.0034,-3.523,True,True
日本价格 → 行业 / 主题,jp:coal,T9,1,3,6,0.0565,0.2399,0.5451,-0.2789,1.907,-1.1751,False,False
日本价格 → 行业 / 主题,jp:coal,T9,1,6,0,0.0001,0.0001,-2.2488,-1.1581,-3.7945,-3.9327,True,True
日本价格 → 行业 / 主题,jp:coal,T9,1,6,3,0.0907,0.0256,-0.5459,-0.9785,-1.6915,-2.2329,False,False
日本价格 → 行业 / 主题,jp:coal,T9,1,6,6,0.037,0.4496,1.2381,-0.3441,2.0854,-0.7562,False,False
日本价格 → 行业 / 主题,jp:coal,T9,3,1,0,0.0002,0.0836,-0.1691,-0.0729,-3.7799,-1.7304,True,True
日本价格 → 行业 / 主题,jp:coal,T9,3,1,3,0.0,0.0055,-0.2137,-0.1176,-4.835,-2.7781,True,True
日本价格 → 行业 / 主题,jp:coal,T9,3,1,6,0.0336,0.4098,0.076,-0.0383,2.1247,-0.8243,False,False
日本价格 → 行业 / 主题,jp:coal,T9,3,3,0,0.0,0.0044,-0.6098,-0.2335,-5.6233,-2.8493,True,True
日本价格 → 行业 / 主题,jp:coal,T9,3,3,3,0.0004,0.0226,-0.3472,-0.2774,-3.5239,-2.2806,True,True
日本价格 → 行业 / 主题,jp:coal,T9,3,3,6,0.0024,0.4018,0.3151,-0.1096,3.0341,-0.8385,True,False
日本价格 → 行业 / 主题,jp:coal,T9,3,6,0,0.0,0.0024,-0.9981,-0.5002,-7.2091,-3.0379,True,True
日本价格 → 行业 / 主题,jp:coal,T9,3,6,3,0.6899,0.0983,-0.057,-0.3783,-0.399,-1.6533,False,False
日本价格 → 行业 / 主题,jp:coal,T9,3,6,6,0.0004,0.7081,0.6286,-0.088,3.5114,-0.3744,True,False
日本价格 → 行业 / 主题,jp:coal,T9,6,1,0,0.0,0.0045,-0.1562,-0.0609,-6.9143,-2.8402,True,True
日本价格 → 行业 / 主题,jp:coal,T9,6,1,3,0.1046,0.0375,-0.0582,-0.053,-1.6228,-2.0801,False,False
日本价格 → 行业 / 主题,jp:coal,T9,6,1,6,0.0006,0.6185,0.0809,-0.0149,3.4193,-0.4979,True,False
日本价格 → 行业 / 主题,jp:coal,T9,6,3,0,0.0,0.0034,-0.3891,-0.1609,-7.4175,-2.9306,True,True
日本价格 → 行业 / 主题,jp:coal,T9,6,3,3,0.9358,0.0983,-0.0064,-0.1241,-0.0805,-1.653,False,False
日本价格 → 行业 / 主题,jp:coal,T9,6,3,6,0.0006,0.7306,0.2464,-0.0271,3.4219,-0.3443,True,False
日本价格 → 行业 / 主题,jp:coal,T9,6,6,0,0.0,0.0054,-0.4209,-0.2796,-4.1659,-2.7824,True,True
日本价格 → 行业 / 主题,jp:coal,T9,6,6,3,0.0356,0.2468,0.2388,-0.144,2.1016,-1.1582,False,False
日本价格 → 行业 / 主题,jp:coal,T9,6,6,6,0.0464,0.7618,0.3365,0.0458,1.9914,0.3031,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,1,1,0,0.4826,0.5149,0.0267,0.0134,0.7022,0.6513,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,1,1,3,0.8539,0.1637,0.0072,0.0368,0.1842,1.3926,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,1,1,6,0.4064,0.4663,-0.0301,0.0132,-0.8303,0.7285,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,1,3,0,0.4063,0.1249,0.0673,0.0651,0.8304,1.5345,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,1,3,3,0.3361,0.0015,-0.0838,0.1391,-0.9619,3.1699,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,1,3,6,0.3274,0.8031,-0.0607,0.0097,-0.9793,0.2494,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,1,6,0,0.8826,0.007,-0.0144,0.1919,-0.1476,2.6989,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,1,6,3,0.2689,0.0429,-0.1363,0.14,-1.1057,2.0243,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,1,6,6,0.3212,0.2645,-0.0938,-0.089,-0.992,-1.1158,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,3,1,0,0.0845,0.1241,0.0222,0.0123,1.7251,1.5377,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,3,1,3,0.1465,0.0132,-0.0158,0.0216,-1.452,2.477,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,3,1,6,0.1679,0.9158,-0.015,0.0007,-1.379,0.1057,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,3,3,0,0.3142,0.0229,0.0277,0.0476,1.0064,2.2747,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,3,3,3,0.0126,0.0054,-0.0593,0.0493,-2.4953,2.7818,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,3,3,6,0.1212,0.7427,-0.0309,-0.0075,-1.5498,-0.3283,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,3,6,0,0.3812,0.0028,-0.0304,0.0939,-0.8758,2.9878,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,3,6,3,0.0096,0.2628,-0.089,0.0379,-2.5892,1.1198,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,3,6,6,0.1917,0.1435,-0.0437,-0.0607,-1.3057,-1.463,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,6,1,0,0.6864,0.0121,0.0033,0.0113,0.4037,2.5092,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,6,1,3,0.0522,0.0906,-0.0122,0.0076,-1.9412,1.6922,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,6,1,6,0.077,0.3331,-0.0097,-0.0049,-1.7686,-0.9679,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,6,3,0,0.4147,0.0044,-0.0141,0.0313,-0.8156,2.8461,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,6,3,3,0.0088,0.2321,-0.039,0.0134,-2.6191,1.1949,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,6,3,6,0.1872,0.1656,-0.0165,-0.0187,-1.3189,-1.3863,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,6,6,0,0.0246,0.0203,-0.0522,0.0426,-2.2477,2.3208,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,6,6,3,0.015,0.7172,-0.055,-0.0082,-2.4325,-0.3622,False,False
日本价格 → 行业 / 主题,jp:coal,その他製品,6,6,6,0.3072,0.0812,-0.0277,-0.0462,-1.0211,-1.7438,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,1,1,0,0.9214,0.9826,0.0137,0.0006,0.0987,0.0218,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,1,1,3,0.1098,0.8128,-0.1982,0.0068,-1.5992,0.2368,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,1,1,6,0.5742,0.991,-0.0706,0.0003,-0.5619,0.0113,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,1,3,0,0.6206,0.7203,-0.1266,-0.0178,-0.4949,-0.3581,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,1,3,3,0.1519,0.6493,-0.3545,0.0191,-1.4329,0.4548,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,1,3,6,0.7291,0.9854,0.0923,-0.0009,0.3463,-0.0183,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,1,6,0,0.2369,0.9411,-0.4776,-0.0045,-1.1828,-0.0739,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,1,6,3,0.5642,0.81,-0.191,0.0176,-0.5767,0.2404,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,1,6,6,0.0095,0.9761,0.4863,-0.003,2.5939,-0.03,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,3,1,0,0.3378,0.6777,-0.0372,-0.004,-0.9585,-0.4156,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,3,1,3,0.0129,0.766,-0.0762,0.0029,-2.4873,0.2976,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,3,1,6,0.9835,0.9385,0.0011,-0.0007,0.0207,-0.0771,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,3,3,0,0.0089,0.9411,-0.173,0.0015,-2.617,0.0739,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,3,3,3,0.094,0.9771,-0.1477,0.0006,-1.6747,0.0287,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,3,3,6,0.8285,0.7681,0.0218,-0.0084,0.2166,-0.2949,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,3,6,0,0.0166,0.9402,-0.3138,0.0019,-2.3946,0.075,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,3,6,3,0.4419,0.8449,-0.0919,-0.0082,-0.769,-0.1956,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,3,6,6,0.0002,0.9432,0.1833,-0.0031,3.7395,-0.0713,True,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,6,1,0,0.0106,0.9697,-0.0449,-0.0002,-2.557,-0.038,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,6,1,3,0.1412,0.7639,-0.0347,0.0014,-1.4714,0.3004,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,6,1,6,0.1482,0.8533,0.0368,-0.0011,1.4459,-0.1849,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,6,3,0,0.007,0.9182,-0.1326,0.001,-2.6961,0.1027,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,6,3,3,0.3762,0.9368,-0.0539,-0.0011,-0.8848,-0.0793,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,6,3,6,0.0904,0.9224,0.0619,-0.0014,1.6934,-0.0975,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,6,6,0,0.0725,0.9843,-0.1709,-0.0003,-1.796,-0.0197,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,6,6,3,0.4518,0.9071,0.0347,-0.0029,0.7523,-0.1167,False,False
日本价格 → 行业 / 主题,jp:coal,その他金融業,6,6,6,0.0544,0.9929,0.0879,0.0002,1.9234,0.0089,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,1,1,0,0.2401,0.8062,-0.0587,-0.0073,-1.1747,-0.2454,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,1,1,3,0.028,0.838,-0.132,-0.0057,-2.1971,-0.2045,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,1,1,6,0.7578,0.9524,0.0192,0.002,0.3084,0.0597,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,1,3,0,0.0726,0.3946,-0.1606,-0.045,-1.7952,-0.8512,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,1,3,3,0.1964,0.1181,-0.1381,-0.0827,-1.2917,-1.5628,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,1,3,6,0.3247,0.8017,0.138,-0.0194,0.9848,-0.2512,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,1,6,0,0.0046,0.1469,-0.2957,-0.1039,-2.8327,-1.4506,True,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,1,6,3,0.9654,0.4512,0.0083,-0.0866,0.0434,-0.7535,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,1,6,6,0.3787,0.6016,0.1516,-0.0633,0.8803,-0.5221,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,3,1,0,0.1793,0.4069,-0.0199,-0.0087,-1.3431,-0.8294,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,3,1,3,0.1211,0.1828,-0.026,-0.0128,-1.5503,-1.3321,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,3,1,6,0.322,0.9114,0.0213,-0.0014,0.9903,-0.1113,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,3,3,0,0.0037,0.2553,-0.0977,-0.0231,-2.8998,-1.1376,True,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,3,3,3,0.8542,0.3867,-0.0079,-0.0263,-0.1838,-0.8656,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,3,3,6,0.0807,0.5851,0.0716,-0.0178,1.7467,-0.5459,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,3,6,0,0.0095,0.1807,-0.1046,-0.0478,-2.5929,-1.3386,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,3,6,3,0.3478,0.4681,0.0691,-0.0437,0.9388,-0.7255,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,3,6,6,0.5704,0.5955,0.0409,-0.0286,0.5675,-0.5309,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,6,1,0,0.0167,0.1219,-0.0168,-0.0073,-2.3931,-1.5468,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,6,1,3,0.9303,0.4024,0.0011,-0.0051,0.0875,-0.8374,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,6,1,6,0.167,0.5812,0.0132,-0.0035,1.382,-0.5517,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,6,3,0,0.0212,0.145,-0.041,-0.0164,-2.3046,-1.4573,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,6,3,3,0.3412,0.4258,0.0295,-0.0145,0.9518,-0.7963,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,6,3,6,0.5357,0.5644,0.0182,-0.0104,0.6193,-0.5763,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,6,6,0,0.8269,0.2411,-0.0093,-0.0303,-0.2186,-1.1721,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,6,6,3,0.3156,0.4755,0.0516,-0.0237,1.0034,-0.7136,False,False
日本价格 → 行业 / 主题,jp:coal,ガラス・土石製品,6,6,6,0.5231,0.8629,-0.0373,-0.0049,-0.6385,-0.1727,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,1,1,0,0.0007,0.2776,0.3427,0.0582,3.3742,1.0858,True,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,1,1,3,0.516,0.2991,-0.0923,-0.0552,-0.6496,-1.0383,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,1,1,6,0.0531,0.865,-0.2696,0.0085,-1.9344,0.17,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,1,3,0,0.0,0.2651,0.9022,0.1106,4.2698,1.1144,True,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,1,3,3,0.0428,0.339,-0.4692,-0.0967,-2.0255,-0.9562,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,1,3,6,0.0474,0.2568,-0.2733,0.1187,-1.9831,1.1341,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,1,6,0,0.0225,0.969,0.3975,0.006,2.2811,0.0389,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,1,6,3,0.0005,0.924,-0.7501,0.0172,-3.4956,0.0953,True,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,1,6,6,0.3649,0.017,-0.1731,0.3451,-0.906,2.3873,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,3,1,0,0.0008,0.3097,0.1266,0.0186,3.3586,1.0158,True,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,3,1,3,0.6756,0.4411,-0.0257,-0.0143,-0.4185,-0.7703,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,3,1,6,0.0936,0.436,-0.0855,0.0153,-1.6766,0.7789,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,3,3,0,0.0,0.6743,0.2918,0.0168,5.3788,0.4203,True,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,3,3,3,0.0027,0.6395,-0.2148,-0.0235,-2.998,-0.4684,True,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,3,3,6,0.2893,0.0511,-0.0539,0.0878,-1.0596,1.9505,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,3,6,0,0.5494,0.9264,0.0535,-0.0065,0.5987,-0.0924,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,3,6,3,0.0,0.3991,-0.2874,0.067,-4.8785,0.8433,True,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,3,6,6,0.4986,0.002,-0.052,0.1798,-0.6768,3.0841,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,6,1,0,0.0646,0.9993,0.0404,-0.0,1.848,-0.0009,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,6,1,3,0.0792,0.9481,-0.0395,-0.0007,-1.7551,-0.0651,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,6,1,6,0.1914,0.0896,-0.0284,0.0159,-1.3065,1.6977,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,6,3,0,0.6433,0.8901,0.032,-0.0032,0.4631,-0.1382,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,6,3,3,0.0047,0.5365,-0.1072,0.0171,-2.8246,0.6182,True,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,6,3,6,0.4757,0.0071,-0.0195,0.0567,-0.7132,2.6903,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,6,6,0,0.0903,0.7266,-0.0953,0.0148,-1.6937,0.3497,False,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,6,6,3,0.0034,0.0339,-0.1346,0.0757,-2.9257,2.1211,True,False
日本价格 → 行业 / 主题,jp:coal,ゴム製品,6,6,6,0.6301,0.0035,-0.0277,0.1007,-0.4816,2.9193,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,1,1,0,0.4665,0.4206,0.0413,0.0261,0.7282,0.8054,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,1,1,3,0.0429,0.526,0.1147,0.0234,2.0248,0.6342,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,1,1,6,0.5603,0.7746,-0.0324,-0.0104,-0.5823,-0.2864,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,1,3,0,0.0317,0.0522,0.2349,0.1386,2.1487,1.9412,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,1,3,3,0.3297,0.342,0.1083,0.0799,0.9748,0.9503,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,1,3,6,0.1386,0.7017,-0.1935,0.0369,-1.481,0.3831,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,1,6,0,0.0085,0.1086,0.3421,0.1943,2.6331,1.6044,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,1,6,3,0.647,0.5492,-0.0864,0.1004,-0.4579,0.5989,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,1,6,6,0.3972,0.9472,-0.133,-0.0126,-0.8465,-0.0663,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,3,1,0,0.3451,0.056,0.0217,0.0257,0.9441,1.9111,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,3,1,3,0.1047,0.3817,0.0339,0.0142,1.6223,0.8749,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,3,1,6,0.0048,0.6969,-0.0447,0.0069,-2.8226,0.3895,True,False
日本价格 → 行业 / 主题,jp:coal,サービス業,3,3,0,0.0314,0.0843,0.0994,0.0623,2.1515,1.7261,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,3,3,3,0.9521,0.5516,0.0028,0.0267,0.06,0.5953,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,3,3,6,0.0016,0.8103,-0.1122,0.0129,-3.1606,0.24,True,False
日本价格 → 行业 / 主题,jp:coal,サービス業,3,6,0,0.0589,0.2009,0.1014,0.0835,1.8886,1.2791,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,3,6,3,0.094,0.7116,-0.1101,0.0344,-1.6744,0.3697,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,3,6,6,0.1842,0.8701,-0.0737,-0.0146,-1.3278,-0.1635,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,6,1,0,0.0103,0.1096,0.0203,0.0126,2.5661,1.6002,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,6,1,3,0.793,0.5798,-0.004,0.0054,-0.2625,0.5537,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,6,1,6,0.0525,0.9157,-0.0217,-0.0011,-1.9394,-0.1058,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,6,3,0,0.0477,0.1803,0.0377,0.0287,1.9802,1.3397,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,6,3,3,0.1425,0.7178,-0.0455,0.0108,-1.4666,0.3613,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,6,3,6,0.2484,0.869,-0.0336,-0.0049,-1.1542,-0.1649,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,6,6,0,0.8432,0.4392,-0.0081,0.0363,-0.1978,0.7735,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,6,6,3,0.0867,0.9454,-0.0787,0.0038,-1.7128,0.0685,False,False
日本价格 → 行业 / 主题,jp:coal,サービス業,6,6,6,0.8973,0.4616,0.0047,-0.0319,0.1291,-0.7362,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,1,1,0,0.351,0.5277,0.1184,0.033,0.9326,0.6315,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,1,1,3,0.0215,0.6896,0.3123,0.0257,2.2982,0.3994,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,1,1,6,0.8236,0.1359,-0.035,-0.077,-0.2229,-1.4914,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,1,3,0,0.3046,0.5577,0.3131,0.0536,1.0266,0.5862,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,1,3,3,0.1016,0.9441,0.4453,0.006,1.6373,0.0702,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,1,3,6,0.4189,0.349,-0.2303,-0.0975,-0.8083,-0.9366,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,1,6,0,0.1594,0.715,0.708,0.0413,1.4072,0.3651,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,1,6,3,0.3008,0.5462,0.2637,-0.0867,1.0348,-0.6035,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,1,6,6,0.3026,0.8464,-0.4181,0.0315,-1.0308,0.1937,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,3,1,0,0.085,0.742,0.0695,0.006,1.7226,0.3292,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,3,1,3,0.0906,0.9866,0.0758,-0.0003,1.6923,-0.0168,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,3,1,6,0.5216,0.3942,-0.0321,-0.0166,-0.6409,-0.852,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,3,3,0,0.0038,0.7734,0.2725,0.0125,2.8927,0.2879,True,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,3,3,3,0.0275,0.2802,0.2009,-0.0419,2.2048,-1.0798,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,3,3,6,0.101,0.9692,-0.1592,-0.0017,-1.6399,-0.0386,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,3,6,0,0.0024,0.5693,0.4528,-0.0274,3.0415,-0.5691,True,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,3,6,3,0.4212,0.6288,0.0762,-0.0358,0.8044,-0.4834,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,3,6,6,0.1341,0.4565,-0.2346,0.0554,-1.498,0.7446,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,6,1,0,0.0032,0.7803,0.0662,0.0026,2.9504,0.2789,True,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,6,1,3,0.5095,0.6856,0.0197,-0.0041,0.6596,-0.4048,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,6,1,6,0.0884,0.8865,-0.0358,0.0015,-1.7038,0.1428,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,6,3,0,0.001,0.6455,0.1973,-0.0095,3.2778,-0.46,True,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,6,3,3,0.7106,0.6003,0.0232,-0.0124,0.3711,-0.524,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,6,3,6,0.0742,0.5411,-0.1124,0.0153,-1.7854,0.6112,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,6,6,0,0.001,0.5347,0.226,-0.0189,3.3006,-0.6209,True,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,6,6,3,0.4893,0.8388,-0.0634,0.0095,-0.6915,0.2035,False,False
日本价格 → 行业 / 主题,jp:coal,パルプ・紙,6,6,6,0.127,0.2966,-0.1483,0.0501,-1.526,1.0437,False,False
日本价格 → 行业 / 主题,jp:coal,不動産業,1,1,0,0.9296,0.9049,-0.0133,0.004,-0.0883,0.1194,False,False
日本价格 → 行业 / 主题,jp:coal,不動産業,1,1,3,0.7394,0.6016,-0.0326,0.0174,-0.3326,0.5221,False,False
