family,lead,target,w,tgt,half,slope,t,n,p,hit
JP→JP,サービス業,鉄鋼,1,1,H2,0.00329,0.13264,2454,0.89448,0.50247
JP→JP,サービス業,鉱業,1,1,H2,0.01783,0.50355,2454,0.61458,0.5
JP→JP,サービス業,銀行業,1,1,H2,0.0012,0.03891,2454,0.96896,0.48849
JP→JP,サービス業,電気・ガス業,1,1,H2,-0.03385,-1.12552,2454,0.26037,0.48766
JP→JP,サービス業,電気機器,1,1,H2,-0.00567,-0.31582,2454,0.75214,0.51028
JP→JP,サービス業,非鉄金属,1,1,H2,-0.00837,-0.29186,2454,0.7704,0.48849
JP→JP,サービス業,食料品,1,1,H2,-0.00464,-0.19761,2454,0.84335,0.50699
JP→JP,パルプ・紙,その他製品,1,1,H2,-0.00971,-1.33351,2454,0.18237,0.49301
JP→JP,パルプ・紙,その他金融業,1,1,H2,-0.01727,-1.68209,2454,0.09255,0.4852
JP→JP,パルプ・紙,ガラス・土石製品,1,1,H2,-0.00516,-0.49507,2454,0.62055,0.48684
JP→JP,パルプ・紙,ゴム製品,1,1,H2,-0.0059,-0.34739,2454,0.7283,0.49712
JP→JP,パルプ・紙,サービス業,1,1,H2,0.01323,1.27018,2454,0.20402,0.50863
JP→JP,パルプ・紙,不動産業,1,1,H2,-0.01081,-0.97072,2454,0.33169,0.48479
JP→JP,パルプ・紙,保険業,1,1,H2,-0.03007,-1.81873,2454,0.06895,0.49712
JP→JP,パルプ・紙,化学,1,1,H2,0.00384,0.57624,2454,0.56445,0.50493
JP→JP,パルプ・紙,医薬品,1,1,H2,0.00378,0.28781,2454,0.77349,0.50822
JP→JP,パルプ・紙,卸売業,1,1,H2,0.00682,1.27726,2454,0.20151,0.50905
JP→JP,パルプ・紙,小売業,1,1,H2,0.00315,0.32757,2454,0.74324,0.50411
JP→JP,パルプ・紙,建設業,1,1,H2,0.01539,1.56479,2454,0.11763,0.50082
JP→JP,パルプ・紙,情報・通信業,1,1,H2,0.01289,1.04122,2454,0.29777,0.51521
JP→JP,パルプ・紙,機械,1,1,H2,-0.01174,-1.30693,2454,0.19124,0.49589
JP→JP,パルプ・紙,水産・農林業,1,1,H2,-0.00013,-0.00863,2454,0.99312,0.50164
JP→JP,パルプ・紙,海運業,1,1,H2,0.00771,0.25306,2454,0.80022,0.49013
JP→JP,パルプ・紙,石油・石炭製品,1,1,H2,-0.0368,-1.49986,2454,0.13365,0.48808
JP→JP,パルプ・紙,精密機器,1,1,H2,0.00049,0.04935,2454,0.96064,0.4889
JP→JP,パルプ・紙,繊維製品,1,1,H2,-0.01915,-1.74127,2454,0.08164,0.48232
JP→JP,パルプ・紙,証券、商品先物取引業,1,1,H2,-0.02472,-1.76253,2454,0.07798,0.48396
JP→JP,パルプ・紙,輸送用機器,1,1,H2,-0.00701,-0.55076,2454,0.5818,0.49424
JP→JP,パルプ・紙,金属製品,1,1,H2,0.00379,0.41549,2454,0.67778,0.49959
JP→JP,パルプ・紙,鉄鋼,1,1,H2,-0.00033,-0.02227,2454,0.98223,0.49589
JP→JP,パルプ・紙,鉱業,1,1,H2,-0.01315,-0.61528,2454,0.53837,0.49753
JP→JP,パルプ・紙,銀行業,1,1,H2,-0.02632,-1.48546,2454,0.13742,0.47944
JP→JP,パルプ・紙,電気・ガス業,1,1,H2,-0.0106,-0.58401,2454,0.55922,0.49753
JP→JP,パルプ・紙,電気機器,1,1,H2,0.00835,0.81836,2454,0.41315,0.51192
JP→JP,パルプ・紙,非鉄金属,1,1,H2,-0.01899,-1.15936,2454,0.24631,0.49836
JP→JP,パルプ・紙,食料品,1,1,H2,0.00531,0.41449,2454,0.67851,0.50535
JP→JP,不動産業,その他製品,1,1,H2,-0.0045,-0.41439,2454,0.67859,0.50329
JP→JP,不動産業,その他金融業,1,1,H2,0.01893,1.17685,2454,0.23926,0.4889
JP→JP,不動産業,ガラス・土石製品,1,1,H2,0.0179,1.1421,2454,0.25341,0.51604
JP→JP,不動産業,ゴム製品,1,1,H2,0.04192,1.70371,2454,0.08844,0.51562
JP→JP,不動産業,サービス業,1,1,H2,-0.00215,-0.13466,2454,0.89288,0.50164
JP→JP,不動産業,パルプ・紙,1,1,H2,0.02764,1.01126,2454,0.31189,0.51069
JP→JP,不動産業,保険業,1,1,H2,0.02015,0.80834,2454,0.41889,0.51891
JP→JP,不動産業,化学,1,1,H2,-0.00792,-0.73577,2454,0.46187,0.50123
JP→JP,不動産業,医薬品,1,1,H2,-0.00809,-0.41844,2454,0.67562,0.50041
JP→JP,不動産業,卸売業,1,1,H2,-0.00339,-0.41594,2454,0.67745,0.51192
JP→JP,不動産業,小売業,1,1,H2,-0.00919,-0.58187,2454,0.56065,0.49137
JP→JP,不動産業,建設業,1,1,H2,0.00255,0.17211,2454,0.86335,0.50699
JP→JP,不動産業,情報・通信業,1,1,H2,-0.01768,-0.96606,2454,0.33401,0.49178
JP→JP,不動産業,機械,1,1,H2,0.01821,1.2771,2454,0.20157,0.49877
JP→JP,不動産業,水産・農林業,1,1,H2,-0.03417,-1.45259,2454,0.14634,0.49712
JP→JP,不動産業,海運業,1,1,H2,-0.06963,-1.56286,2454,0.11808,0.48725
JP→JP,不動産業,石油・石炭製品,1,1,H2,-0.00944,-0.26168,2454,0.79357,0.50411
JP→JP,不動産業,精密機器,1,1,H2,-0.00728,-0.46141,2454,0.64451,0.48931
JP→JP,不動産業,繊維製品,1,1,H2,0.00451,0.27488,2454,0.78341,0.50329
JP→JP,不動産業,証券、商品先物取引業,1,1,H2,0.02367,1.11491,2454,0.26489,0.50576
JP→JP,不動産業,輸送用機器,1,1,H2,0.04392,2.17037,2454,0.02998,0.51357
JP→JP,不動産業,金属製品,1,1,H2,-0.00645,-0.47478,2454,0.63495,0.50247
JP→JP,不動産業,鉄鋼,1,1,H2,0.02061,0.95133,2454,0.34144,0.51192
JP→JP,不動産業,鉱業,1,1,H2,-0.00371,-0.12383,2454,0.90145,0.50617
JP→JP,不動産業,銀行業,1,1,H2,-0.00836,-0.33034,2454,0.74115,0.49383
JP→JP,不動産業,電気・ガス業,1,1,H2,0.0007,0.02635,2454,0.97898,0.49712
JP→JP,不動産業,電気機器,1,1,H2,-0.0012,-0.07715,2454,0.9385,0.49918
JP→JP,不動産業,非鉄金属,1,1,H2,-0.0033,-0.1266,2454,0.89925,0.51192
JP→JP,不動産業,食料品,1,1,H2,-0.01835,-0.9194,2454,0.35789,0.49342
JP→JP,保険業,その他製品,1,1,H2,-0.00354,-0.47077,2454,0.63781,0.50288
JP→JP,保険業,その他金融業,1,1,H2,0.01321,1.22953,2454,0.21887,0.50658
JP→JP,保険業,ガラス・土石製品,1,1,H2,0.00764,0.71241,2454,0.47621,0.49342
JP→JP,保険業,ゴム製品,1,1,H2,0.03072,1.89245,2454,0.05843,0.51768
JP→JP,保険業,サービス業,1,1,H2,-0.00982,-0.93413,2454,0.35024,0.49219
JP→JP,保険業,パルプ・紙,1,1,H2,0.01301,0.70928,2454,0.47815,0.50535
JP→JP,保険業,不動産業,1,1,H2,-0.01365,-1.17043,2454,0.24183,0.4963
JP→JP,保険業,化学,1,1,H2,-1e-05,-0.00175,2454,0.9986,0.49836
JP→JP,保険業,医薬品,1,1,H2,0.01148,0.87159,2454,0.38343,0.50576
JP→JP,保険業,卸売業,1,1,H2,-0.0015,-0.26905,2454,0.78789,0.50082
JP→JP,保険業,小売業,1,1,H2,-0.00941,-0.94186,2454,0.34626,0.50329
JP→JP,保険業,建設業,1,1,H2,-0.00733,-0.73484,2454,0.46243,0.50082
JP→JP,保険業,情報・通信業,1,1,H2,-0.00642,-0.50058,2454,0.61667,0.49877
JP→JP,保険業,機械,1,1,H2,0.01268,1.3449,2454,0.17866,0.50247
JP→JP,保険業,水産・農林業,1,1,H2,-0.01373,-0.86667,2454,0.38613,0.50247
JP→JP,保険業,海運業,1,1,H2,0.00714,0.22446,2454,0.8224,0.50329
JP→JP,保険業,石油・石炭製品,1,1,H2,0.02308,0.91199,2454,0.36178,0.50123
JP→JP,保険業,精密機器,1,1,H2,0.00614,0.59616,2454,0.55107,0.5111
JP→JP,保険業,繊維製品,1,1,H2,0.00204,0.18502,2454,0.85322,0.51604
JP→JP,保険業,証券、商品先物取引業,1,1,H2,0.02928,2.01829,2454,0.04356,0.52919
JP→JP,保険業,輸送用機器,1,1,H2,0.00825,0.62643,2454,0.53103,0.49836
JP→JP,保険業,金属製品,1,1,H2,0.00307,0.33021,2454,0.74124,0.50863
JP→JP,保険業,鉄鋼,1,1,H2,-0.00846,-0.56719,2454,0.57059,0.49424
JP→JP,保険業,鉱業,1,1,H2,0.01033,0.4729,2454,0.63628,0.50493
JP→JP,保険業,銀行業,1,1,H2,-0.00315,-0.16653,2454,0.86774,0.50658
JP→JP,保険業,電気・ガス業,1,1,H2,0.00339,0.18761,2454,0.85118,0.49918
JP→JP,保険業,電気機器,1,1,H2,0.01453,1.39449,2454,0.16317,0.50288
JP→JP,保険業,非鉄金属,1,1,H2,0.0025,0.14353,2454,0.88587,0.48931
JP→JP,保険業,食料品,1,1,H2,-0.01568,-1.17207,2454,0.24117,0.49712
JP→JP,化学,その他製品,1,1,H2,-0.00061,-0.03195,2454,0.97452,0.51069
JP→JP,化学,その他金融業,1,1,H2,-0.00134,-0.04934,2454,0.96065,0.50617
JP→JP,化学,ガラス・土石製品,1,1,H2,0.04627,1.58489,2454,0.11299,0.50123
JP→JP,化学,ゴム製品,1,1,H2,0.03759,0.85289,2454,0.39372,0.49671
JP→JP,化学,サービス業,1,1,H2,-0.01371,-0.50895,2454,0.61079,0.49836
JP→JP,化学,パルプ・紙,1,1,H2,-0.04249,-0.90682,2454,0.3645,0.49424
JP→JP,化学,不動産業,1,1,H2,-0.02576,-0.84402,2454,0.39866,0.49589
JP→JP,化学,保険業,1,1,H2,0.07396,1.6644,2454,0.09603,0.5148
JP→JP,化学,医薬品,1,1,H2,-0.01637,-0.48312,2454,0.62901,0.49465
JP→JP,化学,卸売業,1,1,H2,-0.00318,-0.22578,2454,0.82137,0.48561
JP→JP,化学,小売業,1,1,H2,-0.02202,-0.85689,2454,0.3915,0.49959
JP→JP,化学,建設業,1,1,H2,-0.01683,-0.61473,2454,0.53873,0.49959
JP→JP,化学,情報・通信業,1,1,H2,0.01665,0.50461,2454,0.61383,0.51234
JP→JP,化学,機械,1,1,H2,-0.00306,-0.12328,2454,0.90189,0.50206
JP→JP,化学,水産・農林業,1,1,H2,0.03078,0.72559,2454,0.46809,0.50041
JP→JP,化学,海運業,1,1,H2,0.04526,0.57657,2454,0.56423,0.4963
JP→JP,化学,石油・石炭製品,1,1,H2,0.00278,0.04441,2454,0.96458,0.50576
JP→JP,化学,精密機器,1,1,H2,-0.02824,-1.06019,2454,0.28906,0.49095
JP→JP,化学,繊維製品,1,1,H2,-0.02214,-0.82374,2454,0.41009,0.48931
JP→JP,化学,証券、商品先物取引業,1,1,H2,0.05483,1.5873,2454,0.11244,0.51234
JP→JP,化学,輸送用機器,1,1,H2,0.03283,0.98074,2454,0.32672,0.5111
JP→JP,化学,金属製品,1,1,H2,0.02554,1.09979,2454,0.27142,0.5222
JP→JP,化学,鉄鋼,1,1,H2,0.00789,0.20727,2454,0.8358,0.49383
JP→JP,化学,鉱業,1,1,H2,0.01211,0.21921,2454,0.82649,0.50288
JP→JP,化学,銀行業,1,1,H2,0.03599,0.75742,2454,0.4488,0.4963
JP→JP,化学,電気・ガス業,1,1,H2,-0.03304,-0.71565,2454,0.47421,0.49959
JP→JP,化学,電気機器,1,1,H2,-0.00522,-0.1761,2454,0.86022,0.50576
JP→JP,化学,非鉄金属,1,1,H2,0.05392,1.06127,2454,0.28857,0.51521
JP→JP,化学,食料品,1,1,H2,-0.02227,-0.63314,2454,0.52664,0.5
JP→JP,医薬品,その他製品,1,1,H2,-0.00467,-0.50684,2454,0.61227,0.49137
JP→JP,医薬品,その他金融業,1,1,H2,0.00928,0.66532,2454,0.50584,0.5
JP→JP,医薬品,ガラス・土石製品,1,1,H2,0.00504,0.39721,2454,0.69121,0.50082
JP→JP,医薬品,ゴム製品,1,1,H2,-0.01269,-0.60461,2454,0.54544,0.49712
JP→JP,医薬品,サービス業,1,1,H2,0.00294,0.22688,2454,0.82052,0.51768
JP→JP,医薬品,パルプ・紙,1,1,H2,0.04283,1.95684,2454,0.05037,0.49959
JP→JP,医薬品,不動産業,1,1,H2,0.01151,0.79967,2454,0.4239,0.49959
JP→JP,医薬品,保険業,1,1,H2,-0.01038,-0.49697,2454,0.61921,0.50041
JP→JP,医薬品,化学,1,1,H2,0.00909,1.02233,2454,0.30663,0.49507
JP→JP,医薬品,卸売業,1,1,H2,0.00807,1.24284,2454,0.21393,0.50411
JP→JP,医薬品,小売業,1,1,H2,-0.00313,-0.2586,2454,0.79594,0.49918
JP→JP,医薬品,建設業,1,1,H2,0.01729,1.37951,2454,0.16774,0.50082
JP→JP,医薬品,情報・通信業,1,1,H2,1e-05,0.00034,2454,0.99972,0.51521
JP→JP,医薬品,機械,1,1,H2,-0.01061,-0.92806,2454,0.35338,0.50411
JP→JP,医薬品,水産・農林業,1,1,H2,-0.02952,-1.56958,2454,0.11651,0.48109
JP→JP,医薬品,海運業,1,1,H2,-0.00596,-0.16114,2454,0.87198,0.49753
JP→JP,医薬品,石油・石炭製品,1,1,H2,-0.01563,-0.49285,2454,0.62212,0.50452
JP→JP,医薬品,精密機器,1,1,H2,0.00555,0.42275,2454,0.67248,0.50781
JP→JP,医薬品,繊維製品,1,1,H2,-0.00889,-0.64494,2454,0.51897,0.48314
JP→JP,医薬品,証券、商品先物取引業,1,1,H2,-0.01195,-0.66733,2454,0.50456,0.49794
JP→JP,医薬品,輸送用機器,1,1,H2,-0.03572,-2.19086,2454,0.02846,0.49013
JP→JP,医薬品,金属製品,1,1,H2,-0.00574,-0.50322,2454,0.61481,0.50699
JP→JP,医薬品,鉄鋼,1,1,H2,-0.00416,-0.23812,2454,0.81178,0.49013
JP→JP,医薬品,鉱業,1,1,H2,0.03715,1.44439,2454,0.14863,0.51069
JP→JP,医薬品,銀行業,1,1,H2,-0.01027,-0.45184,2454,0.65138,0.51069
JP→JP,医薬品,電気・ガス業,1,1,H2,-0.0017,-0.07591,2454,0.93949,0.48109
JP→JP,医薬品,電気機器,1,1,H2,0.0084,0.63658,2454,0.5244,0.50535
JP→JP,医薬品,非鉄金属,1,1,H2,-0.0052,-0.23789,2454,0.81196,0.50905
JP→JP,医薬品,食料品,1,1,H2,-0.01615,-1.02584,2454,0.30497,0.49465
JP→JP,卸売業,その他製品,1,1,H2,-0.03519,-1.44255,2454,0.14915,0.48232
JP→JP,卸売業,その他金融業,1,1,H2,-0.00203,-0.0576,2454,0.95407,0.51562
JP→JP,卸売業,ガラス・土石製品,1,1,H2,0.00021,0.00566,2454,0.99548,0.50905
JP→JP,卸売業,ゴム製品,1,1,H2,-0.03583,-0.64456,2454,0.51921,0.50699
JP→JP,卸売業,サービス業,1,1,H2,-0.01542,-0.43967,2454,0.66017,0.48972
JP→JP,卸売業,パルプ・紙,1,1,H2,-0.02887,-0.47784,2454,0.63276,0.49383
JP→JP,卸売業,不動産業,1,1,H2,0.01324,0.35037,2454,0.72606,0.51192
JP→JP,卸売業,保険業,1,1,H2,0.02308,0.41041,2454,0.68151,0.52508
JP→JP,卸売業,化学,1,1,H2,-0.00611,-0.25671,2454,0.7974,0.49424
JP→JP,卸売業,医薬品,1,1,H2,0.0271,0.59539,2454,0.55158,0.50576
JP→JP,卸売業,小売業,1,1,H2,-0.00636,-0.18717,2454,0.85153,0.48766
JP→JP,卸売業,建設業,1,1,H2,0.02301,0.66365,2454,0.50691,0.50905
JP→JP,卸売業,情報・通信業,1,1,H2,0.01513,0.37604,2454,0.70689,0.49137
JP→JP,卸売業,機械,1,1,H2,-0.02612,-0.83002,2454,0.40653,0.4852
JP→JP,卸売業,水産・農林業,1,1,H2,-0.0277,-0.53335,2454,0.59379,0.49507
JP→JP,卸売業,海運業,1,1,H2,0.12487,1.25725,2454,0.20866,0.51069
JP→JP,卸売業,石油・石炭製品,1,1,H2,-0.34008,-4.20962,2454,3e-05,0.48808
JP→JP,卸売業,精密機器,1,1,H2,-0.0052,-0.16168,2454,0.87156,0.50041
JP→JP,卸売業,繊維製品,1,1,H2,-0.00068,-0.01887,2454,0.98495,0.49219
JP→JP,卸売業,証券、商品先物取引業,1,1,H2,-0.0083,-0.18177,2454,0.85577,0.49959
JP→JP,卸売業,輸送用機器,1,1,H2,0.01663,0.3801,2454,0.70387,0.50493
JP→JP,卸売業,金属製品,1,1,H2,0.00733,0.24341,2454,0.80769,0.51028
JP→JP,卸売業,鉄鋼,1,1,H2,0.08684,1.77269,2454,0.07628,0.50247
JP→JP,卸売業,鉱業,1,1,H2,-0.07274,-1.04512,2454,0.29597,0.49507
JP→JP,卸売業,銀行業,1,1,H2,0.04756,0.76918,2454,0.44179,0.51562
JP→JP,卸売業,電気・ガス業,1,1,H2,0.00241,0.03896,2454,0.96893,0.49507
JP→JP,卸売業,電気機器,1,1,H2,-0.01325,-0.36695,2454,0.71365,0.49712
JP→JP,卸売業,非鉄金属,1,1,H2,0.03051,0.50434,2454,0.61402,0.50905
JP→JP,卸売業,食料品,1,1,H2,-0.05894,-1.27131,2454,0.20362,0.48808
JP→JP,小売業,その他製品,1,1,H2,-0.01223,-1.02645,2454,0.30468,0.48561
JP→JP,小売業,その他金融業,1,1,H2,0.00952,0.5317,2454,0.59493,0.51234
JP→JP,小売業,ガラス・土石製品,1,1,H2,-0.00222,-0.12086,2454,0.90381,0.49178
JP→JP,小売業,ゴム製品,1,1,H2,0.00835,0.29909,2454,0.76487,0.51275
JP→JP,小売業,サービス業,1,1,H2,0.00422,0.23091,2454,0.81739,0.4963
JP→JP,小売業,パルプ・紙,1,1,H2,0.01877,0.5986,2454,0.54944,0.50288
JP→JP,小売業,不動産業,1,1,H2,0.01817,0.91573,2454,0.35981,0.5037
JP→JP,小売業,保険業,1,1,H2,-0.013,-0.43737,2454,0.66184,0.50288
JP→JP,小売業,化学,1,1,H2,0.00878,0.70032,2454,0.48373,0.51234
JP→JP,小売業,医薬品,1,1,H2,0.00455,0.20341,2454,0.83882,0.49507
JP→JP,小売業,卸売業,1,1,H2,-0.00117,-0.12576,2454,0.89992,0.50987
JP→JP,小売業,建設業,1,1,H2,0.03748,2.14223,2454,0.03217,0.52385
JP→JP,小売業,情報・通信業,1,1,H2,-0.00825,-0.39123,2454,0.69563,0.49383
JP→JP,小売業,機械,1,1,H2,-0.02283,-1.37147,2454,0.17023,0.50411
JP→JP,小売業,水産・農林業,1,1,H2,-0.00696,-0.26054,2454,0.79445,0.50164
JP→JP,小売業,海運業,1,1,H2,-0.03778,-0.75197,2454,0.45207,0.48438
JP→JP,小売業,石油・石炭製品,1,1,H2,-0.04783,-1.15098,2454,0.24974,0.4815
JP→JP,小売業,精密機器,1,1,H2,-0.01145,-0.65322,2454,0.51361,0.49548
JP→JP,小売業,繊維製品,1,1,H2,0.03601,1.9867,2454,0.04696,0.51521
JP→JP,小売業,証券、商品先物取引業,1,1,H2,-0.03964,-1.65054,2454,0.09883,0.48725
JP→JP,小売業,輸送用機器,1,1,H2,-0.04534,-2.00475,2454,0.04499,0.49507
JP→JP,小売業,金属製品,1,1,H2,0.00169,0.10652,2454,0.91517,0.49301
JP→JP,小売業,鉄鋼,1,1,H2,0.00254,0.10908,2454,0.91314,0.51151
JP→JP,小売業,鉱業,1,1,H2,-0.04659,-1.30296,2454,0.19259,0.50822
JP→JP,小売業,銀行業,1,1,H2,-0.01738,-0.53963,2454,0.58945,0.49589
JP→JP,小売業,電気・ガス業,1,1,H2,0.00785,0.25918,2454,0.7955,0.50987
JP→JP,小売業,電気機器,1,1,H2,0.00361,0.1874,2454,0.85135,0.50452
JP→JP,小売業,非鉄金属,1,1,H2,-0.03578,-1.1471,2454,0.25134,0.49424
JP→JP,小売業,食料品,1,1,H2,0.01017,0.44621,2454,0.65544,0.4963
JP→JP,建設業,その他製品,1,1,H2,-0.01495,-1.09024,2454,0.27561,0.48931
JP→JP,建設業,その他金融業,1,1,H2,-0.00211,-0.11657,2454,0.9072,0.48561
JP→JP,建設業,ガラス・土石製品,1,1,H2,-0.02055,-1.00535,2454,0.31473,0.49383
JP→JP,建設業,ゴム製品,1,1,H2,-0.03359,-1.14904,2454,0.25054,0.49342
JP→JP,建設業,サービス業,1,1,H2,0.01773,0.9601,2454,0.33701,0.49836
JP→JP,建設業,パルプ・紙,1,1,H2,0.02481,0.7265,2454,0.46753,0.49424
JP→JP,建設業,不動産業,1,1,H2,0.01479,0.71602,2454,0.47398,0.50658
JP→JP,建設業,保険業,1,1,H2,0.00843,0.27707,2454,0.78173,0.49918
JP→JP,建設業,化学,1,1,H2,-0.01615,-1.28696,2454,0.19811,0.49137
JP→JP,建設業,医薬品,1,1,H2,-0.01095,-0.43974,2454,0.66013,0.49465
JP→JP,建設業,卸売業,1,1,H2,0.00357,0.36168,2454,0.71759,0.49959
JP→JP,建設業,小売業,1,1,H2,0.00981,0.54765,2454,0.58393,0.50041
JP→JP,建設業,情報・通信業,1,1,H2,0.00824,0.36762,2454,0.71315,0.49836
JP→JP,建設業,機械,1,1,H2,0.00243,0.14533,2454,0.88445,0.49137
JP→JP,建設業,水産・農林業,1,1,H2,0.00638,0.22801,2454,0.81964,0.50535
JP→JP,建設業,海運業,1,1,H2,0.08561,1.6002,2454,0.10955,0.51521
JP→JP,建設業,石油・石炭製品,1,1,H2,-0.05936,-1.30196,2454,0.19293,0.47451
JP→JP,建設業,精密機器,1,1,H2,-0.01549,-0.84797,2454,0.39645,0.47862
JP→JP,建設業,繊維製品,1,1,H2,-0.03049,-1.48986,2454,0.13626,0.4852
JP→JP,建設業,証券、商品先物取引業,1,1,H2,0.0252,0.99559,2454,0.31945,0.49671
JP→JP,建設業,輸送用機器,1,1,H2,-0.0219,-0.91542,2454,0.35997,0.49301
JP→JP,建設業,金属製品,1,1,H2,0.00163,0.09719,2454,0.92258,0.50411
JP→JP,建設業,鉄鋼,1,1,H2,-0.00716,-0.26932,2454,0.78769,0.50452
JP→JP,建設業,鉱業,1,1,H2,-0.02211,-0.56492,2454,0.57213,0.49219
JP→JP,建設業,銀行業,1,1,H2,0.05253,1.63615,2454,0.10181,0.5259
JP→JP,建設業,電気・ガス業,1,1,H2,-0.03667,-1.13545,2454,0.25619,0.49794
JP→JP,建設業,電気機器,1,1,H2,0.0141,0.7086,2454,0.47857,0.50576
JP→JP,建設業,非鉄金属,1,1,H2,-0.04999,-1.46438,2454,0.14309,0.47656
JP→JP,建設業,食料品,1,1,H2,-0.01618,-0.68557,2454,0.49299,0.4926
JP→JP,情報・通信業,その他製品,1,1,H2,-0.00841,-0.8749,2454,0.38163,0.5
JP→JP,情報・通信業,その他金融業,1,1,H2,0.02733,1.94979,2454,0.0512,0.5037
JP→JP,情報・通信業,ガラス・土石製品,1,1,H2,0.00069,0.04785,2454,0.96184,0.50041
JP→JP,情報・通信業,ゴム製品,1,1,H2,0.03897,1.70842,2454,0.08756,0.49753
JP→JP,情報・通信業,サービス業,1,1,H2,-0.00843,-0.62962,2454,0.52895,0.50576
JP→JP,情報・通信業,パルプ・紙,1,1,H2,0.00811,0.34484,2454,0.73021,0.50905
JP→JP,情報・通信業,不動産業,1,1,H2,0.02766,1.76513,2454,0.07754,0.49342
JP→JP,情報・通信業,保険業,1,1,H2,-0.00439,-0.19478,2454,0.84556,0.49013
JP→JP,情報・通信業,化学,1,1,H2,0.0175,1.87474,2454,0.06083,0.51521
JP→JP,情報・通信業,医薬品,1,1,H2,-0.02043,-1.14819,2454,0.25089,0.48643
JP→JP,情報・通信業,卸売業,1,1,H2,-0.00613,-0.83165,2454,0.40561,0.49712
JP→JP,情報・通信業,小売業,1,1,H2,-0.01331,-0.97034,2454,0.33188,0.48314
JP→JP,情報・通信業,建設業,1,1,H2,0.01258,0.93822,2454,0.34813,0.50123
JP→JP,情報・通信業,機械,1,1,H2,0.00756,0.60821,2454,0.54305,0.51933
JP→JP,情報・通信業,水産・農林業,1,1,H2,-0.03979,-1.99813,2454,0.0457,0.48314
JP→JP,情報・通信業,海運業,1,1,H2,0.05303,1.26512,2454,0.20583,0.51439
JP→JP,情報・通信業,石油・石炭製品,1,1,H2,0.02239,0.72064,2454,0.47113,0.50658
JP→JP,情報・通信業,精密機器,1,1,H2,-0.00949,-0.71569,2454,0.47419,0.49013
JP→JP,情報・通信業,繊維製品,1,1,H2,-0.01627,-1.14013,2454,0.25423,0.49589
JP→JP,情報・通信業,証券、商品先物取引業,1,1,H2,-0.00753,-0.41128,2454,0.68087,0.50905
JP→JP,情報・通信業,輸送用機器,1,1,H2,0.02073,1.13976,2454,0.25439,0.5111
JP→JP,情報・通信業,金属製品,1,1,H2,0.01023,0.84592,2454,0.39759,0.5074
JP→JP,情報・通信業,鉄鋼,1,1,H2,0.01126,0.55571,2454,0.57841,0.50946
JP→JP,情報・通信業,鉱業,1,1,H2,0.0314,1.12354,2454,0.26121,0.51028
JP→JP,情報・通信業,銀行業,1,1,H2,-0.00672,-0.27679,2454,0.78194,0.49465
JP→JP,情報・通信業,電気・ガス業,1,1,H2,-0.00256,-0.10948,2454,0.91282,0.49219
JP→JP,情報・通信業,電気機器,1,1,H2,0.01093,0.75623,2454,0.44951,0.51562
JP→JP,情報・通信業,非鉄金属,1,1,H2,-0.00159,-0.06152,2454,0.95094,0.50288
JP→JP,情報・通信業,食料品,1,1,H2,-0.00554,-0.30988,2454,0.75665,0.5
JP→JP,機械,その他製品,1,1,H2,0.01852,1.4377,2454,0.15052,0.50905
JP→JP,機械,その他金融業,1,1,H2,-0.00321,-0.16725,2454,0.86718,0.50781
JP→JP,機械,ガラス・土石製品,1,1,H2,0.00492,0.24642,2454,0.80536,0.51521
JP→JP,機械,ゴム製品,1,1,H2,-0.01612,-0.52688,2454,0.59828,0.49918
JP→JP,機械,サービス業,1,1,H2,-0.01422,-0.72806,2454,0.46658,0.50164
JP→JP,機械,パルプ・紙,1,1,H2,-0.02621,-0.81181,2454,0.4169,0.49671
JP→JP,機械,不動産業,1,1,H2,-0.00839,-0.41149,2454,0.68071,0.5
JP→JP,機械,保険業,1,1,H2,0.01241,0.40479,2454,0.68563,0.49013
JP→JP,機械,化学,1,1,H2,-0.02011,-1.49168,2454,0.13578,0.47985
JP→JP,機械,医薬品,1,1,H2,-0.02607,-1.08497,2454,0.27793,0.4963
JP→JP,機械,卸売業,1,1,H2,-0.00691,-0.70827,2454,0.47878,0.49301
JP→JP,機械,小売業,1,1,H2,-0.01942,-1.03979,2454,0.29844,0.48479
JP→JP,機械,建設業,1,1,H2,-0.02698,-1.42239,2454,0.15491,0.48396
JP→JP,機械,情報・通信業,1,1,H2,0.02517,1.09659,2454,0.27282,0.51069
JP→JP,機械,水産・農林業,1,1,H2,0.00736,0.25641,2454,0.79763,0.50699
JP→JP,機械,海運業,1,1,H2,0.03375,0.6804,2454,0.49625,0.5111
JP→JP,機械,石油・石炭製品,1,1,H2,0.00868,0.19422,2454,0.84601,0.50247
JP→JP,機械,精密機器,1,1,H2,0.00679,0.35769,2454,0.72057,0.50493
JP→JP,機械,繊維製品,1,1,H2,-0.01445,-0.72012,2454,0.47145,0.49424
JP→JP,機械,証券、商品先物取引業,1,1,H2,0.02872,1.117,2454,0.264,0.49836
JP→JP,機械,輸送用機器,1,1,H2,0.03329,1.43085,2454,0.15247,0.50699
JP→JP,機械,金属製品,1,1,H2,-0.01363,-0.80282,2454,0.42208,0.49178
JP→JP,機械,鉄鋼,1,1,H2,0.02201,0.88079,2454,0.37843,0.49548
JP→JP,機械,鉱業,1,1,H2,0.04212,1.13514,2454,0.25632,0.50041
