family,lead,target,w,tgt,half,slope,t,n,p,hit
JP→JP,電気機器,食料品,20,6-20,H1,-0.08522,-1.05359,2454,0.29207,0.49633
JP→JP,非鉄金属,その他製品,20,6-20,H1,0.04923,1.5305,2454,0.12589,0.54401
JP→JP,非鉄金属,その他金融業,20,6-20,H1,0.05696,0.78363,2454,0.43326,0.48981
JP→JP,非鉄金属,ガラス・土石製品,20,6-20,H1,-0.03315,-1.03151,2454,0.3023,0.47474
JP→JP,非鉄金属,ゴム製品,20,6-20,H1,-0.10366,-1.8292,2454,0.06737,0.47311
JP→JP,非鉄金属,サービス業,20,6-20,H1,0.04235,1.04107,2454,0.29784,0.52323
JP→JP,非鉄金属,パルプ・紙,20,6-20,H1,-0.16192,-2.10121,2454,0.03562,0.45884
JP→JP,非鉄金属,不動産業,20,6-20,H1,0.0281,0.39441,2454,0.69328,0.4837
JP→JP,非鉄金属,保険業,20,6-20,H1,0.0266,0.30036,2454,0.76391,0.52078
JP→JP,非鉄金属,化学,20,6-20,H1,-0.02739,-1.43032,2454,0.15262,0.46536
JP→JP,非鉄金属,医薬品,20,6-20,H1,-0.02954,-0.51609,2454,0.60579,0.51956
JP→JP,非鉄金属,卸売業,20,6-20,H1,-0.00521,-0.26898,2454,0.78794,0.49226
JP→JP,非鉄金属,小売業,20,6-20,H1,0.00432,0.10374,2454,0.91737,0.52689
JP→JP,非鉄金属,建設業,20,6-20,H1,-0.01822,-0.31829,2454,0.75027,0.50448
JP→JP,非鉄金属,情報・通信業,20,6-20,H1,0.02919,0.87662,2454,0.3807,0.51467
JP→JP,非鉄金属,機械,20,6-20,H1,0.02595,0.74244,2454,0.45782,0.51752
JP→JP,非鉄金属,水産・農林業,20,6-20,H1,-0.08743,-1.44099,2454,0.14959,0.48248
JP→JP,非鉄金属,海運業,20,6-20,H1,0.08769,0.90265,2454,0.36671,0.51059
JP→JP,非鉄金属,石油・石炭製品,20,6-20,H1,0.06598,0.80216,2454,0.42246,0.52119
JP→JP,非鉄金属,精密機器,20,6-20,H1,0.0295,0.5498,2454,0.58246,0.51345
JP→JP,非鉄金属,繊維製品,20,6-20,H1,-0.09277,-2.30526,2454,0.02115,0.48044
JP→JP,非鉄金属,証券、商品先物取引業,20,6-20,H1,0.00671,0.06426,2454,0.94876,0.46985
JP→JP,非鉄金属,輸送用機器,20,6-20,H1,0.02749,0.33755,2454,0.7357,0.48452
JP→JP,非鉄金属,金属製品,20,6-20,H1,-0.00162,-0.0535,2454,0.95734,0.47718
JP→JP,非鉄金属,鉄鋼,20,6-20,H1,-0.03787,-0.64737,2454,0.51739,0.51182
JP→JP,非鉄金属,鉱業,20,6-20,H1,0.02792,0.3866,2454,0.69905,0.51304
JP→JP,非鉄金属,銀行業,20,6-20,H1,-0.03903,-0.98955,2454,0.3224,0.48248
JP→JP,非鉄金属,電気・ガス業,20,6-20,H1,-0.12606,-1.27403,2454,0.20265,0.511
JP→JP,非鉄金属,電気機器,20,6-20,H1,0.04248,1.08832,2454,0.27645,0.51508
JP→JP,非鉄金属,食料品,20,6-20,H1,-0.062,-1.48664,2454,0.13711,0.4837
JP→JP,食料品,その他製品,20,6-20,H1,0.00215,0.06597,2454,0.9474,0.51345
JP→JP,食料品,その他金融業,20,6-20,H1,0.03908,0.46912,2454,0.63898,0.53912
JP→JP,食料品,ガラス・土石製品,20,6-20,H1,0.00305,0.08111,2454,0.93535,0.48166
JP→JP,食料品,ゴム製品,20,6-20,H1,0.12458,1.67531,2454,0.09387,0.54197
JP→JP,食料品,サービス業,20,6-20,H1,-0.03992,-0.88479,2454,0.37627,0.46985
JP→JP,食料品,パルプ・紙,20,6-20,H1,0.18767,2.14827,2454,0.03169,0.54319
JP→JP,食料品,不動産業,20,6-20,H1,0.04047,0.45787,2454,0.64705,0.53301
JP→JP,食料品,保険業,20,6-20,H1,0.11192,1.16528,2454,0.2439,0.52852
JP→JP,食料品,化学,20,6-20,H1,0.00603,0.27374,2454,0.78428,0.49919
JP→JP,食料品,医薬品,20,6-20,H1,0.06874,1.10096,2454,0.27092,0.49796
JP→JP,食料品,卸売業,20,6-20,H1,0.00613,0.27987,2454,0.77957,0.51467
JP→JP,食料品,小売業,20,6-20,H1,0.05315,1.07617,2454,0.28185,0.50204
JP→JP,食料品,建設業,20,6-20,H1,0.03614,0.58292,2454,0.55995,0.50244
JP→JP,食料品,情報・通信業,20,6-20,H1,0.00564,0.17237,2454,0.86315,0.49144
JP→JP,食料品,機械,20,6-20,H1,-0.06791,-1.4292,2454,0.15295,0.45518
JP→JP,食料品,水産・農林業,20,6-20,H1,0.0857,1.10442,2454,0.26941,0.51548
JP→JP,食料品,海運業,20,6-20,H1,0.00652,0.05835,2454,0.95347,0.51671
JP→JP,食料品,石油・石炭製品,20,6-20,H1,-0.1498,-1.71563,2454,0.08623,0.48411
JP→JP,食料品,精密機器,20,6-20,H1,-0.09243,-1.67615,2454,0.09371,0.47148
JP→JP,食料品,繊維製品,20,6-20,H1,0.08653,2.01396,2454,0.04401,0.51671
JP→JP,食料品,証券、商品先物取引業,20,6-20,H1,-0.0327,-0.30534,2454,0.76011,0.53871
JP→JP,食料品,輸送用機器,20,6-20,H1,-0.12836,-1.65015,2454,0.09891,0.50448
JP→JP,食料品,金属製品,20,6-20,H1,-0.03252,-0.90633,2454,0.36476,0.48329
JP→JP,食料品,鉄鋼,20,6-20,H1,0.00122,0.01892,2454,0.9849,0.47718
JP→JP,食料品,鉱業,20,6-20,H1,-0.00776,-0.09055,2454,0.92785,0.49389
JP→JP,食料品,銀行業,20,6-20,H1,0.07806,1.46185,2454,0.14378,0.54238
JP→JP,食料品,電気・ガス業,20,6-20,H1,0.10884,0.99359,2454,0.32042,0.49756
JP→JP,食料品,電気機器,20,6-20,H1,-0.08535,-2.15503,2454,0.03116,0.46903
JP→JP,食料品,非鉄金属,20,6-20,H1,-0.02766,-0.44767,2454,0.65439,0.47881
JP→JP,その他製品,その他金融業,20,6-20,H2,0.02888,0.43883,2435,0.66079,0.48994
JP→JP,その他製品,ガラス・土石製品,20,6-20,H2,-0.1778,-2.2592,2435,0.02387,0.45339
JP→JP,その他製品,ゴム製品,20,6-20,H2,-0.0899,-0.66489,2435,0.50612,0.52074
JP→JP,その他製品,サービス業,20,6-20,H2,0.10444,1.12564,2435,0.26032,0.52772
JP→JP,その他製品,パルプ・紙,20,6-20,H2,-0.14735,-1.10244,2435,0.27027,0.47023
JP→JP,その他製品,不動産業,20,6-20,H2,0.14636,1.5778,2435,0.11461,0.50678
JP→JP,その他製品,保険業,20,6-20,H2,0.05084,0.37412,2435,0.70832,0.49446
JP→JP,その他製品,化学,20,6-20,H2,-0.08366,-1.80375,2435,0.07127,0.46817
JP→JP,その他製品,医薬品,20,6-20,H2,0.24099,2.18848,2435,0.02863,0.5306
JP→JP,その他製品,卸売業,20,6-20,H2,0.01653,0.36719,2435,0.71348,0.48665
JP→JP,その他製品,小売業,20,6-20,H2,0.06978,1.14208,2435,0.25342,0.52526
JP→JP,その他製品,建設業,20,6-20,H2,-0.05065,-0.67611,2435,0.49897,0.49281
JP→JP,その他製品,情報・通信業,20,6-20,H2,0.18623,2.03706,2435,0.04164,0.52649
JP→JP,その他製品,機械,20,6-20,H2,-0.16615,-2.1985,2435,0.02791,0.47598
JP→JP,その他製品,水産・農林業,20,6-20,H2,0.00559,0.05346,2435,0.95737,0.48912
JP→JP,その他製品,海運業,20,6-20,H2,-0.00309,-0.01183,2435,0.99056,0.4616
JP→JP,その他製品,石油・石炭製品,20,6-20,H2,0.01521,0.06684,2435,0.94671,0.4809
JP→JP,その他製品,精密機器,20,6-20,H2,-0.03454,-0.42459,2435,0.67114,0.4961
JP→JP,その他製品,繊維製品,20,6-20,H2,-0.07282,-1.0249,2435,0.30541,0.47187
JP→JP,その他製品,証券、商品先物取引業,20,6-20,H2,0.07965,0.69845,2435,0.48489,0.51129
JP→JP,その他製品,輸送用機器,20,6-20,H2,-0.07694,-0.77018,2435,0.44119,0.48747
JP→JP,その他製品,金属製品,20,6-20,H2,-0.12985,-1.99393,2435,0.04616,0.4653
JP→JP,その他製品,鉄鋼,20,6-20,H2,-0.0033,-0.03301,2435,0.97367,0.51417
JP→JP,その他製品,鉱業,20,6-20,H2,-0.09618,-0.54301,2435,0.58712,0.46489
JP→JP,その他製品,銀行業,20,6-20,H2,-0.09422,-0.63987,2435,0.52226,0.46735
JP→JP,その他製品,電気・ガス業,20,6-20,H2,0.18463,1.0695,2435,0.28484,0.54661
JP→JP,その他製品,電気機器,20,6-20,H2,-0.1019,-1.07628,2435,0.2818,0.48747
JP→JP,その他製品,非鉄金属,20,6-20,H2,-0.10964,-0.81053,2435,0.41764,0.49487
JP→JP,その他製品,食料品,20,6-20,H2,0.06982,0.7739,2435,0.43899,0.51376
JP→JP,その他金融業,その他製品,20,6-20,H2,0.02673,0.721,2435,0.47091,0.49363
JP→JP,その他金融業,ガラス・土石製品,20,6-20,H2,0.00081,0.01418,2435,0.98868,0.49692
JP→JP,その他金融業,ゴム製品,20,6-20,H2,-0.05735,-0.62142,2435,0.53432,0.47228
JP→JP,その他金融業,サービス業,20,6-20,H2,-0.14502,-1.83838,2435,0.06601,0.48419
JP→JP,その他金融業,パルプ・紙,20,6-20,H2,0.00608,0.06129,2435,0.95113,0.5039
JP→JP,その他金融業,不動産業,20,6-20,H2,-0.11143,-1.84771,2435,0.06464,0.49856
JP→JP,その他金融業,保険業,20,6-20,H2,-0.27113,-3.07922,2435,0.00208,0.45503
JP→JP,その他金融業,化学,20,6-20,H2,0.04848,1.7092,2435,0.08741,0.52813
JP→JP,その他金融業,医薬品,20,6-20,H2,-0.03497,-0.46766,2435,0.64003,0.48789
JP→JP,その他金融業,卸売業,20,6-20,H2,0.04828,1.83042,2435,0.06719,0.50719
JP→JP,その他金融業,小売業,20,6-20,H2,0.0336,0.59302,2435,0.55317,0.52279
JP→JP,その他金融業,建設業,20,6-20,H2,0.00461,0.08087,2435,0.93554,0.4961
JP→JP,その他金融業,情報・通信業,20,6-20,H2,-0.01529,-0.19323,2435,0.84678,0.48131
JP→JP,その他金融業,機械,20,6-20,H2,-0.07429,-1.29028,2435,0.19695,0.46612
JP→JP,その他金融業,水産・農林業,20,6-20,H2,-0.0314,-0.40498,2435,0.6855,0.49897
JP→JP,その他金融業,海運業,20,6-20,H2,0.29467,1.61796,2435,0.10567,0.51006
JP→JP,その他金融業,石油・石炭製品,20,6-20,H2,-0.05541,-0.3843,2435,0.70076,0.50062
JP→JP,その他金融業,精密機器,20,6-20,H2,-0.03238,-0.65209,2435,0.51435,0.48542
JP→JP,その他金融業,繊維製品,20,6-20,H2,0.07931,1.21781,2435,0.2233,0.51622
JP→JP,その他金融業,証券、商品先物取引業,20,6-20,H2,-0.05418,-0.79852,2435,0.42457,0.49487
JP→JP,その他金融業,輸送用機器,20,6-20,H2,0.03002,0.46673,2435,0.64069,0.49815
JP→JP,その他金融業,金属製品,20,6-20,H2,0.06458,1.22535,2435,0.22044,0.52115
JP→JP,その他金融業,鉄鋼,20,6-20,H2,0.02587,0.31953,2435,0.74933,0.5117
JP→JP,その他金融業,鉱業,20,6-20,H2,0.05584,0.53855,2435,0.5902,0.48706
JP→JP,その他金融業,銀行業,20,6-20,H2,-0.05057,-0.54382,2435,0.58656,0.4846
JP→JP,その他金融業,電気・ガス業,20,6-20,H2,0.18775,1.97818,2435,0.04791,0.51704
JP→JP,その他金融業,電気機器,20,6-20,H2,0.04214,0.63091,2435,0.5281,0.51129
JP→JP,その他金融業,非鉄金属,20,6-20,H2,0.08548,0.80328,2435,0.42181,0.53511
JP→JP,その他金融業,食料品,20,6-20,H2,0.05234,0.69272,2435,0.48849,0.50062
JP→JP,ガラス・土石製品,その他製品,20,6-20,H2,-0.02854,-0.97324,2435,0.33043,0.45914
JP→JP,ガラス・土石製品,その他金融業,20,6-20,H2,0.02469,0.48955,2435,0.62445,0.51211
JP→JP,ガラス・土石製品,ゴム製品,20,6-20,H2,0.06737,0.88302,2435,0.37723,0.50185
JP→JP,ガラス・土石製品,サービス業,20,6-20,H2,-0.01889,-0.29885,2435,0.76506,0.49979
JP→JP,ガラス・土石製品,パルプ・紙,20,6-20,H2,0.12995,1.67665,2435,0.09361,0.51047
JP→JP,ガラス・土石製品,不動産業,20,6-20,H2,0.08121,1.54954,2435,0.12125,0.52074
JP→JP,ガラス・土石製品,保険業,20,6-20,H2,0.20599,3.24507,2435,0.00117,0.53552
JP→JP,ガラス・土石製品,化学,20,6-20,H2,-0.00334,-0.09555,2435,0.92388,0.46817
JP→JP,ガラス・土石製品,医薬品,20,6-20,H2,0.04516,0.59772,2435,0.55003,0.52485
JP→JP,ガラス・土石製品,卸売業,20,6-20,H2,-0.0554,-1.91194,2435,0.05588,0.46776
JP→JP,ガラス・土石製品,小売業,20,6-20,H2,0.05303,1.30716,2435,0.19116,0.5154
JP→JP,ガラス・土石製品,建設業,20,6-20,H2,0.06045,1.49092,2435,0.13598,0.51992
JP→JP,ガラス・土石製品,情報・通信業,20,6-20,H2,-0.11412,-1.75177,2435,0.07981,0.48706
JP→JP,ガラス・土石製品,機械,20,6-20,H2,-0.05719,-0.95452,2435,0.33982,0.46776
JP→JP,ガラス・土石製品,水産・農林業,20,6-20,H2,0.11451,1.86008,2435,0.06287,0.51704
JP→JP,ガラス・土石製品,海運業,20,6-20,H2,-0.15384,-1.02509,2435,0.30532,0.48542
JP→JP,ガラス・土石製品,石油・石炭製品,20,6-20,H2,0.10329,0.69738,2435,0.48556,0.52361
JP→JP,ガラス・土石製品,精密機器,20,6-20,H2,0.09904,1.80679,2435,0.0708,0.5191
JP→JP,ガラス・土石製品,繊維製品,20,6-20,H2,0.02295,0.44812,2435,0.65407,0.49815
JP→JP,ガラス・土石製品,証券、商品先物取引業,20,6-20,H2,0.19165,2.49007,2435,0.01277,0.56468
JP→JP,ガラス・土石製品,輸送用機器,20,6-20,H2,-0.03799,-0.66528,2435,0.50587,0.4809
JP→JP,ガラス・土石製品,金属製品,20,6-20,H2,-0.01801,-0.33929,2435,0.73439,0.50308
JP→JP,ガラス・土石製品,鉄鋼,20,6-20,H2,0.0037,0.05876,2435,0.95314,0.49363
JP→JP,ガラス・土石製品,鉱業,20,6-20,H2,-0.01992,-0.1523,2435,0.87895,0.48953
JP→JP,ガラス・土石製品,銀行業,20,6-20,H2,0.15942,1.99346,2435,0.04621,0.54784
JP→JP,ガラス・土石製品,電気・ガス業,20,6-20,H2,0.0271,0.26649,2435,0.78987,0.4694
JP→JP,ガラス・土石製品,電気機器,20,6-20,H2,-0.0388,-0.60228,2435,0.54699,0.49322
JP→JP,ガラス・土石製品,非鉄金属,20,6-20,H2,-0.14494,-1.21303,2435,0.22512,0.46858
JP→JP,ガラス・土石製品,食料品,20,6-20,H2,0.03572,0.60646,2435,0.54421,0.48172
JP→JP,ゴム製品,その他製品,20,6-20,H2,0.03585,1.74622,2435,0.08077,0.51458
JP→JP,ゴム製品,その他金融業,20,6-20,H2,-0.01919,-0.63736,2435,0.52389,0.49938
JP→JP,ゴム製品,ガラス・土石製品,20,6-20,H2,-0.07696,-2.06186,2435,0.03922,0.45051
JP→JP,ゴム製品,サービス業,20,6-20,H2,-0.03125,-0.6788,2435,0.49726,0.46407
JP→JP,ゴム製品,パルプ・紙,20,6-20,H2,0.06993,1.40018,2435,0.16146,0.50349
JP→JP,ゴム製品,不動産業,20,6-20,H2,0.03226,0.87818,2435,0.37985,0.50472
JP→JP,ゴム製品,保険業,20,6-20,H2,-0.08611,-1.64117,2435,0.10076,0.47844
JP→JP,ゴム製品,化学,20,6-20,H2,-0.03665,-1.92086,2435,0.05475,0.46283
JP→JP,ゴム製品,医薬品,20,6-20,H2,0.0153,0.28649,2435,0.7745,0.46858
JP→JP,ゴム製品,卸売業,20,6-20,H2,0.04238,2.37887,2435,0.01737,0.53224
JP→JP,ゴム製品,小売業,20,6-20,H2,0.06007,1.74713,2435,0.08061,0.54702
JP→JP,ゴム製品,建設業,20,6-20,H2,0.05516,1.77694,2435,0.07558,0.53511
JP→JP,ゴム製品,情報・通信業,20,6-20,H2,-0.0244,-0.56674,2435,0.57089,0.46448
JP→JP,ゴム製品,機械,20,6-20,H2,-0.08776,-2.174,2435,0.02971,0.4501
JP→JP,ゴム製品,水産・農林業,20,6-20,H2,0.03873,0.71561,2435,0.47423,0.48624
JP→JP,ゴム製品,海運業,20,6-20,H2,0.06857,0.61812,2435,0.5365,0.51294
JP→JP,ゴム製品,石油・石炭製品,20,6-20,H2,0.00799,0.09564,2435,0.92381,0.53306
JP→JP,ゴム製品,精密機器,20,6-20,H2,-0.01671,-0.58011,2435,0.56184,0.47515
JP→JP,ゴム製品,繊維製品,20,6-20,H2,0.05724,1.85658,2435,0.06337,0.52567
JP→JP,ゴム製品,証券、商品先物取引業,20,6-20,H2,0.02985,0.54581,2435,0.5852,0.51335
JP→JP,ゴム製品,輸送用機器,20,6-20,H2,0.00317,0.07681,2435,0.93878,0.5076
JP→JP,ゴム製品,金属製品,20,6-20,H2,0.02915,1.07206,2435,0.28369,0.54374
JP→JP,ゴム製品,鉄鋼,20,6-20,H2,0.06037,1.27496,2435,0.20232,0.53429
JP→JP,ゴム製品,鉱業,20,6-20,H2,0.05943,0.79956,2435,0.42396,0.51951
JP→JP,ゴム製品,銀行業,20,6-20,H2,0.06281,1.0111,2435,0.31197,0.5384
JP→JP,ゴム製品,電気・ガス業,20,6-20,H2,0.08949,1.43252,2435,0.15199,0.5191
JP→JP,ゴム製品,電気機器,20,6-20,H2,-0.06307,-1.18762,2435,0.23498,0.48296
JP→JP,ゴム製品,非鉄金属,20,6-20,H2,-0.03899,-0.64776,2435,0.51714,0.49692
JP→JP,ゴム製品,食料品,20,6-20,H2,0.06132,1.32215,2435,0.18612,0.50924
JP→JP,サービス業,その他製品,20,6-20,H2,0.0077,0.22177,2435,0.8245,0.51294
JP→JP,サービス業,その他金融業,20,6-20,H2,0.1393,3.49094,2435,0.00048,0.57659
JP→JP,サービス業,ガラス・土石製品,20,6-20,H2,0.03984,0.8024,2435,0.42232,0.51951
JP→JP,サービス業,ゴム製品,20,6-20,H2,0.02922,0.355,2435,0.72259,0.49076
JP→JP,サービス業,パルプ・紙,20,6-20,H2,0.03344,0.43851,2435,0.66102,0.53717
JP→JP,サービス業,不動産業,20,6-20,H2,0.05751,1.1699,2435,0.24204,0.52772
JP→JP,サービス業,保険業,20,6-20,H2,-0.01553,-0.19564,2435,0.84489,0.50883
JP→JP,サービス業,化学,20,6-20,H2,0.02126,0.76055,2435,0.44693,0.51786
JP→JP,サービス業,医薬品,20,6-20,H2,-0.0979,-1.6087,2435,0.10768,0.45955
JP→JP,サービス業,卸売業,20,6-20,H2,0.00705,0.2668,2435,0.78962,0.52074
JP→JP,サービス業,小売業,20,6-20,H2,-0.09085,-2.32453,2435,0.0201,0.45585
JP→JP,サービス業,建設業,20,6-20,H2,-0.05279,-1.19473,2435,0.23219,0.4768
JP→JP,サービス業,情報・通信業,20,6-20,H2,0.00749,0.11525,2435,0.90825,0.52033
JP→JP,サービス業,機械,20,6-20,H2,0.05695,1.23799,2435,0.21572,0.52813
JP→JP,サービス業,水産・農林業,20,6-20,H2,-0.15681,-2.75802,2435,0.00582,0.46242
JP→JP,サービス業,海運業,20,6-20,H2,-0.06406,-0.40003,2435,0.68914,0.50801
JP→JP,サービス業,石油・石炭製品,20,6-20,H2,-0.03909,-0.33447,2435,0.73803,0.47146
JP→JP,サービス業,精密機器,20,6-20,H2,-0.01424,-0.30478,2435,0.76053,0.51294
JP→JP,サービス業,繊維製品,20,6-20,H2,0.05221,0.93963,2435,0.34741,0.51088
JP→JP,サービス業,証券、商品先物取引業,20,6-20,H2,-0.029,-0.42622,2435,0.66995,0.48296
JP→JP,サービス業,輸送用機器,20,6-20,H2,0.08458,1.43349,2435,0.15172,0.51417
JP→JP,サービス業,金属製品,20,6-20,H2,0.07071,1.82655,2435,0.06777,0.54784
JP→JP,サービス業,鉄鋼,20,6-20,H2,0.00644,0.10784,2435,0.91412,0.49897
JP→JP,サービス業,鉱業,20,6-20,H2,-0.02204,-0.20742,2435,0.83568,0.50883
JP→JP,サービス業,銀行業,20,6-20,H2,-0.06196,-0.85396,2435,0.39313,0.48747
JP→JP,サービス業,電気・ガス業,20,6-20,H2,-0.05875,-0.76571,2435,0.44385,0.50842
JP→JP,サービス業,電気機器,20,6-20,H2,0.05309,1.05685,2435,0.29058,0.52238
JP→JP,サービス業,非鉄金属,20,6-20,H2,0.02066,0.26257,2435,0.79288,0.50021
JP→JP,サービス業,食料品,20,6-20,H2,-0.12305,-2.62742,2435,0.0086,0.47803
JP→JP,パルプ・紙,その他製品,20,6-20,H2,-0.01119,-0.44134,2435,0.65897,0.52772
JP→JP,パルプ・紙,その他金融業,20,6-20,H2,-0.05208,-1.53378,2435,0.12508,0.45503
JP→JP,パルプ・紙,ガラス・土石製品,20,6-20,H2,-0.06596,-1.90446,2435,0.05685,0.44805
JP→JP,パルプ・紙,ゴム製品,20,6-20,H2,-0.00492,-0.08149,2435,0.93505,0.47269
JP→JP,パルプ・紙,サービス業,20,6-20,H2,0.02962,0.76422,2435,0.44474,0.51745
JP→JP,パルプ・紙,不動産業,20,6-20,H2,-0.00194,-0.05046,2435,0.95975,0.50637
JP→JP,パルプ・紙,保険業,20,6-20,H2,-0.13147,-2.39133,2435,0.01679,0.48172
JP→JP,パルプ・紙,化学,20,6-20,H2,-0.00452,-0.2297,2435,0.81832,0.50554
JP→JP,パルプ・紙,医薬品,20,6-20,H2,0.01619,0.32642,2435,0.74411,0.52115
JP→JP,パルプ・紙,卸売業,20,6-20,H2,0.01209,0.66973,2435,0.50303,0.50349
JP→JP,パルプ・紙,小売業,20,6-20,H2,-0.01104,-0.39694,2435,0.69141,0.50513
JP→JP,パルプ・紙,建設業,20,6-20,H2,-0.01995,-0.64326,2435,0.52006,0.47105
JP→JP,パルプ・紙,情報・通信業,20,6-20,H2,0.03123,0.69575,2435,0.48658,0.51622
JP→JP,パルプ・紙,機械,20,6-20,H2,0.01292,0.41051,2435,0.68143,0.49446
JP→JP,パルプ・紙,水産・農林業,20,6-20,H2,0.00266,0.06345,2435,0.94941,0.5347
JP→JP,パルプ・紙,海運業,20,6-20,H2,0.26414,2.25011,2435,0.02444,0.54825
JP→JP,パルプ・紙,石油・石炭製品,20,6-20,H2,-0.00289,-0.03567,2435,0.97154,0.49035
JP→JP,パルプ・紙,精密機器,20,6-20,H2,0.00421,0.12859,2435,0.89768,0.51376
JP→JP,パルプ・紙,繊維製品,20,6-20,H2,-0.03091,-0.74504,2435,0.45625,0.47967
JP→JP,パルプ・紙,証券、商品先物取引業,20,6-20,H2,-0.02915,-0.6332,2435,0.5266,0.45914
JP→JP,パルプ・紙,輸送用機器,20,6-20,H2,-0.02064,-0.53533,2435,0.59242,0.48706
JP→JP,パルプ・紙,金属製品,20,6-20,H2,-0.00778,-0.29543,2435,0.76767,0.50021
JP→JP,パルプ・紙,鉄鋼,20,6-20,H2,0.00027,0.00606,2435,0.99517,0.49815
JP→JP,パルプ・紙,鉱業,20,6-20,H2,0.08833,1.20943,2435,0.2265,0.51211
JP→JP,パルプ・紙,銀行業,20,6-20,H2,-0.06022,-1.13749,2435,0.25533,0.44887
JP→JP,パルプ・紙,電気・ガス業,20,6-20,H2,0.06508,1.06573,2435,0.28654,0.51253
JP→JP,パルプ・紙,電気機器,20,6-20,H2,0.01446,0.36843,2435,0.71256,0.4961
JP→JP,パルプ・紙,非鉄金属,20,6-20,H2,0.08899,1.72418,2435,0.08467,0.51335
JP→JP,パルプ・紙,食料品,20,6-20,H2,-0.01464,-0.36691,2435,0.71369,0.51006
JP→JP,不動産業,その他製品,20,6-20,H2,0.01499,0.47339,2435,0.63593,0.47515
JP→JP,不動産業,その他金融業,20,6-20,H2,0.00519,0.12611,2435,0.89964,0.5117
JP→JP,不動産業,ガラス・土石製品,20,6-20,H2,-0.02071,-0.40104,2435,0.68839,0.46612
JP→JP,不動産業,ゴム製品,20,6-20,H2,-0.15249,-2.0811,2435,0.03742,0.45298
JP→JP,不動産業,サービス業,20,6-20,H2,-0.06151,-0.99233,2435,0.32104,0.52731
JP→JP,不動産業,パルプ・紙,20,6-20,H2,-0.05892,-0.71899,2435,0.47215,0.49856
JP→JP,不動産業,保険業,20,6-20,H2,-0.11525,-1.46043,2435,0.14417,0.46119
JP→JP,不動産業,化学,20,6-20,H2,0.0075,0.23396,2435,0.81502,0.51704
JP→JP,不動産業,医薬品,20,6-20,H2,-0.00411,-0.05841,2435,0.95342,0.51129
JP→JP,不動産業,卸売業,20,6-20,H2,0.02259,0.80356,2435,0.42165,0.49199
JP→JP,不動産業,小売業,20,6-20,H2,-0.06773,-1.91065,2435,0.05605,0.47885
JP→JP,不動産業,建設業,20,6-20,H2,-0.02917,-0.68066,2435,0.49609,0.47187
JP→JP,不動産業,情報・通信業,20,6-20,H2,0.03006,0.40027,2435,0.68896,0.51376
JP→JP,不動産業,機械,20,6-20,H2,0.00021,0.00439,2435,0.99649,0.48542
JP→JP,不動産業,水産・農林業,20,6-20,H2,-0.07667,-1.27487,2435,0.20236,0.49446
JP→JP,不動産業,海運業,20,6-20,H2,0.29356,2.42038,2435,0.0155,0.51294
JP→JP,不動産業,石油・石炭製品,20,6-20,H2,-0.00788,-0.07213,2435,0.9425,0.48378
JP→JP,不動産業,精密機器,20,6-20,H2,0.05387,1.32157,2435,0.18631,0.49979
JP→JP,不動産業,繊維製品,20,6-20,H2,0.04039,0.64229,2435,0.52068,0.48706
JP→JP,不動産業,証券、商品先物取引業,20,6-20,H2,-0.05021,-0.93226,2435,0.3512,0.48378
JP→JP,不動産業,輸送用機器,20,6-20,H2,0.00461,0.07585,2435,0.93954,0.48214
JP→JP,不動産業,金属製品,20,6-20,H2,0.0465,0.97687,2435,0.32864,0.51745
JP→JP,不動産業,鉄鋼,20,6-20,H2,-0.05017,-0.74433,2435,0.45668,0.46776
JP→JP,不動産業,鉱業,20,6-20,H2,0.06485,0.64006,2435,0.52213,0.4883
JP→JP,不動産業,銀行業,20,6-20,H2,0.01845,0.22652,2435,0.8208,0.49897
JP→JP,不動産業,電気・ガス業,20,6-20,H2,0.06276,0.76187,2435,0.44614,0.52402
JP→JP,不動産業,電気機器,20,6-20,H2,0.07581,1.26916,2435,0.20439,0.52567
JP→JP,不動産業,非鉄金属,20,6-20,H2,0.07548,0.94671,2435,0.34378,0.49938
JP→JP,不動産業,食料品,20,6-20,H2,-0.0501,-0.89457,2435,0.37102,0.50267
JP→JP,保険業,その他製品,20,6-20,H2,-0.01941,-0.84922,2435,0.39576,0.47885
JP→JP,保険業,その他金融業,20,6-20,H2,-0.01728,-0.54321,2435,0.58698,0.49815
JP→JP,保険業,ガラス・土石製品,20,6-20,H2,-0.04417,-1.12048,2435,0.26251,0.45503
JP→JP,保険業,ゴム製品,20,6-20,H2,-0.06876,-1.42819,2435,0.15324,0.4616
JP→JP,保険業,サービス業,20,6-20,H2,-0.01621,-0.4228,2435,0.67244,0.48665
JP→JP,保険業,パルプ・紙,20,6-20,H2,0.00788,0.17325,2435,0.86246,0.4924
JP→JP,保険業,不動産業,20,6-20,H2,-0.00267,-0.08008,2435,0.93617,0.49528
JP→JP,保険業,化学,20,6-20,H2,-0.01825,-1.07158,2435,0.28391,0.48871
JP→JP,保険業,医薬品,20,6-20,H2,0.01563,0.30146,2435,0.76306,0.50595
JP→JP,保険業,卸売業,20,6-20,H2,-0.01197,-0.59738,2435,0.55025,0.49322
JP→JP,保険業,小売業,20,6-20,H2,0.04685,1.36103,2435,0.1735,0.54086
JP→JP,保険業,建設業,20,6-20,H2,-0.02797,-0.8304,2435,0.40631,0.4846
