target,combo,k,signs,disc_auc,val_auc,val_ba,p,g1,g2,g3
T1_breakout,Q1,1,−,0.5442,0.5119,0.4829,0.3194,False,True,False
T1_breakout,Q2,1,−,0.5376,0.5259,0.5261,0.2294,False,True,False
T1_breakout,Q3,1,−,0.5544,0.4804,0.4943,0.5654,False,False,False
T1_breakout,Q4,1,−,0.5164,0.5335,0.5428,0.1873,False,True,False
T1_breakout,B1,1,−,0.5279,0.5236,0.5192,0.2424,False,True,False
T1_breakout,B2,1,−,0.5577,0.5186,0.511,0.2736,False,True,False
T1_breakout,M1,1,−,0.5311,0.4954,0.4941,0.4429,False,False,False
T1_breakout,M2,1,+,0.5167,0.5929,0.5696,0.025,False,True,True
T1_breakout,M3,1,−,0.5751,0.4943,0.4545,0.4519,False,False,False
T1_breakout,M4,1,−,0.5007,0.5014,0.473,0.3962,False,True,False
T1_breakout,M5,1,−,0.531,0.5038,0.5,0.3783,False,True,False
T1_breakout,M6,1,+,0.5075,0.5003,0.5,0.4045,False,True,False
T1_breakout,R1,1,−,0.5403,0.4844,0.4987,0.5325,False,False,False
T1_breakout,R2,1,+,0.5362,0.4787,0.4898,0.5784,False,False,False
T1_breakout,R3,1,−,0.5613,0.4731,0.5134,0.6229,False,False,False
T1_breakout,R4,1,−,0.5417,0.552,0.5609,0.1087,False,True,True
T1_breakout,R5,1,−,0.5555,0.5048,0.5168,0.371,False,True,False
T1_breakout,C1,1,+,0.554,0.4977,0.4972,0.425,False,False,False
T1_breakout,C2,1,+,0.5246,0.5682,0.5169,0.0633,False,True,True
T1_breakout,V1,1,−,0.5242,0.5886,0.5798,0.0297,False,True,True
T1_breakout,U1,1,+,0.5271,0.4773,0.5,0.5897,False,False,False
T1_breakout,U2,1,−,0.5053,0.4624,0.4732,0.7051,False,False,False
T1_breakout,T1,1,−,0.5447,0.5562,0.538,0.0953,False,True,True
T1_breakout,T2,1,−,0.543,0.5084,0.5058,0.3445,False,True,False
T1_breakout,T3,1,−,0.5538,0.4865,0.4603,0.5151,False,False,False
T1_breakout,E1,1,−,0.6017,0.5209,0.5266,0.2591,False,True,False
T1_breakout,E2,1,−,0.5407,0.4647,0.4693,0.6877,False,False,False
T1_breakout,E3,1,−,0.5087,0.5771,0.5877,0.0459,False,True,True
T1_breakout,E4,1,+,0.5805,0.5231,0.4595,0.2454,False,True,False
T1_breakout,H1,1,−,0.5162,0.5198,0.5326,0.2659,False,True,False
T1_breakout,S01,1,+,0.5694,0.5589,0.5237,0.0869,False,True,True
T1_breakout,S02,1,−,0.5094,0.4614,0.4883,0.7124,False,False,False
T1_breakout,S03,1,+,0.537,0.5595,0.5523,0.0851,False,True,True
T1_breakout,S04,1,−,0.5417,0.5171,0.5249,0.2834,False,True,False
T1_breakout,S05,1,+,0.5891,0.4708,0.4954,0.6412,False,False,False
T1_breakout,S06,1,+,0.5521,0.5699,0.5628,0.0596,False,True,True
T1_breakout,S07,1,−,0.5035,0.4736,0.4751,0.6192,False,False,False
T1_breakout,S08,1,−,0.526,0.46,0.4771,0.722,False,False,False
T1_breakout,S09,1,−,0.561,0.4959,0.502,0.4394,False,False,False
T1_breakout,S10,1,−,0.531,0.5198,0.5082,0.2659,False,True,False
T1_breakout,S11,1,−,0.528,0.5355,0.53,0.1771,False,True,False
T1_breakout,S12,1,+,0.5211,0.5097,0.5043,0.3346,False,True,False
T1_breakout,S13,1,+,0.5238,0.4729,0.4713,0.6248,False,False,False
T1_breakout,S14,1,+,0.5412,0.5936,0.5802,0.0244,False,True,True
T1_breakout,S15,1,−,0.5205,0.5243,0.5009,0.2386,False,True,False
T1_breakout,E5,1,+,,0.5488,,0.1199,False,False,False
T1_breakout,S16,1,+,0.5148,0.4831,0.4635,0.5427,False,False,False
T1_breakout,Q1 + Q2,2,−−,0.557,0.518,0.4829,0.2777,False,True,False
T1_breakout,Q1 + Q3,2,−−,0.5585,0.4824,0.4829,0.5487,False,False,False
T1_breakout,Q1 + Q4,2,−−,0.5829,0.5398,0.5303,0.1571,False,True,False
T1_breakout,Q1 + B1,2,−−,0.556,0.5199,0.5288,0.2656,False,True,False
T1_breakout,Q1 + B2,2,−−,0.5639,0.5126,0.4857,0.3143,False,True,False
T1_breakout,Q1 + M1,2,−−,0.58,0.4866,0.4581,0.5146,False,False,False
T1_breakout,Q1 + M2,2,−+,0.5627,0.5614,0.5262,0.0799,False,True,True
T1_breakout,Q1 + M3,2,−−,0.5883,0.499,0.5332,0.4149,False,False,False
T1_breakout,Q1 + M4,2,−−,0.5896,0.5122,0.5382,0.3167,False,True,False
T1_breakout,Q1 + M5,2,−−,0.5586,0.5048,0.5065,0.371,False,True,False
T1_breakout,Q1 + M6,2,−+,0.5541,0.5311,0.5169,0.2001,False,True,False
T1_breakout,Q1 + R1,2,−−,0.5604,0.4938,0.4874,0.4557,False,False,False
T1_breakout,Q1 + R2,2,−+,0.5677,0.4819,0.4529,0.5531,False,False,False
T1_breakout,Q1 + R3,2,−−,0.5991,0.4673,0.5161,0.6687,False,False,False
T1_breakout,Q1 + R4,2,−−,0.5708,0.5604,0.5425,0.0826,False,True,True
T1_breakout,Q1 + R5,2,−−,0.5835,0.5106,0.5051,0.3285,False,True,False
T1_breakout,Q1 + C1,2,−+,0.5662,0.5109,0.4804,0.3261,False,True,False
T1_breakout,Q1 + C2,2,−+,0.5624,0.5552,0.5014,0.0982,False,True,True
T1_breakout,Q1 + V1,2,−−,0.5517,0.5817,0.51,0.0383,False,True,True
T1_breakout,Q1 + U1,2,−+,0.5799,0.4883,0.5164,0.5007,False,False,False
T1_breakout,Q1 + U2,2,−−,0.55,0.4648,0.4993,0.6874,False,False,False
T1_breakout,Q1 + T1,2,−−,0.593,0.5377,0.5448,0.1667,False,True,False
T1_breakout,Q1 + T2,2,−−,0.5784,0.5214,0.4684,0.2556,False,True,False
T1_breakout,Q1 + T3,2,−−,0.61,0.4928,0.5007,0.4636,False,False,False
T1_breakout,Q1 + E1,2,−−,0.6047,0.5181,0.5111,0.2774,False,True,False
T1_breakout,Q1 + E2,2,−−,0.5638,0.4559,0.4609,0.7501,False,False,False
T1_breakout,Q1 + E3,2,−−,0.5751,0.5801,0.5616,0.0408,False,True,True
T1_breakout,Q1 + E4,2,−+,0.5889,0.523,0.5314,0.2463,False,True,False
T1_breakout,Q1 + H1,2,−−,0.5485,0.5194,0.5051,0.2686,False,True,False
T1_breakout,Q1 + S01,2,−+,0.6167,0.5562,0.5626,0.095,False,True,True
T1_breakout,Q1 + S02,2,−−,0.5622,0.472,0.4801,0.6317,False,False,False
T1_breakout,Q1 + S03,2,−+,0.5918,0.5535,0.543,0.1036,False,True,True
T1_breakout,Q1 + S04,2,−−,0.5811,0.5499,0.5527,0.1161,False,True,False
T1_breakout,Q1 + S05,2,−+,0.6281,0.4707,0.4928,0.6423,False,False,False
T1_breakout,Q1 + S06,2,−+,0.5851,0.5452,0.5667,0.1338,False,True,False
T1_breakout,Q1 + S07,2,−−,0.5569,0.4816,0.4875,0.5551,False,False,False
T1_breakout,Q1 + S08,2,−−,0.575,0.4747,0.487,0.6111,False,False,False
T1_breakout,Q1 + S09,2,−−,0.6306,0.4947,0.5139,0.449,False,False,False
T1_breakout,Q1 + S10,2,−−,0.5548,0.5158,0.5206,0.2924,False,True,False
T1_breakout,Q1 + S11,2,−−,0.5991,0.5443,0.5037,0.1374,False,True,False
T1_breakout,Q1 + S12,2,−+,0.5835,0.5183,0.4836,0.276,False,True,False
T1_breakout,Q1 + S13,2,−+,0.5759,0.5298,0.5311,0.2073,False,True,False
T1_breakout,Q1 + S14,2,−+,0.587,0.5897,0.5746,0.0284,False,True,True
T1_breakout,Q1 + S15,2,−−,0.5887,0.5239,0.501,0.2405,False,True,False
T1_breakout,Q1 + E5,2,−+,,0.5256,,0.231,False,False,False
T1_breakout,Q1 + S16,2,−+,0.5712,0.4825,0.4829,0.548,False,False,False
T1_breakout,Q2 + Q3,2,−−,0.555,0.5012,0.5162,0.3977,False,True,False
T1_breakout,Q2 + Q4,2,−−,0.56,0.5535,0.5535,0.1037,False,True,True
T1_breakout,Q2 + B1,2,−−,0.5517,0.5259,0.5377,0.2294,False,True,False
T1_breakout,Q2 + B2,2,−−,0.5487,0.5199,0.5135,0.2656,False,True,False
T1_breakout,Q2 + M1,2,−−,0.5385,0.5415,0.4929,0.1493,False,True,False
T1_breakout,Q2 + M2,2,−+,0.5373,0.5852,0.5412,0.0338,False,True,True
T1_breakout,Q2 + M3,2,−−,0.5581,0.5107,0.5286,0.3279,False,True,False
T1_breakout,Q2 + M4,2,−−,0.5345,0.5219,0.5202,0.253,False,True,False
T1_breakout,Q2 + M5,2,−−,0.5549,0.522,0.4862,0.2524,False,True,False
T1_breakout,Q2 + M6,2,−+,0.5526,0.5408,0.5447,0.1526,False,True,False
T1_breakout,Q2 + R1,2,−−,0.5476,0.5041,0.5251,0.3757,False,True,False
T1_breakout,Q2 + R2,2,−+,0.5276,0.4876,0.5086,0.5063,False,False,False
T1_breakout,Q2 + R3,2,−−,0.5665,0.511,0.5371,0.3258,False,True,False
T1_breakout,Q2 + R4,2,−−,0.5513,0.5543,0.5296,0.1009,False,True,True
T1_breakout,Q2 + R5,2,−−,0.5606,0.5141,0.4978,0.3043,False,True,False
T1_breakout,Q2 + C1,2,−+,0.5458,0.5367,0.4734,0.1713,False,True,False
T1_breakout,Q2 + C2,2,−+,0.5397,0.5542,0.5069,0.1014,False,True,True
T1_breakout,Q2 + V1,2,−−,0.5312,0.5961,0.5522,0.0222,False,True,True
T1_breakout,Q2 + U1,2,−+,0.53,0.4909,0.4683,0.4792,False,False,False
T1_breakout,Q2 + U2,2,−−,0.5256,0.475,0.4937,0.6081,False,False,False
T1_breakout,Q2 + T1,2,−−,0.5712,0.5642,0.5713,0.0726,False,True,True
T1_breakout,Q2 + T2,2,−−,0.5594,0.5179,0.5089,0.2786,False,True,False
T1_breakout,Q2 + T3,2,−−,0.5936,0.5058,0.5267,0.3633,False,True,False
T1_breakout,Q2 + E1,2,−−,0.5915,0.5385,0.5048,0.1626,False,True,False
T1_breakout,Q2 + E2,2,−−,0.5472,0.4694,0.46,0.6526,False,False,False
T1_breakout,Q2 + E3,2,−−,0.5447,0.5849,0.5702,0.0342,False,True,True
T1_breakout,Q2 + E4,2,−+,0.5766,0.5274,0.4847,0.2207,False,True,False
T1_breakout,Q2 + H1,2,−−,0.5323,0.5305,0.516,0.2032,False,True,False
T1_breakout,Q2 + S01,2,−+,0.5779,0.5593,0.5409,0.0857,False,True,True
T1_breakout,Q2 + S02,2,−−,0.5316,0.4819,0.4883,0.5528,False,False,False
T1_breakout,Q2 + S03,2,−+,0.559,0.5674,0.5656,0.0651,False,True,True
T1_breakout,Q2 + S04,2,−−,0.5615,0.5372,0.5221,0.1689,False,True,False
T1_breakout,Q2 + S05,2,−+,0.6054,0.4883,0.5003,0.5007,False,False,False
T1_breakout,Q2 + S06,2,−+,0.5696,0.567,0.5801,0.0662,False,True,True
T1_breakout,Q2 + S07,2,−−,0.5149,0.4855,0.498,0.5233,False,False,False
T1_breakout,Q2 + S08,2,−−,0.5384,0.4834,0.4783,0.5406,False,False,False
T1_breakout,Q2 + S09,2,−−,0.5716,0.5058,0.4908,0.3635,False,True,False
T1_breakout,Q2 + S10,2,−−,0.5357,0.5221,0.5202,0.2515,False,True,False
T1_breakout,Q2 + S11,2,−−,0.5365,0.5556,0.5255,0.097,False,True,True
T1_breakout,Q2 + S12,2,−+,0.5393,0.526,0.5317,0.2284,False,True,False
T1_breakout,Q2 + S13,2,−+,0.548,0.5162,0.5226,0.2898,False,True,False
T1_breakout,Q2 + S14,2,−+,0.5556,0.5964,0.593,0.0219,False,True,True
T1_breakout,Q2 + S15,2,−−,0.5647,0.5417,0.4937,0.1485,False,True,False
T1_breakout,Q2 + E5,2,−+,,0.5479,,0.1234,False,False,False
T1_breakout,Q2 + S16,2,−+,0.4998,0.5227,0.5096,0.2478,False,False,False
T1_breakout,Q3 + Q4,2,−−,0.5919,0.518,0.5459,0.278,False,True,False
T1_breakout,Q3 + B1,2,−−,0.5592,0.4858,0.5281,0.5212,False,False,False
T1_breakout,Q3 + B2,2,−−,0.5609,0.4993,0.4937,0.412,False,False,False
T1_breakout,Q3 + M1,2,−−,0.5622,0.4813,0.4632,0.558,False,False,False
T1_breakout,Q3 + M2,2,−+,0.5441,0.565,0.525,0.0707,False,True,True
T1_breakout,Q3 + M3,2,−−,0.5665,0.4742,0.5199,0.6145,False,False,False
T1_breakout,Q3 + M4,2,−−,0.5709,0.4968,0.5213,0.4325,False,False,False
T1_breakout,Q3 + M5,2,−−,0.5628,0.4892,0.4972,0.4927,False,False,False
T1_breakout,Q3 + M6,2,−+,0.581,0.4838,0.4706,0.5371,False,False,False
T1_breakout,Q3 + R1,2,−−,0.5614,0.4724,0.4955,0.6286,False,False,False
T1_breakout,Q3 + R2,2,−+,0.5514,0.4596,0.4521,0.7253,False,False,False
T1_breakout,Q3 + R3,2,−−,0.5774,0.4569,0.5012,0.7438,False,False,False
T1_breakout,Q3 + R4,2,−−,0.5582,0.543,0.513,0.1429,False,True,False
T1_breakout,Q3 + R5,2,−−,0.5641,0.4804,0.5294,0.5654,False,False,False
T1_breakout,Q3 + C1,2,−+,0.5495,0.4991,0.4964,0.4139,False,False,False
T1_breakout,Q3 + C2,2,−+,0.5516,0.5403,0.494,0.1546,False,True,False
T1_breakout,Q3 + V1,2,−−,0.5356,0.5737,0.5136,0.052,False,True,True
T1_breakout,Q3 + U1,2,−+,0.55,0.4607,0.4799,0.7176,False,False,False
T1_breakout,Q3 + U2,2,−−,0.536,0.4577,0.4719,0.7383,False,False,False
T1_breakout,Q3 + T1,2,−−,0.5858,0.5211,0.5382,0.2579,False,True,False
T1_breakout,Q3 + T2,2,−−,0.5739,0.5015,0.4988,0.3952,False,True,False
T1_breakout,Q3 + T3,2,−−,0.6057,0.4868,0.4996,0.5131,False,False,False
T1_breakout,Q3 + E1,2,−−,0.5984,0.5163,0.5009,0.289,False,True,False
T1_breakout,Q3 + E2,2,−−,0.5568,0.448,0.4499,0.7995,False,False,False
T1_breakout,Q3 + E3,2,−−,0.5673,0.5661,0.5661,0.0682,False,True,True
T1_breakout,Q3 + E4,2,−+,0.5838,0.5113,0.5084,0.3235,False,True,False
T1_breakout,Q3 + H1,2,−−,0.5401,0.5009,0.5067,0.3998,False,True,False
T1_breakout,Q3 + S01,2,−+,0.5822,0.5435,0.5377,0.1408,False,True,False
T1_breakout,Q3 + S02,2,−−,0.5355,0.4636,0.4829,0.6961,False,False,False
T1_breakout,Q3 + S03,2,−+,0.5617,0.5446,0.5498,0.1364,False,True,False
T1_breakout,Q3 + S04,2,−−,0.5692,0.5175,0.4827,0.2809,False,True,False
T1_breakout,Q3 + S05,2,−+,0.6093,0.4673,0.4731,0.6684,False,False,False
T1_breakout,Q3 + S06,2,−+,0.5662,0.5494,0.5618,0.1178,False,True,False
T1_breakout,Q3 + S07,2,−−,0.526,0.4715,0.4761,0.6363,False,False,False
T1_breakout,Q3 + S08,2,−−,0.548,0.4661,0.4847,0.6774,False,False,False
T1_breakout,Q3 + S09,2,−−,0.5886,0.4895,0.4976,0.4906,False,False,False
T1_breakout,Q3 + S10,2,−−,0.5341,0.5021,0.5228,0.3905,False,True,False
T1_breakout,Q3 + S11,2,−−,0.5575,0.5345,0.5037,0.1823,False,True,False
T1_breakout,Q3 + S12,2,−+,0.5547,0.5,0.5004,0.4069,False,False,False
T1_breakout,Q3 + S13,2,−+,0.5586,0.4936,0.4959,0.4572,False,False,False
T1_breakout,Q3 + S14,2,−+,0.5612,0.5805,0.5891,0.0402,False,True,True
T1_breakout,Q3 + S15,2,−−,0.5644,0.5191,0.4887,0.2707,False,True,False
T1_breakout,Q3 + E5,2,−+,,0.5381,,0.1644,False,False,False
T1_breakout,Q3 + S16,2,−+,0.4935,0.4759,0.4955,0.6015,False,False,False
T1_breakout,Q4 + B1,2,−−,0.5694,0.5601,0.5332,0.0836,False,True,True
T1_breakout,Q4 + B2,2,−−,0.5733,0.5532,0.5686,0.1045,False,True,True
T1_breakout,Q4 + M1,2,−−,0.5266,0.5266,0.4817,0.225,False,True,False
T1_breakout,Q4 + M2,2,−+,0.5436,0.579,0.5573,0.0426,False,True,True
T1_breakout,Q4 + M3,2,−−,0.5546,0.5244,0.5451,0.2377,False,True,False
T1_breakout,Q4 + M4,2,−−,0.505,0.5071,0.4943,0.3537,False,True,False
T1_breakout,Q4 + M5,2,−−,0.5765,0.5216,0.4988,0.2548,False,True,False
T1_breakout,Q4 + M6,2,−+,0.5455,0.5237,0.5469,0.2419,False,True,False
T1_breakout,Q4 + R1,2,−−,0.5479,0.5402,0.5818,0.1549,False,True,False
T1_breakout,Q4 + R2,2,−+,0.5249,0.528,0.4868,0.217,False,True,False
T1_breakout,Q4 + R3,2,−−,0.5665,0.5143,0.525,0.3027,False,True,False
T1_breakout,Q4 + R4,2,−−,0.5449,0.5768,0.5848,0.0463,False,True,True
T1_breakout,Q4 + R5,2,−−,0.5669,0.5331,0.5785,0.1896,False,True,False
T1_breakout,Q4 + C1,2,−+,0.5623,0.5274,0.4976,0.2204,False,True,False
T1_breakout,Q4 + C2,2,−+,0.5314,0.5633,0.5552,0.0751,False,True,True
T1_breakout,Q4 + V1,2,−−,0.5328,0.5931,0.5858,0.0249,False,True,True
T1_breakout,Q4 + U1,2,−+,0.5099,0.4844,0.4762,0.5325,False,False,False
T1_breakout,Q4 + U2,2,−−,0.5279,0.4653,0.4522,0.6834,False,False,False
T1_breakout,Q4 + T1,2,−−,0.5511,0.5529,0.5743,0.1055,False,True,True
T1_breakout,Q4 + T2,2,−−,0.5629,0.5241,0.53,0.2394,False,True,False
T1_breakout,Q4 + T3,2,−−,0.5467,0.5,0.5089,0.4062,False,True,False
T1_breakout,Q4 + E1,2,−−,0.5761,0.5383,0.5533,0.1635,False,True,False
T1_breakout,Q4 + E2,2,−−,0.538,0.4923,0.4983,0.4681,False,False,False
T1_breakout,Q4 + E3,2,−−,0.5344,0.5874,0.5733,0.031,False,True,True
T1_breakout,Q4 + E4,2,−+,0.5777,0.5332,0.5311,0.1885,False,True,False
T1_breakout,Q4 + H1,2,−−,0.5231,0.5611,0.5566,0.0808,False,True,True
T1_breakout,Q4 + S01,2,−+,0.5586,0.5519,0.5311,0.1091,False,True,True
T1_breakout,Q4 + S02,2,−−,0.5191,0.4898,0.4961,0.4884,False,False,False
T1_breakout,Q4 + S03,2,−+,0.526,0.5563,0.5271,0.0948,False,True,True
T1_breakout,Q4 + S04,2,−−,0.5261,0.5294,0.5185,0.2091,False,True,False
T1_breakout,Q4 + S05,2,−+,0.5748,0.488,0.4945,0.5031,False,False,False
T1_breakout,Q4 + S06,2,−+,0.5761,0.5634,0.5302,0.0747,False,True,True
T1_breakout,Q4 + S07,2,−−,0.5157,0.4982,0.4905,0.4208,False,False,False
T1_breakout,Q4 + S08,2,−−,0.5333,0.4873,0.4418,0.5085,False,False,False
T1_breakout,Q4 + S09,2,−−,0.5524,0.5129,0.5387,0.3124,False,True,False
T1_breakout,Q4 + S10,2,−−,0.5442,0.5456,0.5459,0.1322,False,True,False
T1_breakout,Q4 + S11,2,−−,0.525,0.5421,0.526,0.1464,False,True,False
T1_breakout,Q4 + S12,2,−+,0.525,0.5028,0.4724,0.3855,False,True,False
T1_breakout,Q4 + S13,2,−+,0.5254,0.5004,0.4992,0.4033,False,True,False
T1_breakout,Q4 + S14,2,−+,0.5634,0.5772,0.5506,0.0455,False,True,True
T1_breakout,Q4 + S15,2,−−,0.5237,0.541,0.545,0.1518,False,True,False
T1_breakout,Q4 + E5,2,−+,,0.5112,,0.3243,False,False,False
T1_breakout,Q4 + S16,2,−+,0.4794,0.5308,0.554,0.2014,False,False,False
T1_breakout,B1 + B2,2,−−,0.5588,0.5176,0.5153,0.2805,False,True,False
T1_breakout,B1 + M1,2,−−,0.5829,0.5305,0.4946,0.2029,False,True,False
T1_breakout,B1 + M2,2,−+,0.5575,0.5814,0.5358,0.0387,False,True,True
T1_breakout,B1 + M3,2,−−,0.5736,0.5238,0.4936,0.2412,False,True,False
T1_breakout,B1 + M4,2,−−,0.5786,0.5297,0.5293,0.2078,False,True,False
T1_breakout,B1 + M5,2,−−,0.5535,0.5203,0.5106,0.263,False,True,False
T1_breakout,B1 + M6,2,−+,0.557,0.5497,0.5231,0.1168,False,True,False
T1_breakout,B1 + R1,2,−−,0.567,0.5094,0.5098,0.3372,False,True,False
T1_breakout,B1 + R2,2,−+,0.5682,0.4978,0.4503,0.4242,False,False,False
T1_breakout,B1 + R3,2,−−,0.5889,0.5079,0.5222,0.3481,False,True,False
T1_breakout,B1 + R4,2,−−,0.5758,0.5885,0.5274,0.0299,False,True,True
T1_breakout,B1 + R5,2,−−,0.5697,0.5164,0.5276,0.2883,False,True,False
T1_breakout,B1 + C1,2,−+,0.5574,0.5171,0.5271,0.2837,False,True,False
T1_breakout,B1 + C2,2,−+,0.5596,0.5641,0.5248,0.0729,False,True,True
T1_breakout,B1 + V1,2,−−,0.5391,0.587,0.4958,0.0315,False,True,True
T1_breakout,B1 + U1,2,−+,0.5624,0.5058,0.5334,0.3633,False,True,False
T1_breakout,B1 + U2,2,−−,0.5428,0.4801,0.5101,0.5675,False,False,False
T1_breakout,B1 + T1,2,−−,0.5747,0.5587,0.5159,0.0876,False,True,True
T1_breakout,B1 + T2,2,−−,0.5755,0.5281,0.4946,0.2163,False,True,False
T1_breakout,B1 + T3,2,−−,0.5918,0.495,0.51,0.4463,False,False,False
T1_breakout,B1 + E1,2,−−,0.604,0.53,0.4993,0.2062,False,True,False
T1_breakout,B1 + E2,2,−−,0.5614,0.4729,0.4656,0.6247,False,False,False
T1_breakout,B1 + E3,2,−−,0.559,0.5749,0.5685,0.0497,False,True,True
T1_breakout,B1 + E4,2,−+,0.5777,0.5266,0.5558,0.2253,False,True,False
T1_breakout,B1 + H1,2,−−,0.5372,0.5267,0.5191,0.2247,False,True,False
T1_breakout,B1 + S01,2,−+,0.6058,0.5663,0.5534,0.0676,False,True,True
T1_breakout,B1 + S02,2,−−,0.5496,0.4844,0.4674,0.5321,False,False,False
T1_breakout,B1 + S03,2,−+,0.5783,0.5594,0.5178,0.0854,False,True,True
T1_breakout,B1 + S04,2,−−,0.5781,0.5638,0.5545,0.0735,False,True,True
T1_breakout,B1 + S05,2,−+,0.6207,0.4931,0.5065,0.4609,False,False,False
T1_breakout,B1 + S06,2,−+,0.5761,0.5582,0.5665,0.0891,False,True,True
T1_breakout,B1 + S07,2,−−,0.5357,0.4926,0.4952,0.4651,False,False,False
T1_breakout,B1 + S08,2,−−,0.5525,0.486,0.4845,0.519,False,False,False
T1_breakout,B1 + S09,2,−−,0.6015,0.5058,0.5045,0.3632,False,True,False
T1_breakout,B1 + S10,2,−−,0.5478,0.5233,0.5376,0.244,False,True,False
T1_breakout,B1 + S11,2,−−,0.5722,0.5649,0.5327,0.0709,False,True,True
T1_breakout,B1 + S12,2,−+,0.5592,0.5273,0.5316,0.2212,False,True,False
T1_breakout,B1 + S13,2,−+,0.5356,0.5445,0.5316,0.1368,False,True,False
T1_breakout,B1 + S14,2,−+,0.5631,0.6017,0.5941,0.0177,False,True,True
T1_breakout,B1 + S15,2,−−,0.5629,0.5455,0.5088,0.1325,False,True,False
T1_breakout,B1 + E5,2,−+,,0.54,,0.156,False,False,False
T1_breakout,B1 + S16,2,−+,0.5566,0.5387,0.5179,0.1619,False,True,False
T1_breakout,B2 + M1,2,−−,0.5631,0.529,0.4975,0.2114,False,True,False
T1_breakout,B2 + M2,2,−+,0.5438,0.5909,0.5304,0.027,False,True,True
T1_breakout,B2 + M3,2,−−,0.5756,0.508,0.5117,0.3475,False,True,False
T1_breakout,B2 + M4,2,−−,0.554,0.5241,0.4924,0.2394,False,True,False
T1_breakout,B2 + M5,2,−−,0.5591,0.5164,0.489,0.2883,False,True,False
T1_breakout,B2 + M6,2,−+,0.5797,0.5339,0.5311,0.1853,False,True,False
T1_breakout,B2 + R1,2,−−,0.5615,0.4971,0.4913,0.4298,False,False,False
T1_breakout,B2 + R2,2,−+,0.5354,0.4839,0.4947,0.5362,False,False,False
T1_breakout,B2 + R3,2,−−,0.5787,0.5084,0.5278,0.3442,False,True,False
T1_breakout,B2 + R4,2,−−,0.5671,0.5596,0.5106,0.0849,False,True,True
T1_breakout,B2 + R5,2,−−,0.5676,0.5106,0.5138,0.3282,False,True,False
T1_breakout,B2 + C1,2,−+,0.5499,0.533,0.5063,0.1898,False,True,False
T1_breakout,B2 + C2,2,−+,0.5489,0.557,0.5038,0.0927,False,True,True
T1_breakout,B2 + V1,2,−−,0.5329,0.5936,0.5531,0.0243,False,True,True
T1_breakout,B2 + U1,2,−+,0.5402,0.4934,0.4874,0.4586,False,False,False
T1_breakout,B2 + U2,2,−−,0.5335,0.4694,0.4965,0.6526,False,False,False
T1_breakout,B2 + T1,2,−−,0.5815,0.56,0.5685,0.0837,False,True,True
T1_breakout,B2 + T2,2,−−,0.5736,0.5198,0.4904,0.2659,False,True,False
T1_breakout,B2 + T3,2,−−,0.5987,0.4996,0.5129,0.4097,False,False,False
T1_breakout,B2 + E1,2,−−,0.6067,0.5291,0.5126,0.2109,False,True,False
T1_breakout,B2 + E2,2,−−,0.5523,0.4659,0.449,0.679,False,False,False
T1_breakout,B2 + E3,2,−−,0.5708,0.5858,0.558,0.033,False,True,True
T1_breakout,B2 + E4,2,−+,0.5784,0.5229,0.5004,0.2469,False,True,False
T1_breakout,B2 + H1,2,−−,0.5431,0.5271,0.5292,0.2225,False,True,False
T1_breakout,B2 + S01,2,−+,0.5804,0.5568,0.5149,0.0933,False,True,True
T1_breakout,B2 + S02,2,−−,0.5325,0.4808,0.4821,0.5621,False,False,False
T1_breakout,B2 + S03,2,−+,0.5584,0.561,0.5514,0.0811,False,True,True
T1_breakout,B2 + S04,2,−−,0.5651,0.5364,0.5397,0.1728,False,True,False
T1_breakout,B2 + S05,2,−+,0.6101,0.4895,0.4885,0.4903,False,False,False
T1_breakout,B2 + S06,2,−+,0.5635,0.5662,0.5804,0.0679,False,True,True
T1_breakout,B2 + S07,2,−−,0.525,0.4849,0.498,0.5281,False,False,False
T1_breakout,B2 + S08,2,−−,0.5467,0.4821,0.4758,0.5508,False,False,False
T1_breakout,B2 + S09,2,−−,0.5791,0.5038,0.4921,0.378,False,True,False
T1_breakout,B2 + S10,2,−−,0.5364,0.5172,0.5419,0.2828,False,True,False
T1_breakout,B2 + S11,2,−−,0.5458,0.5554,0.5171,0.0976,False,True,True
T1_breakout,B2 + S12,2,−+,0.5421,0.5208,0.5227,0.2598,False,True,False
T1_breakout,B2 + S13,2,−+,0.5595,0.5093,0.5048,0.3378,False,True,False
T1_breakout,B2 + S14,2,−+,0.5569,0.5986,0.598,0.0201,False,True,True
T1_breakout,B2 + S15,2,−−,0.5675,0.5376,0.5059,0.1672,False,True,False
T1_breakout,B2 + E5,2,−+,,0.5391,,0.1602,False,False,False
T1_breakout,B2 + S16,2,−+,0.4986,0.5141,0.5123,0.304,False,False,False
T1_breakout,M1 + M2,2,−+,0.5102,0.5962,0.581,0.0221,False,True,True
T1_breakout,M1 + M3,2,−−,0.5634,0.4941,0.5028,0.4534,False,False,False
T1_breakout,M1 + M4,2,−−,0.4997,0.4991,0.4751,0.4139,False,False,False
T1_breakout,M1 + M5,2,−−,0.5634,0.5076,0.5072,0.3505,False,True,False
T1_breakout,M1 + M6,2,−+,0.5468,0.4934,0.4942,0.459,False,False,False
T1_breakout,M1 + R1,2,−−,0.5213,0.4856,0.4791,0.5228,False,False,False
T1_breakout,M1 + R2,2,−+,0.5185,0.4886,0.4898,0.4979,False,False,False
