target,combo,k,signs,disc_auc,val_auc,val_ba,p,g1,g2,g3
T1_breakout,S01 + S07 + S11,3,+−−,0.5629,0.5407,0.5261,0.1529,False,True,False
T1_breakout,S01 + S07 + S12,3,+−+,0.575,0.5321,0.5104,0.1948,False,True,False
T1_breakout,S01 + S07 + S13,3,+−+,0.5708,0.5221,0.5175,0.2517,False,True,False
T1_breakout,S01 + S07 + S14,3,+−+,0.5719,0.583,0.5734,0.0366,False,True,True
T1_breakout,S01 + S07 + S15,3,+−−,0.564,0.5318,0.5206,0.1961,False,True,False
T1_breakout,S01 + S07 + E5,3,+−+,,0.547,,0.1268,False,False,False
T1_breakout,S01 + S07 + S16,3,+−+,0.5383,0.5231,0.5245,0.2452,False,True,False
T1_breakout,S01 + S08 + S09,3,+−−,0.6013,0.5093,0.5035,0.3374,False,True,False
T1_breakout,S01 + S08 + S10,3,+−−,0.5796,0.52,0.5078,0.2644,False,True,False
T1_breakout,S01 + S08 + S11,3,+−−,0.575,0.5329,0.5268,0.1903,False,True,False
T1_breakout,S01 + S08 + S12,3,+−+,0.5803,0.5282,0.4991,0.2157,False,True,False
T1_breakout,S01 + S08 + S13,3,+−+,0.5823,0.5168,0.5017,0.2854,False,True,False
T1_breakout,S01 + S08 + S14,3,+−+,0.5967,0.5777,0.5621,0.0446,False,True,True
T1_breakout,S01 + S08 + S15,3,+−−,0.575,0.5279,0.525,0.2173,False,True,False
T1_breakout,S01 + S08 + E5,3,+−+,,0.5116,,0.321,False,False,False
T1_breakout,S01 + S08 + S16,3,+−+,0.5556,0.5131,0.5024,0.3107,False,True,False
T1_breakout,S01 + S09 + S10,3,+−−,0.6103,0.535,0.5141,0.1796,False,True,False
T1_breakout,S01 + S09 + S11,3,+−−,0.5907,0.5497,0.5371,0.1166,False,True,False
T1_breakout,S01 + S09 + S12,3,+−+,0.5946,0.5378,0.5464,0.1662,False,True,False
T1_breakout,S01 + S09 + S13,3,+−+,0.5966,0.5247,0.5102,0.2363,False,True,False
T1_breakout,S01 + S09 + S14,3,+−+,0.6117,0.5723,0.5478,0.0546,False,True,True
T1_breakout,S01 + S09 + S15,3,+−−,0.5781,0.5412,0.5375,0.1506,False,True,False
T1_breakout,S01 + S09 + E5,3,+−+,,0.5288,,0.2123,False,False,False
T1_breakout,S01 + S09 + S16,3,+−+,0.5828,0.5326,0.5451,0.192,False,True,False
T1_breakout,S01 + S10 + S11,3,+−−,0.5839,0.5777,0.5645,0.0447,False,True,True
T1_breakout,S01 + S10 + S12,3,+−+,0.5911,0.5581,0.5461,0.0893,False,True,True
T1_breakout,S01 + S10 + S13,3,+−+,0.5677,0.5467,0.5466,0.1277,False,True,False
T1_breakout,S01 + S10 + S14,3,+−+,0.5712,0.5973,0.5807,0.0212,False,True,True
T1_breakout,S01 + S10 + S15,3,+−−,0.5937,0.5669,0.5093,0.0664,False,True,True
T1_breakout,S01 + S10 + E5,3,+−+,,0.5637,,0.0738,False,False,True
T1_breakout,S01 + S10 + S16,3,+−+,0.5355,0.551,0.5427,0.1122,False,True,True
T1_breakout,S01 + S11 + S12,3,+−+,0.5553,0.5685,0.5467,0.0627,False,True,True
T1_breakout,S01 + S11 + S13,3,+−+,0.5692,0.5506,0.5378,0.1133,False,True,True
T1_breakout,S01 + S11 + S14,3,+−+,0.5807,0.5846,0.5344,0.0345,False,True,True
T1_breakout,S01 + S11 + S15,3,+−−,0.569,0.5568,0.5227,0.0934,False,True,True
T1_breakout,S01 + S11 + E5,3,+−+,,0.5281,,0.2166,False,False,False
T1_breakout,S01 + S11 + S16,3,+−+,0.538,0.5582,0.5349,0.089,False,True,True
T1_breakout,S01 + S12 + S13,3,+++,0.5649,0.5348,0.5188,0.1809,False,True,False
T1_breakout,S01 + S12 + S14,3,+++,0.5943,0.599,0.5584,0.0198,False,True,True
T1_breakout,S01 + S12 + S15,3,++−,0.5514,0.561,0.5518,0.0811,False,True,True
T1_breakout,S01 + S12 + E5,3,+++,,0.5452,,0.1338,False,False,False
T1_breakout,S01 + S12 + S16,3,+++,0.5406,0.5464,0.5433,0.1291,False,True,False
T1_breakout,S01 + S13 + S14,3,+++,0.5768,0.5833,0.564,0.0363,False,True,True
T1_breakout,S01 + S13 + S15,3,++−,0.5605,0.5416,0.5411,0.149,False,True,False
T1_breakout,S01 + S13 + E5,3,+++,,0.5514,,0.1105,False,False,True
T1_breakout,S01 + S13 + S16,3,+++,0.5504,0.5411,0.5047,0.1511,False,True,False
T1_breakout,S01 + S14 + S15,3,++−,0.5822,0.5866,0.5316,0.0319,False,True,True
T1_breakout,S01 + S14 + E5,3,+++,,0.5481,,0.1227,False,False,False
T1_breakout,S01 + S14 + S16,3,+++,0.5419,0.595,0.5589,0.0231,False,True,True
T1_breakout,S01 + S15 + E5,3,+−+,,0.5819,,0.0381,False,False,True
T1_breakout,S01 + S15 + S16,3,+−+,0.5402,0.551,0.5299,0.1119,False,True,True
T1_breakout,S01 + E5 + S16,3,+++,,0.5716,,0.0559,False,False,True
T1_breakout,S02 + S03 + S04,3,−+−,0.5474,0.5247,0.5265,0.2363,False,True,False
T1_breakout,S02 + S03 + S05,3,−++,0.5844,0.5026,0.487,0.3868,False,True,False
T1_breakout,S02 + S03 + S06,3,−++,0.5572,0.5513,0.564,0.111,False,True,True
T1_breakout,S02 + S03 + S07,3,−+−,0.5565,0.498,0.4865,0.4224,False,False,False
T1_breakout,S02 + S03 + S08,3,−+−,0.5637,0.4996,0.4768,0.4101,False,False,False
T1_breakout,S02 + S03 + S09,3,−+−,0.6028,0.5149,0.5278,0.2986,False,True,False
T1_breakout,S02 + S03 + S10,3,−+−,0.5501,0.5295,0.5432,0.2086,False,True,False
T1_breakout,S02 + S03 + S11,3,−+−,0.5597,0.5142,0.4925,0.3032,False,True,False
T1_breakout,S02 + S03 + S12,3,−++,0.5608,0.5053,0.4936,0.3671,False,True,False
T1_breakout,S02 + S03 + S13,3,−++,0.5664,0.4963,0.512,0.4359,False,False,False
T1_breakout,S02 + S03 + S14,3,−++,0.5802,0.5483,0.5349,0.1218,False,True,False
T1_breakout,S02 + S03 + S15,3,−+−,0.5582,0.5144,0.4959,0.3021,False,True,False
T1_breakout,S02 + S03 + E5,3,−++,,0.5423,,0.1457,False,False,False
T1_breakout,S02 + S03 + S16,3,−++,0.5034,0.5099,0.5033,0.3336,False,True,False
T1_breakout,S02 + S04 + S05,3,−−+,0.5658,0.472,0.4651,0.6325,False,False,False
T1_breakout,S02 + S04 + S06,3,−−+,0.5649,0.5337,0.5115,0.1863,False,True,False
T1_breakout,S02 + S04 + S07,3,−−−,0.5357,0.4801,0.489,0.5675,False,False,False
T1_breakout,S02 + S04 + S08,3,−−−,0.5393,0.4776,0.4728,0.5876,False,False,False
T1_breakout,S02 + S04 + S09,3,−−−,0.5657,0.4931,0.5002,0.461,False,False,False
T1_breakout,S02 + S04 + S10,3,−−−,0.548,0.5116,0.5385,0.3214,False,True,False
T1_breakout,S02 + S04 + S11,3,−−−,0.5491,0.5032,0.4881,0.3825,False,True,False
T1_breakout,S02 + S04 + S12,3,−−+,0.5387,0.4779,0.4685,0.5855,False,False,False
T1_breakout,S02 + S04 + S13,3,−−+,0.5512,0.4755,0.5093,0.6047,False,False,False
T1_breakout,S02 + S04 + S14,3,−−+,0.5677,0.536,0.5082,0.1747,False,True,False
T1_breakout,S02 + S04 + S15,3,−−−,0.5384,0.4981,0.5093,0.4223,False,False,False
T1_breakout,S02 + S04 + E5,3,−−+,,0.5279,,0.2175,False,False,False
T1_breakout,S02 + S04 + S16,3,−−+,0.5088,0.4844,0.4952,0.5327,False,False,False
T1_breakout,S02 + S05 + S06,3,−++,0.6029,0.4978,0.5078,0.4241,False,False,False
T1_breakout,S02 + S05 + S07,3,−+−,0.53,0.4567,0.4668,0.7454,False,False,False
T1_breakout,S02 + S05 + S08,3,−+−,0.5511,0.4541,0.4783,0.7621,False,False,False
T1_breakout,S02 + S05 + S09,3,−+−,0.5716,0.4581,0.4237,0.7353,False,False,False
T1_breakout,S02 + S05 + S10,3,−+−,0.5745,0.4733,0.4912,0.6218,False,False,False
T1_breakout,S02 + S05 + S11,3,−+−,0.5886,0.4884,0.483,0.4998,False,False,False
T1_breakout,S02 + S05 + S12,3,−++,0.5856,0.4566,0.4399,0.7456,False,False,False
T1_breakout,S02 + S05 + S13,3,−++,0.5972,0.45,0.4566,0.7877,False,False,False
T1_breakout,S02 + S05 + S14,3,−++,0.6269,0.5103,0.5016,0.3302,False,True,False
T1_breakout,S02 + S05 + S15,3,−+−,0.5891,0.4849,0.4659,0.5279,False,False,False
T1_breakout,S02 + S05 + E5,3,−++,,0.5681,,0.0635,False,False,True
T1_breakout,S02 + S05 + S16,3,−++,0.5319,0.4527,0.4603,0.7711,False,False,False
T1_breakout,S02 + S06 + S07,3,−+−,0.5611,0.5079,0.4889,0.3485,False,True,False
T1_breakout,S02 + S06 + S08,3,−+−,0.5705,0.5037,0.4758,0.3786,False,True,False
T1_breakout,S02 + S06 + S09,3,−+−,0.6155,0.5171,0.4801,0.2837,False,True,False
T1_breakout,S02 + S06 + S10,3,−+−,0.5608,0.5343,0.4969,0.183,False,True,False
T1_breakout,S02 + S06 + S11,3,−+−,0.5887,0.5309,0.5366,0.201,False,True,False
T1_breakout,S02 + S06 + S12,3,−++,0.5731,0.5207,0.5048,0.2607,False,True,False
T1_breakout,S02 + S06 + S13,3,−++,0.5826,0.5155,0.541,0.2943,False,True,False
T1_breakout,S02 + S06 + S14,3,−++,0.5753,0.5714,0.5639,0.0565,False,True,True
T1_breakout,S02 + S06 + S15,3,−+−,0.5716,0.5321,0.5048,0.1946,False,True,False
T1_breakout,S02 + S06 + E5,3,−++,,0.5693,,0.0609,False,False,True
T1_breakout,S02 + S06 + S16,3,−++,0.5117,0.5217,0.5265,0.2541,False,True,False
T1_breakout,S02 + S07 + S08,3,−−−,0.519,0.4628,0.4865,0.7023,False,False,False
T1_breakout,S02 + S07 + S09,3,−−−,0.544,0.4651,0.4679,0.6845,False,False,False
T1_breakout,S02 + S07 + S10,3,−−−,0.5262,0.4765,0.4982,0.5965,False,False,False
T1_breakout,S02 + S07 + S11,3,−−−,0.5285,0.4861,0.5048,0.5188,False,False,False
T1_breakout,S02 + S07 + S12,3,−−+,0.527,0.4627,0.4573,0.703,False,False,False
T1_breakout,S02 + S07 + S13,3,−−+,0.5382,0.4558,0.4699,0.7514,False,False,False
T1_breakout,S02 + S07 + S14,3,−−+,0.5577,0.5128,0.5084,0.3127,False,True,False
T1_breakout,S02 + S07 + S15,3,−−−,0.5329,0.4832,0.511,0.5422,False,False,False
T1_breakout,S02 + S07 + E5,3,−−+,,0.5344,,0.1825,False,False,False
T1_breakout,S02 + S07 + S16,3,−−+,0.4968,0.465,0.4873,0.6852,False,False,False
T1_breakout,S02 + S08 + S09,3,−−−,0.5534,0.4609,0.4916,0.7159,False,False,False
T1_breakout,S02 + S08 + S10,3,−−−,0.5415,0.4716,0.5085,0.635,False,False,False
T1_breakout,S02 + S08 + S11,3,−−−,0.541,0.4908,0.5267,0.4802,False,False,False
T1_breakout,S02 + S08 + S12,3,−−+,0.5405,0.4651,0.4841,0.6843,False,False,False
T1_breakout,S02 + S08 + S13,3,−−+,0.5412,0.4568,0.4773,0.7447,False,False,False
T1_breakout,S02 + S08 + S14,3,−−+,0.5714,0.5155,0.5094,0.2941,False,True,False
T1_breakout,S02 + S08 + S15,3,−−−,0.5459,0.4796,0.4759,0.5717,False,False,False
T1_breakout,S02 + S08 + E5,3,−−+,,0.5028,,0.3855,False,False,False
T1_breakout,S02 + S08 + S16,3,−−+,0.5116,0.4619,0.4907,0.7085,False,False,False
T1_breakout,S02 + S09 + S10,3,−−−,0.5696,0.4827,0.505,0.546,False,False,False
T1_breakout,S02 + S09 + S11,3,−−−,0.5614,0.4915,0.4961,0.474,False,False,False
T1_breakout,S02 + S09 + S12,3,−−+,0.5554,0.4826,0.5213,0.547,False,False,False
T1_breakout,S02 + S09 + S13,3,−−+,0.5643,0.4681,0.4908,0.6621,False,False,False
T1_breakout,S02 + S09 + S14,3,−−+,0.6069,0.5162,0.5146,0.2896,False,True,False
T1_breakout,S02 + S09 + S15,3,−−−,0.5499,0.4844,0.4954,0.5322,False,False,False
T1_breakout,S02 + S09 + E5,3,−−+,,0.5135,,0.308,False,False,False
T1_breakout,S02 + S09 + S16,3,−−+,0.5502,0.4707,0.4674,0.6422,False,False,False
T1_breakout,S02 + S10 + S11,3,−−−,0.5471,0.5063,0.5014,0.3598,False,True,False
T1_breakout,S02 + S10 + S12,3,−−+,0.5458,0.4909,0.4847,0.4794,False,False,False
T1_breakout,S02 + S10 + S13,3,−−+,0.5647,0.482,0.5104,0.5516,False,False,False
T1_breakout,S02 + S10 + S14,3,−−+,0.5783,0.5469,0.5282,0.1272,False,True,False
T1_breakout,S02 + S10 + S15,3,−−−,0.5538,0.498,0.4758,0.4226,False,False,False
T1_breakout,S02 + S10 + E5,3,−−+,,0.5288,,0.2123,False,False,False
T1_breakout,S02 + S10 + S16,3,−−+,0.5182,0.4841,0.4745,0.5344,False,False,False
T1_breakout,S02 + S11 + S12,3,−−+,0.5363,0.4949,0.4769,0.4475,False,False,False
T1_breakout,S02 + S11 + S13,3,−−+,0.5432,0.4807,0.4635,0.5626,False,False,False
T1_breakout,S02 + S11 + S14,3,−−+,0.5722,0.5293,0.4981,0.2099,False,True,False
T1_breakout,S02 + S11 + S15,3,−−−,0.5413,0.5025,0.4987,0.3878,False,True,False
T1_breakout,S02 + S11 + E5,3,−−+,,0.5329,,0.1905,False,False,False
T1_breakout,S02 + S11 + S16,3,−−+,0.5174,0.4865,0.4701,0.5153,False,False,False
T1_breakout,S02 + S12 + S13,3,−++,0.546,0.4649,0.4624,0.686,False,False,False
T1_breakout,S02 + S12 + S14,3,−++,0.5595,0.5278,0.507,0.218,False,True,False
T1_breakout,S02 + S12 + S15,3,−+−,0.528,0.4852,0.4847,0.5256,False,False,False
T1_breakout,S02 + S12 + E5,3,−++,,0.5319,,0.1955,False,False,False
T1_breakout,S02 + S12 + S16,3,−++,0.5159,0.4646,0.4846,0.6883,False,False,False
T1_breakout,S02 + S13 + S14,3,−++,0.577,0.5188,0.5204,0.2724,False,True,False
T1_breakout,S02 + S13 + S15,3,−+−,0.5361,0.4731,0.4998,0.6235,False,False,False
T1_breakout,S02 + S13 + E5,3,−++,,0.5343,,0.1832,False,False,False
T1_breakout,S02 + S13 + S16,3,−++,0.5309,0.4504,0.4785,0.7849,False,False,False
T1_breakout,S02 + S14 + S15,3,−+−,0.5696,0.5322,0.531,0.1941,False,True,False
T1_breakout,S02 + S14 + E5,3,−++,,0.5286,,0.2139,False,False,False
T1_breakout,S02 + S14 + S16,3,−++,0.533,0.5235,0.5092,0.2429,False,True,False
T1_breakout,S02 + S15 + E5,3,−−+,,0.5757,,0.0482,False,False,True
T1_breakout,S02 + S15 + S16,3,−−+,0.5092,0.4787,0.4869,0.5789,False,False,False
T1_breakout,S02 + E5 + S16,3,−++,,0.54,,0.156,False,False,False
T1_breakout,S03 + S04 + S05,3,+−+,0.6019,0.5326,0.5185,0.1916,False,True,False
T1_breakout,S03 + S04 + S06,3,+−+,0.5646,0.5755,0.592,0.0486,False,True,True
T1_breakout,S03 + S04 + S07,3,+−−,0.5662,0.5374,0.5155,0.1679,False,True,False
T1_breakout,S03 + S04 + S08,3,+−−,0.5713,0.5424,0.523,0.1454,False,True,False
T1_breakout,S03 + S04 + S09,3,+−−,0.595,0.5497,0.5446,0.1167,False,True,False
T1_breakout,S03 + S04 + S10,3,+−−,0.5622,0.5639,0.5696,0.0733,False,True,True
T1_breakout,S03 + S04 + S11,3,+−−,0.5473,0.5626,0.5344,0.0766,False,True,True
T1_breakout,S03 + S04 + S12,3,+−+,0.5484,0.5382,0.5082,0.1641,False,True,False
T1_breakout,S03 + S04 + S13,3,+−+,0.5532,0.5351,0.5031,0.1794,False,True,False
T1_breakout,S03 + S04 + S14,3,+−+,0.5642,0.5798,0.5724,0.0414,False,True,True
T1_breakout,S03 + S04 + S15,3,+−−,0.553,0.5586,0.5372,0.0878,False,True,True
T1_breakout,S03 + S04 + E5,3,+−+,,0.5274,,0.2204,False,False,False
T1_breakout,S03 + S04 + S16,3,+−+,0.5083,0.5557,0.5226,0.0968,False,True,True
T1_breakout,S03 + S05 + S06,3,+++,0.6099,0.5457,0.5363,0.132,False,True,False
T1_breakout,S03 + S05 + S07,3,++−,0.6069,0.5122,0.5063,0.3172,False,True,False
T1_breakout,S03 + S05 + S08,3,++−,0.6202,0.4986,0.5036,0.4175,False,False,False
T1_breakout,S03 + S05 + S09,3,++−,0.6309,0.5165,0.5109,0.2878,False,True,False
T1_breakout,S03 + S05 + S10,3,++−,0.6178,0.5298,0.5063,0.2069,False,True,False
T1_breakout,S03 + S05 + S11,3,++−,0.6118,0.5449,0.5138,0.1349,False,True,False
T1_breakout,S03 + S05 + S12,3,+++,0.5944,0.5237,0.511,0.2417,False,True,False
T1_breakout,S03 + S05 + S13,3,+++,0.618,0.5211,0.5146,0.2579,False,True,False
T1_breakout,S03 + S05 + S14,3,+++,0.6299,0.5555,0.5041,0.0973,False,True,True
T1_breakout,S03 + S05 + S15,3,++−,0.6062,0.5348,0.5179,0.181,False,True,False
T1_breakout,S03 + S05 + E5,3,+++,,0.543,,0.1429,False,False,False
T1_breakout,S03 + S05 + S16,3,+++,0.5364,0.5198,0.4784,0.2663,False,True,False
T1_breakout,S03 + S06 + S07,3,++−,0.596,0.5683,0.557,0.0631,False,True,True
T1_breakout,S03 + S06 + S08,3,++−,0.6064,0.5543,0.5427,0.1011,False,True,True
T1_breakout,S03 + S06 + S09,3,++−,0.6259,0.5602,0.556,0.0832,False,True,True
T1_breakout,S03 + S06 + S10,3,++−,0.571,0.5742,0.5519,0.051,False,True,True
T1_breakout,S03 + S06 + S11,3,++−,0.5809,0.5858,0.5612,0.033,False,True,True
T1_breakout,S03 + S06 + S12,3,+++,0.5768,0.567,0.5372,0.066,False,True,True
T1_breakout,S03 + S06 + S13,3,+++,0.5828,0.5612,0.5299,0.0804,False,True,True
T1_breakout,S03 + S06 + S14,3,+++,0.5714,0.5931,0.5891,0.0248,False,True,True
T1_breakout,S03 + S06 + S15,3,++−,0.5915,0.5787,0.5707,0.0431,False,True,True
T1_breakout,S03 + S06 + E5,3,+++,,0.5535,,0.1037,False,False,True
T1_breakout,S03 + S06 + S16,3,+++,0.5281,0.5703,0.5555,0.0587,False,True,True
T1_breakout,S03 + S07 + S08,3,+−−,0.555,0.5003,0.4948,0.4041,False,True,False
T1_breakout,S03 + S07 + S09,3,+−−,0.5989,0.5213,0.5149,0.2567,False,True,False
T1_breakout,S03 + S07 + S10,3,+−−,0.5672,0.5311,0.5083,0.1996,False,True,False
T1_breakout,S03 + S07 + S11,3,+−−,0.5686,0.5441,0.5226,0.1382,False,True,False
T1_breakout,S03 + S07 + S12,3,+−+,0.5491,0.5212,0.5071,0.2572,False,True,False
T1_breakout,S03 + S07 + S13,3,+−+,0.5629,0.5065,0.4939,0.3582,False,True,False
T1_breakout,S03 + S07 + S14,3,+−+,0.5875,0.5793,0.5765,0.0422,False,True,True
T1_breakout,S03 + S07 + S15,3,+−−,0.5531,0.5262,0.4881,0.2276,False,True,False
T1_breakout,S03 + S07 + E5,3,+−+,,0.5298,,0.2073,False,False,False
T1_breakout,S03 + S07 + S16,3,+−+,0.5375,0.5201,0.4943,0.2642,False,True,False
T1_breakout,S03 + S08 + S09,3,+−−,0.6226,0.5135,0.5093,0.308,False,True,False
T1_breakout,S03 + S08 + S10,3,+−−,0.5785,0.5288,0.5273,0.2126,False,True,False
T1_breakout,S03 + S08 + S11,3,+−−,0.5776,0.5542,0.5394,0.1013,False,True,True
T1_breakout,S03 + S08 + S12,3,+−+,0.5576,0.5221,0.529,0.2516,False,True,False
T1_breakout,S03 + S08 + S13,3,+−+,0.569,0.5089,0.4859,0.3406,False,True,False
T1_breakout,S03 + S08 + S14,3,+−+,0.6018,0.5814,0.58,0.0388,False,True,True
T1_breakout,S03 + S08 + S15,3,+−−,0.5683,0.5294,0.4905,0.2093,False,True,False
T1_breakout,S03 + S08 + E5,3,+−+,,0.4949,,0.4472,False,False,False
T1_breakout,S03 + S08 + S16,3,+−+,0.5469,0.522,0.5234,0.2521,False,True,False
T1_breakout,S03 + S09 + S10,3,+−−,0.608,0.5485,0.5473,0.1212,False,True,False
T1_breakout,S03 + S09 + S11,3,+−−,0.5872,0.5566,0.5624,0.0938,False,True,True
T1_breakout,S03 + S09 + S12,3,+−+,0.5712,0.5355,0.5238,0.1774,False,True,False
T1_breakout,S03 + S09 + S13,3,+−+,0.5863,0.5307,0.5468,0.2019,False,True,False
T1_breakout,S03 + S09 + S14,3,+−+,0.6081,0.5731,0.5725,0.0531,False,True,True
T1_breakout,S03 + S09 + S15,3,+−−,0.5733,0.5451,0.5335,0.1344,False,True,False
T1_breakout,S03 + S09 + E5,3,+−+,,0.5223,,0.2502,False,False,False
T1_breakout,S03 + S09 + S16,3,+−+,0.5558,0.5458,0.562,0.1316,False,True,False
T1_breakout,S03 + S10 + S11,3,+−−,0.5694,0.5851,0.545,0.0338,False,True,True
T1_breakout,S03 + S10 + S12,3,+−+,0.5649,0.55,0.5294,0.1157,False,True,False
T1_breakout,S03 + S10 + S13,3,+−+,0.5733,0.5423,0.5282,0.1458,False,True,False
T1_breakout,S03 + S10 + S14,3,+−+,0.5748,0.5919,0.5857,0.026,False,True,True
T1_breakout,S03 + S10 + S15,3,+−−,0.5805,0.5668,0.5606,0.0665,False,True,True
T1_breakout,S03 + S10 + E5,3,+−+,,0.5349,,0.1803,False,False,False
T1_breakout,S03 + S10 + S16,3,+−+,0.5243,0.5593,0.5492,0.0857,False,True,True
T1_breakout,S03 + S11 + S12,3,+−+,0.5404,0.5601,0.5311,0.0836,False,True,True
T1_breakout,S03 + S11 + S13,3,+−+,0.5512,0.5482,0.5539,0.1222,False,True,False
T1_breakout,S03 + S11 + S14,3,+−+,0.5662,0.5776,0.5428,0.0449,False,True,True
T1_breakout,S03 + S11 + S15,3,+−−,0.5456,0.5556,0.5177,0.0971,False,True,True
T1_breakout,S03 + S11 + E5,3,+−+,,0.5143,,0.3027,False,False,False
T1_breakout,S03 + S11 + S16,3,+−+,0.5263,0.5563,0.54,0.0948,False,True,True
T1_breakout,S03 + S12 + S13,3,+++,0.5538,0.5212,0.4964,0.257,False,True,False
T1_breakout,S03 + S12 + S14,3,+++,0.5569,0.5869,0.5734,0.0317,False,True,True
T1_breakout,S03 + S12 + S15,3,++−,0.5447,0.555,0.5484,0.0987,False,True,True
T1_breakout,S03 + S12 + E5,3,+++,,0.5224,,0.2499,False,False,False
T1_breakout,S03 + S12 + S16,3,+++,0.517,0.5372,0.5249,0.169,False,True,False
T1_breakout,S03 + S13 + S14,3,+++,0.5681,0.5719,0.5762,0.0553,False,True,True
T1_breakout,S03 + S13 + S15,3,++−,0.5514,0.5439,0.5349,0.139,False,True,False
T1_breakout,S03 + S13 + E5,3,+++,,0.5186,,0.2739,False,False,False
T1_breakout,S03 + S13 + S16,3,+++,0.533,0.5366,0.527,0.1716,False,True,False
T1_breakout,S03 + S14 + S15,3,++−,0.5798,0.5797,0.5634,0.0415,False,True,True
T1_breakout,S03 + S14 + E5,3,+++,,0.5243,,0.2386,False,False,False
T1_breakout,S03 + S14 + S16,3,+++,0.5382,0.5819,0.579,0.0381,False,True,True
T1_breakout,S03 + S15 + E5,3,+−+,,0.56,,0.0838,False,False,True
T1_breakout,S03 + S15 + S16,3,+−+,0.5235,0.5509,0.5288,0.1123,False,True,True
T1_breakout,S03 + E5 + S16,3,+++,,0.5428,,0.1436,False,False,False
T1_breakout,S04 + S05 + S06,3,−++,0.6264,0.522,0.5022,0.2522,False,True,False
T1_breakout,S04 + S05 + S07,3,−+−,0.569,0.4875,0.4675,0.5066,False,False,False
T1_breakout,S04 + S05 + S08,3,−+−,0.5858,0.4712,0.4649,0.6383,False,False,False
T1_breakout,S04 + S05 + S09,3,−+−,0.5923,0.4915,0.491,0.4739,False,False,False
T1_breakout,S04 + S05 + S10,3,−+−,0.6185,0.5025,0.5097,0.388,False,True,False
T1_breakout,S04 + S05 + S11,3,−+−,0.5784,0.5229,0.5118,0.2464,False,True,False
T1_breakout,S04 + S05 + S12,3,−++,0.5844,0.5003,0.4704,0.4047,False,True,False
T1_breakout,S04 + S05 + S13,3,−++,0.5993,0.4921,0.5016,0.4692,False,False,False
T1_breakout,S04 + S05 + S14,3,−++,0.6058,0.5445,0.5081,0.1368,False,True,False
T1_breakout,S04 + S05 + S15,3,−+−,0.5805,0.521,0.4777,0.2586,False,True,False
T1_breakout,S04 + S05 + E5,3,−++,,0.5439,,0.1391,False,False,False
T1_breakout,S04 + S05 + S16,3,−++,0.5519,0.4934,0.4713,0.459,False,False,False
T1_breakout,S04 + S06 + S07,3,−+−,0.5854,0.5479,0.54,0.1234,False,True,False
T1_breakout,S04 + S06 + S08,3,−+−,0.5957,0.5383,0.5245,0.1637,False,True,False
T1_breakout,S04 + S06 + S09,3,−+−,0.6058,0.5427,0.5316,0.144,False,True,False
T1_breakout,S04 + S06 + S10,3,−+−,0.5783,0.5582,0.5433,0.0892,False,True,True
T1_breakout,S04 + S06 + S11,3,−+−,0.5575,0.5833,0.5796,0.0363,False,True,True
T1_breakout,S04 + S06 + S12,3,−++,0.5519,0.5568,0.5338,0.0934,False,True,True
T1_breakout,S04 + S06 + S13,3,−++,0.5735,0.5475,0.5366,0.1249,False,True,False
T1_breakout,S04 + S06 + S14,3,−++,0.5657,0.5894,0.5751,0.0288,False,True,True
T1_breakout,S04 + S06 + S15,3,−+−,0.5763,0.5822,0.5846,0.0376,False,True,True
T1_breakout,S04 + S06 + E5,3,−++,,0.5493,,0.1181,False,False,False
T1_breakout,S04 + S06 + S16,3,−++,0.5428,0.561,0.5427,0.0809,False,True,True
T1_breakout,S04 + S07 + S08,3,−−−,0.5372,0.4829,0.51,0.5445,False,False,False
T1_breakout,S04 + S07 + S09,3,−−−,0.5556,0.4951,0.4898,0.4456,False,False,False
T1_breakout,S04 + S07 + S10,3,−−−,0.545,0.5081,0.4898,0.3467,False,True,False
T1_breakout,S04 + S07 + S11,3,−−−,0.5221,0.5138,0.4933,0.3057,False,True,False
T1_breakout,S04 + S07 + S12,3,−−+,0.5228,0.5026,0.5066,0.3869,False,True,False
T1_breakout,S04 + S07 + S13,3,−−+,0.5362,0.4952,0.501,0.4449,False,False,False
T1_breakout,S04 + S07 + S14,3,−−+,0.552,0.5633,0.5233,0.0751,False,True,True
T1_breakout,S04 + S07 + S15,3,−−−,0.5274,0.5063,0.5177,0.3599,False,True,False
T1_breakout,S04 + S07 + E5,3,−−+,,0.5284,,0.2151,False,False,False
T1_breakout,S04 + S07 + S16,3,−−+,0.5143,0.4954,0.507,0.4435,False,False,False
T1_breakout,S04 + S08 + S09,3,−−−,0.5668,0.4884,0.504,0.4998,False,False,False
T1_breakout,S04 + S08 + S10,3,−−−,0.5544,0.5,0.4862,0.4069,False,False,False
T1_breakout,S04 + S08 + S11,3,−−−,0.5205,0.5115,0.5009,0.3223,False,True,False
T1_breakout,S04 + S08 + S12,3,−−+,0.5308,0.5027,0.5104,0.386,False,True,False
T1_breakout,S04 + S08 + S13,3,−−+,0.5325,0.4897,0.4956,0.4889,False,False,False
T1_breakout,S04 + S08 + S14,3,−−+,0.5594,0.5573,0.5224,0.0918,False,True,True
T1_breakout,S04 + S08 + S15,3,−−−,0.531,0.5024,0.4987,0.3883,False,True,False
T1_breakout,S04 + S08 + E5,3,−−+,,0.507,,0.3548,False,False,False
